obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	ecmwf_dates	ecmwf_tcc_table_h	ecmwf_tcc_table
622	2025-10-02	THESSALONIKI (AIRPORT)	0	100	2025-10-01	24	100
622	2025-10-03	THESSALONIKI (AIRPORT)	0	100	2025-10-02	24	100
622	2025-10-04	THESSALONIKI (AIRPORT)	0	75	2025-10-03	24	78.916
622	2025-10-05	THESSALONIKI (AIRPORT)	0	13	2025-10-04	24	2.69141
622	2025-10-06	THESSALONIKI (AIRPORT)	0	88	2025-10-05	24	100
622	2025-10-07	THESSALONIKI (AIRPORT)	0	88	2025-10-06	24	42.7793
622	2025-10-08	THESSALONIKI (AIRPORT)	0	88	2025-10-07	24	99.5059
622	2025-10-09	THESSALONIKI (AIRPORT)	0	25	2025-10-08	24	0.738281
622	2025-10-10	THESSALONIKI (AIRPORT)	0	25	2025-10-09	24	5.41406
622	2025-10-11	THESSALONIKI (AIRPORT)	0	13	2025-10-10	24	0.0527344
622	2025-10-12	THESSALONIKI (AIRPORT)	0	38	2025-10-11	24	0.0390625
622	2025-10-13	THESSALONIKI (AIRPORT)	0	25	2025-10-12	24	88.8574
622	2025-10-14	THESSALONIKI (AIRPORT)	0	38	2025-10-13	24	0.03125
622	2025-10-15	THESSALONIKI (AIRPORT)	0	50	2025-10-14	24	0.451172
622	2025-10-16	THESSALONIKI (AIRPORT)	0	75	2025-10-15	24	99.9668
622	2025-10-17	THESSALONIKI (AIRPORT)	0	75	2025-10-16	24	75.4766
622	2025-10-18	THESSALONIKI (AIRPORT)	0	100	2025-10-17	24	100
622	2025-10-19	THESSALONIKI (AIRPORT)	0	50	2025-10-18	24	99.9941
622	2025-10-20	THESSALONIKI (AIRPORT)	0	50	2025-10-19	24	66.2168
622	2025-10-21	THESSALONIKI (AIRPORT)	0	75	2025-10-20	24	94.4062
622	2025-10-22	THESSALONIKI (AIRPORT)	0	75	2025-10-21	24	99.627
622	2025-10-23	THESSALONIKI (AIRPORT)	0	38	2025-10-22	24	86.877
622	2025-10-24	THESSALONIKI (AIRPORT)	0	63	2025-10-23	24	26.1934
622	2025-10-25	THESSALONIKI (AIRPORT)	0	13	2025-10-24	24	0.542969
622	2025-10-26	THESSALONIKI (AIRPORT)	0	25	2025-10-25	24	91.8887
622	2025-10-27	THESSALONIKI (AIRPORT)	0	38	2025-10-26	24	32.7578
622	2025-10-28	THESSALONIKI (AIRPORT)	0	38	2025-10-27	24	93.918
622	2025-10-29	THESSALONIKI (AIRPORT)	0	13	2025-10-28	24	0
622	2025-10-30	THESSALONIKI (AIRPORT)	0	50	2025-10-29	24	60.3398
622	2025-10-31	THESSALONIKI (AIRPORT)	0	75	2025-10-30	24	100
627	2025-10-02	ALEXANDROUPOLI (AIRPORT)	0	63	2025-10-01	24	7.4668
627	2025-10-03	ALEXANDROUPOLI (AIRPORT)	0	100	2025-10-02	24	99.9941
627	2025-10-04	ALEXANDROUPOLI (AIRPORT)	0	50	2025-10-03	24	69.2051
627	2025-10-05	ALEXANDROUPOLI (AIRPORT)	0	25	2025-10-04	24	7.97656
627	2025-10-06	ALEXANDROUPOLI (AIRPORT)	0	63	2025-10-05	24	46.1523
627	2025-10-07	ALEXANDROUPOLI (AIRPORT)	0	88	2025-10-06	24	100
627	2025-10-08	ALEXANDROUPOLI (AIRPORT)	0	88	2025-10-07	24	100
627	2025-10-09	ALEXANDROUPOLI (AIRPORT)	0	88	2025-10-08	24	100
627	2025-10-10	ALEXANDROUPOLI (AIRPORT)	0	25	2025-10-09	24	0.513672
627	2025-10-11	ALEXANDROUPOLI (AIRPORT)	0	88	2025-10-10	24	4.85156
627	2025-10-12	ALEXANDROUPOLI (AIRPORT)	0	38	2025-10-11	24	98.2793
627	2025-10-13	ALEXANDROUPOLI (AIRPORT)	0	63	2025-10-12	24	6.67188
627	2025-10-14	ALEXANDROUPOLI (AIRPORT)	0	75	2025-10-13	24	99.252
627	2025-10-15	ALEXANDROUPOLI (AIRPORT)	0	88	2025-10-14	24	16.873
627	2025-10-16	ALEXANDROUPOLI (AIRPORT)	0	88	2025-10-15	24	99.6914
627	2025-10-17	ALEXANDROUPOLI (AIRPORT)	0	63	2025-10-16	24	14.6484
627	2025-10-18	ALEXANDROUPOLI (AIRPORT)	0	88	2025-10-17	24	100
627	2025-10-19	ALEXANDROUPOLI (AIRPORT)	0	75	2025-10-18	24	83.7129
627	2025-10-20	ALEXANDROUPOLI (AIRPORT)	0	13	2025-10-19	24	68.6094
627	2025-10-21	ALEXANDROUPOLI (AIRPORT)	0	0	2025-10-20	24	17.127
627	2025-10-22	ALEXANDROUPOLI (AIRPORT)	0	38	2025-10-21	24	5.5
627	2025-10-23	ALEXANDROUPOLI (AIRPORT)	0	88	2025-10-22	24	99.9961
627	2025-10-24	ALEXANDROUPOLI (AIRPORT)	0	63	2025-10-23	24	100
627	2025-10-25	ALEXANDROUPOLI (AIRPORT)	0	63	2025-10-24	24	30.7656
627	2025-10-26	ALEXANDROUPOLI (AIRPORT)	0	13	2025-10-25	24	13.6406
627	2025-10-27	ALEXANDROUPOLI (AIRPORT)	0	75	2025-10-26	24	78.2012
627	2025-10-28	ALEXANDROUPOLI (AIRPORT)	0	25	2025-10-27	24	44.6406
627	2025-10-29	ALEXANDROUPOLI (AIRPORT)	0	13	2025-10-28	24	41.3848
627	2025-10-30	ALEXANDROUPOLI (AIRPORT)	0	0	2025-10-29	24	14.8281
627	2025-10-31	ALEXANDROUPOLI (AIRPORT)	0	25	2025-10-30	24	99.2148
641	2025-10-02	KERKYRA (AIRPORT)	0	88	2025-10-01	24	100
641	2025-10-03	KERKYRA (AIRPORT)	0	50	2025-10-02	24	76.0293
641	2025-10-04	KERKYRA (AIRPORT)	0	50	2025-10-03	24	58.1504
641	2025-10-05	KERKYRA (AIRPORT)	0	13	2025-10-04	24	11.3828
641	2025-10-06	KERKYRA (AIRPORT)	0	88	2025-10-05	24	97.7422
