obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	icon_dates	icon_tcc_table_h	icon_tcc_table
606	2025-11-03	SERRAI	12	25	2025-11-03	12	34.916
606	2025-11-04	SERRAI	12	100	2025-11-04	12	100
606	2025-11-05	SERRAI	12	63	2025-11-05	12	99.9941
606	2025-11-06	SERRAI	12	75	2025-11-06	12	98.5645
606	2025-11-07	SERRAI	12	88	2025-11-07	12	58.9844
606	2025-11-10	SERRAI	12	100	2025-11-10	12	100
606	2025-11-11	SERRAI	12	38	2025-11-11	12	5.74219
606	2025-11-12	SERRAI	12	13	2025-11-12	12	0
606	2025-11-13	SERRAI	12	75	2025-11-13	12	87.8281
606	2025-11-14	SERRAI	12	0	2025-11-14	12	0
606	2025-11-17	SERRAI	12	63	2025-11-17	12	82.0312
606	2025-11-18	SERRAI	12	100	2025-11-18	12	100
606	2025-11-20	SERRAI	12	63	2025-11-20	12	81.5117
606	2025-11-24	SERRAI	12	13	2025-11-24	12	0
606	2025-11-25	SERRAI	12	100	2025-11-25	12	99.7227
606	2025-11-26	SERRAI	12	88	2025-11-26	12	100
606	2025-11-27	SERRAI	12	100	2025-11-27	12	100
606	2025-11-28	SERRAI	12	100	2025-11-28	12	100
622	2025-11-01	THESSALONIKI (AIRPORT)	12	88	2025-11-01	12	100
622	2025-11-02	THESSALONIKI (AIRPORT)	12	63	2025-11-02	12	23.3457
622	2025-11-03	THESSALONIKI (AIRPORT)	12	38	2025-11-03	12	85.2773
622	2025-11-04	THESSALONIKI (AIRPORT)	12	100	2025-11-04	12	100
622	2025-11-05	THESSALONIKI (AIRPORT)	12	88	2025-11-05	12	98.8535
622	2025-11-06	THESSALONIKI (AIRPORT)	12	100	2025-11-06	12	99.002
622	2025-11-07	THESSALONIKI (AIRPORT)	12	50	2025-11-07	12	28.8867
622	2025-11-08	THESSALONIKI (AIRPORT)	12	88	2025-11-08	12	63.0391
622	2025-11-09	THESSALONIKI (AIRPORT)	12	63	2025-11-09	12	98.8027
622	2025-11-10	THESSALONIKI (AIRPORT)	12	100	2025-11-10	12	100
622	2025-11-11	THESSALONIKI (AIRPORT)	12	25	2025-11-11	12	23.4922
622	2025-11-12	THESSALONIKI (AIRPORT)	12	13	2025-11-12	12	0
622	2025-11-13	THESSALONIKI (AIRPORT)	12	50	2025-11-13	12	3.12891
622	2025-11-14	THESSALONIKI (AIRPORT)	12	0	2025-11-14	12	0
622	2025-11-15	THESSALONIKI (AIRPORT)	12	13	2025-11-15	12	0
622	2025-11-16	THESSALONIKI (AIRPORT)	12	0	2025-11-16	12	0
622	2025-11-17	THESSALONIKI (AIRPORT)	12	63	2025-11-17	12	96.0684
622	2025-11-18	THESSALONIKI (AIRPORT)	12	88	2025-11-18	12	100
622	2025-11-19	THESSALONIKI (AIRPORT)	12	100	2025-11-19	12	100
622	2025-11-20	THESSALONIKI (AIRPORT)	12	50	2025-11-20	12	8.04688
622	2025-11-21	THESSALONIKI (AIRPORT)	12	88	2025-11-21	12	100
622	2025-11-22	THESSALONIKI (AIRPORT)	12	63	2025-11-22	12	31.4414
622	2025-11-23	THESSALONIKI (AIRPORT)	12	13	2025-11-23	12	0
622	2025-11-24	THESSALONIKI (AIRPORT)	12	0	2025-11-24	12	0
622	2025-11-25	THESSALONIKI (AIRPORT)	12	88	2025-11-25	12	100
622	2025-11-26	THESSALONIKI (AIRPORT)	12	88	2025-11-26	12	100
622	2025-11-27	THESSALONIKI (AIRPORT)	12	100	2025-11-27	12	100
622	2025-11-28	THESSALONIKI (AIRPORT)	12	88	2025-11-28	12	100
622	2025-11-29	THESSALONIKI (AIRPORT)	12	25	2025-11-29	12	40.7891
622	2025-11-30	THESSALONIKI (AIRPORT)	12	13	2025-11-30	12	0
624	2025-11-01	CHRYSOPOULI (AIRPORT)	12	50	2025-11-01	12	100
624	2025-11-02	CHRYSOPOULI (AIRPORT)	12	75	2025-11-02	12	48.5859
624	2025-11-03	CHRYSOPOULI (AIRPORT)	12	38	2025-11-03	12	100
624	2025-11-04	CHRYSOPOULI (AIRPORT)	12	100	2025-11-04	12	100
624	2025-11-05	CHRYSOPOULI (AIRPORT)	12	88	2025-11-05	12	100
624	2025-11-06	CHRYSOPOULI (AIRPORT)	12	100	2025-11-06	12	100
624	2025-11-07	CHRYSOPOULI (AIRPORT)	12	100	2025-11-07	12	87.6406
624	2025-11-08	CHRYSOPOULI (AIRPORT)	12	88	2025-11-08	12	97.2344
624	2025-11-09	CHRYSOPOULI (AIRPORT)	12	50	2025-11-09	12	100
624	2025-11-10	CHRYSOPOULI (AIRPORT)	12	88	2025-11-10	12	100
624	2025-11-11	CHRYSOPOULI (AIRPORT)	12	25	2025-11-11	12	75.2676
624	2025-11-12	CHRYSOPOULI (AIRPORT)	12	38	2025-11-12	12	38.7598
624	2025-11-13	CHRYSOPOULI (AIRPORT)	12	50	2025-11-13	12	38.5898
624	2025-11-14	CHRYSOPOULI (AIRPORT)	12	13	2025-11-14	12	2.86523
624	2025-11-15	CHRYSOPOULI (AIRPORT)	12	38	2025-11-15	12	0.767578
624	2025-11-16	CHRYSOPOULI (AIRPORT)	12	13	2025-11-16	12	0
624	2025-11-17	CHRYSOPOULI (AIRPORT)	12	75	2025-11-17	12	91.0605
624	2025-11-18	CHRYSOPOULI (AIRPORT)	12	88	2025-11-18	12	100
624	2025-11-19	CHRYSOPOULI (AIRPORT)	12	88	2025-11-19	12	100
624	2025-11-20	CHRYSOPOULI (AIRPORT)	12	75	2025-11-20	12	92.0957
624	2025-11-21	CHRYSOPOULI (AIRPORT)	12	38	2025-11-21	12	87.8242
624	2025-11-22	CHRYSOPOULI (AIRPORT)	12	63	2025-11-22	12	69.8145
624	2025-11-23	CHRYSOPOULI (AIRPORT)	12	50	2025-11-23	12	2.07617
624	2025-11-24	CHRYSOPOULI (AIRPORT)	12	13	2025-11-24	12	0
624	2025-11-25	CHRYSOPOULI (AIRPORT)	12	75	2025-11-25	12	100
624	2025-11-26	CHRYSOPOULI (AIRPORT)	12	75	2025-11-26	12	84.7207
624	2025-11-27	CHRYSOPOULI (AIRPORT)	12	88	2025-11-27	12	100
624	2025-11-28	CHRYSOPOULI (AIRPORT)	12	100	2025-11-28	12	100
624	2025-11-29	CHRYSOPOULI (AIRPORT)	12	88	2025-11-29	12	100
624	2025-11-30	CHRYSOPOULI (AIRPORT)	12	25	2025-11-30	12	0
