obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	ecmwf_dates	ecmwf_tcc_table_h	ecmwf_tcc_table
606	2025-10-02	SERRAI	9	100	2025-10-01	33	100
606	2025-10-03	SERRAI	9	88	2025-10-02	33	98.7949
606	2025-10-06	SERRAI	9	100	2025-10-05	33	100
606	2025-10-07	SERRAI	9	100	2025-10-06	33	100
606	2025-10-08	SERRAI	9	63	2025-10-07	33	31.4414
606	2025-10-09	SERRAI	9	25	2025-10-08	33	3.65039
606	2025-10-10	SERRAI	9	38	2025-10-09	33	26.0684
606	2025-10-13	SERRAI	9	38	2025-10-12	33	99.5176
606	2025-10-14	SERRAI	9	25	2025-10-13	33	1.19727
606	2025-10-15	SERRAI	9	75	2025-10-14	33	10.6328
606	2025-10-16	SERRAI	9	25	2025-10-15	33	96.1211
606	2025-10-17	SERRAI	9	100	2025-10-16	33	69.5918
606	2025-10-20	SERRAI	9	25	2025-10-19	33	30.459
606	2025-10-21	SERRAI	9	100	2025-10-20	33	100
606	2025-10-22	SERRAI	9	100	2025-10-21	33	94.7422
606	2025-10-23	SERRAI	9	13	2025-10-22	33	5.11719
606	2025-10-24	SERRAI	9	63	2025-10-23	33	51.3887
606	2025-10-29	SERRAI	9	0	2025-10-28	33	0
606	2025-10-30	SERRAI	9	38	2025-10-29	33	0.949219
606	2025-10-31	SERRAI	9	75	2025-10-30	33	99.9766
622	2025-10-02	THESSALONIKI (AIRPORT)	9	100	2025-10-01	33	100
622	2025-10-03	THESSALONIKI (AIRPORT)	9	38	2025-10-02	33	63.5039
622	2025-10-04	THESSALONIKI (AIRPORT)	9	13	2025-10-03	33	0
622	2025-10-05	THESSALONIKI (AIRPORT)	9	13	2025-10-04	33	0
622	2025-10-06	THESSALONIKI (AIRPORT)	9	88	2025-10-05	33	82.9277
622	2025-10-07	THESSALONIKI (AIRPORT)	9	88	2025-10-06	33	40.1543
622	2025-10-08	THESSALONIKI (AIRPORT)	9	75	2025-10-07	33	68.7344
622	2025-10-09	THESSALONIKI (AIRPORT)	9	13	2025-10-08	33	0.00390625
622	2025-10-10	THESSALONIKI (AIRPORT)	9	13	2025-10-09	33	0.113281
622	2025-10-11	THESSALONIKI (AIRPORT)	9	38	2025-10-10	33	10.2988
622	2025-10-12	THESSALONIKI (AIRPORT)	9	13	2025-10-11	33	57.0918
622	2025-10-13	THESSALONIKI (AIRPORT)	9	88	2025-10-12	33	100
622	2025-10-14	THESSALONIKI (AIRPORT)	9	13	2025-10-13	33	0.00585938
622	2025-10-15	THESSALONIKI (AIRPORT)	9	75	2025-10-14	33	92.6367
622	2025-10-16	THESSALONIKI (AIRPORT)	9	88	2025-10-15	33	100
622	2025-10-17	THESSALONIKI (AIRPORT)	9	100	2025-10-16	33	100
