obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	icon_dates	icon_tcc_table_h	icon_tcc_table
622	2025-11-02	THESSALONIKI (AIRPORT)	21	13	2025-11-01	45	57.252
622	2025-11-03	THESSALONIKI (AIRPORT)	21	63	2025-11-02	45	100
622	2025-11-04	THESSALONIKI (AIRPORT)	21	88	2025-11-03	45	100
622	2025-11-05	THESSALONIKI (AIRPORT)	21	88	2025-11-04	45	100
622	2025-11-06	THESSALONIKI (AIRPORT)	21	100	2025-11-05	45	93.3008
622	2025-11-07	THESSALONIKI (AIRPORT)	21	63	2025-11-06	45	93.2871
622	2025-11-08	THESSALONIKI (AIRPORT)	21	88	2025-11-07	45	66.0332
622	2025-11-09	THESSALONIKI (AIRPORT)	21	75	2025-11-08	45	100
622	2025-11-10	THESSALONIKI (AIRPORT)	21	88	2025-11-09	45	89.8008
622	2025-11-11	THESSALONIKI (AIRPORT)	21	13	2025-11-10	45	0
622	2025-11-12	THESSALONIKI (AIRPORT)	21	13	2025-11-11	45	0
622	2025-11-13	THESSALONIKI (AIRPORT)	21	25	2025-11-12	45	0
622	2025-11-14	THESSALONIKI (AIRPORT)	21	0	2025-11-13	45	0
622	2025-11-15	THESSALONIKI (AIRPORT)	21	13	2025-11-14	45	98.373
622	2025-11-16	THESSALONIKI (AIRPORT)	21	50	2025-11-15	45	48.627
622	2025-11-17	THESSALONIKI (AIRPORT)	21	63	2025-11-16	45	100
622	2025-11-18	THESSALONIKI (AIRPORT)	21	75	2025-11-17	45	100
622	2025-11-19	THESSALONIKI (AIRPORT)	21	100	2025-11-18	45	100
622	2025-11-20	THESSALONIKI (AIRPORT)	21	63	2025-11-19	45	94.2422
622	2025-11-21	THESSALONIKI (AIRPORT)	21	88	2025-11-20	45	73.3184
622	2025-11-22	THESSALONIKI (AIRPORT)	21	63	2025-11-21	45	100
622	2025-11-23	THESSALONIKI (AIRPORT)	21	13	2025-11-22	45	0
622	2025-11-24	THESSALONIKI (AIRPORT)	21	0	2025-11-23	45	27.1211
622	2025-11-25	THESSALONIKI (AIRPORT)	21	75	2025-11-24	45	96.4805
622	2025-11-26	THESSALONIKI (AIRPORT)	21	100	2025-11-25	45	100
622	2025-11-27	THESSALONIKI (AIRPORT)	21	88	2025-11-26	45	100
622	2025-11-28	THESSALONIKI (AIRPORT)	21	100	2025-11-27	45	100
622	2025-11-29	THESSALONIKI (AIRPORT)	21	13	2025-11-28	45	3.73242
622	2025-11-30	THESSALONIKI (AIRPORT)	21	38	2025-11-29	45	0
624	2025-11-02	CHRYSOPOULI (AIRPORT)	21	38	2025-11-01	45	100
624	2025-11-03	CHRYSOPOULI (AIRPORT)	21	63	2025-11-02	45	99.9004
624	2025-11-04	CHRYSOPOULI (AIRPORT)	21	100	2025-11-03	45	100
624	2025-11-05	CHRYSOPOULI (AIRPORT)	21	88	2025-11-04	45	95.334
624	2025-11-06	CHRYSOPOULI (AIRPORT)	21	100	2025-11-05	45	83.8789
624	2025-11-07	CHRYSOPOULI (AIRPORT)	21	50	2025-11-06	45	100
624	2025-11-08	CHRYSOPOULI (AIRPORT)	21	75	2025-11-07	45	77.8105
624	2025-11-09	CHRYSOPOULI (AIRPORT)	21	75	2025-11-08	45	100
624	2025-11-10	CHRYSOPOULI (AIRPORT)	21	75	2025-11-09	45	100
624	2025-11-11	CHRYSOPOULI (AIRPORT)	21	38	2025-11-10	45	88.2285
624	2025-11-12	CHRYSOPOULI (AIRPORT)	21	13	2025-11-11	45	42.3848
624	2025-11-13	CHRYSOPOULI (AIRPORT)	21	13	2025-11-12	45	17.2129
624	2025-11-14	CHRYSOPOULI (AIRPORT)	21	13	2025-11-13	45	0
624	2025-11-15	CHRYSOPOULI (AIRPORT)	21	25	2025-11-14	45	59.6445
624	2025-11-16	CHRYSOPOULI (AIRPORT)	21	13	2025-11-15	45	44.6191
624	2025-11-17	CHRYSOPOULI (AIRPORT)	21	25	2025-11-16	45	62.0977
624	2025-11-18	CHRYSOPOULI (AIRPORT)	21	88	2025-11-17	45	100
624	2025-11-19	CHRYSOPOULI (AIRPORT)	21	88	2025-11-18	45	100
624	2025-11-26	CHRYSOPOULI (AIRPORT)	21	75	2025-11-25	45	100
624	2025-11-27	CHRYSOPOULI (AIRPORT)	21	88	2025-11-26	45	100
624	2025-11-28	CHRYSOPOULI (AIRPORT)	21	100	2025-11-27	45	100
627	2025-11-02	ALEXANDROUPOLI (AIRPORT)	21	50	2025-11-01	45	100
627	2025-11-03	ALEXANDROUPOLI (AIRPORT)	21	13	2025-11-02	45	97.9668
627	2025-11-04	ALEXANDROUPOLI (AIRPORT)	21	50	2025-11-03	45	94.8359
627	2025-11-05	ALEXANDROUPOLI (AIRPORT)	21	100	2025-11-04	45	100
627	2025-11-06	ALEXANDROUPOLI (AIRPORT)	21	88	2025-11-05	45	100
627	2025-11-07	ALEXANDROUPOLI (AIRPORT)	21	88	2025-11-06	45	97.9062
627	2025-11-08	ALEXANDROUPOLI (AIRPORT)	21	100	2025-11-07	45	100
627	2025-11-09	ALEXANDROUPOLI (AIRPORT)	21	75	2025-11-08	45	100
627	2025-11-10	ALEXANDROUPOLI (AIRPORT)	21	88	2025-11-09	45	100
627	2025-11-11	ALEXANDROUPOLI (AIRPORT)	21	75	2025-11-10	45	87.2812
627	2025-11-12	ALEXANDROUPOLI (AIRPORT)	21	38	2025-11-11	45	32.5605
627	2025-11-13	ALEXANDROUPOLI (AIRPORT)	21	0	2025-11-12	45	2.09375
627	2025-11-14	ALEXANDROUPOLI (AIRPORT)	21	25	2025-11-13	45	41.373
627	2025-11-15	ALEXANDROUPOLI (AIRPORT)	21	25	2025-11-14	45	42.6602
627	2025-11-16	ALEXANDROUPOLI (AIRPORT)	21	50	2025-11-15	45	58.5742
627	2025-11-17	ALEXANDROUPOLI (AIRPORT)	21	75	2025-11-16	45	100
627	2025-11-18	ALEXANDROUPOLI (AIRPORT)	21	75	2025-11-17	45	92.6973
627	2025-11-19	ALEXANDROUPOLI (AIRPORT)	21	75	2025-11-18	45	100
627	2025-11-20	ALEXANDROUPOLI (AIRPORT)	21	50	2025-11-19	45	63.041
627	2025-11-21	ALEXANDROUPOLI (AIRPORT)	21	63	2025-11-20	45	100
627	2025-11-22	ALEXANDROUPOLI (AIRPORT)	21	63	2025-11-21	45	99.9375
627	2025-11-23	ALEXANDROUPOLI (AIRPORT)	21	25	2025-11-22	45	0
627	2025-11-24	ALEXANDROUPOLI (AIRPORT)	21	25	2025-11-23	45	0
627	2025-11-25	ALEXANDROUPOLI (AIRPORT)	21	63	2025-11-24	45	100
627	2025-11-26	ALEXANDROUPOLI (AIRPORT)	21	88	2025-11-25	45	62.7734
627	2025-11-27	ALEXANDROUPOLI (AIRPORT)	21	88	2025-11-26	45	100
627	2025-11-28	ALEXANDROUPOLI (AIRPORT)	21	88	2025-11-27	45	100
627	2025-11-29	ALEXANDROUPOLI (AIRPORT)	21	50	2025-11-28	45	100
627	2025-11-30	ALEXANDROUPOLI (AIRPORT)	21	75	2025-11-29	45	49.3887
641	2025-11-02	KERKYRA (AIRPORT)	21	25	2025-11-01	45	83.7812
641	2025-11-03	KERKYRA (AIRPORT)	21	88	2025-11-02	45	100
641	2025-11-04	KERKYRA (AIRPORT)	21	50	2025-11-03	45	55.7773
641	2025-11-05	KERKYRA (AIRPORT)	21	0	2025-11-04	45	3.90039
641	2025-11-06	KERKYRA (AIRPORT)	21	13	2025-11-05	45	82.9258
641	2025-11-07	KERKYRA (AIRPORT)	21	88	2025-11-06	45	100
641	2025-11-08	KERKYRA (AIRPORT)	21	88	2025-11-07	45	99.9785
641	2025-11-09	KERKYRA (AIRPORT)	21	88	2025-11-08	45	100
641	2025-11-10	KERKYRA (AIRPORT)	21	38	2025-11-09	45	88.7109
641	2025-11-11	KERKYRA (AIRPORT)	21	13	2025-11-10	45	99.9961
641	2025-11-12	KERKYRA (AIRPORT)	21	50	2025-11-11	45	0
641	2025-11-13	KERKYRA (AIRPORT)	21	0	2025-11-12	45	0
641	2025-11-14	KERKYRA (AIRPORT)	21	0	2025-11-13	45	1.08398
641	2025-11-15	KERKYRA (AIRPORT)	21	38	2025-11-14	45	50.7656
641	2025-11-16	KERKYRA (AIRPORT)	21	38	2025-11-15	45	64.0234
641	2025-11-17	KERKYRA (AIRPORT)	21	100	2025-11-16	45	100
