obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	ecmwf_dates	ecmwf_td_table_h	ecmwf_td_table
606	2025-09-02	SERRAI	18	14.75	2025-09-01	42	16.9933
606	2025-09-03	SERRAI	18	14.75	2025-09-02	42	16.5346
606	2025-09-04	SERRAI	18	13.95	2025-09-03	42	16.2443
606	2025-09-05	SERRAI	18	12.15	2025-09-04	42	12.0287
606	2025-09-06	SERRAI	18	13.25	2025-09-05	42	15.6108
606	2025-09-07	SERRAI	18	11.95	2025-09-06	42	13.2592
606	2025-09-08	SERRAI	18	12.65	2025-09-07	42	16.2675
606	2025-09-09	SERRAI	18	15.15	2025-09-08	42	15.8263
606	2025-09-10	SERRAI	18	15.75	2025-09-09	42	16.0858
606	2025-09-11	SERRAI	18	15.45	2025-09-10	42	16.7018
606	2025-09-12	SERRAI	18	16.65	2025-09-11	42	17.9257
606	2025-09-13	SERRAI	18	16.25	2025-09-12	42	16.1967
606	2025-09-14	SERRAI	18	15.95	2025-09-13	42	14.8744
606	2025-09-15	SERRAI	18	18.15	2025-09-14	42	17.6691
606	2025-09-16	SERRAI	18	14.75	2025-09-15	42	15.0981
606	2025-09-17	SERRAI	18	6.65	2025-09-16	42	11.7358
606	2025-09-18	SERRAI	18	8.75	2025-09-17	42	9.24503
606	2025-09-19	SERRAI	18	9.45	2025-09-18	42	10.4233
606	2025-09-20	SERRAI	18	10.45	2025-09-19	42	11.4218
606	2025-09-21	SERRAI	18	13.75	2025-09-20	42	13.2563
606	2025-09-22	SERRAI	18	11.15	2025-09-21	42	12.4259
606	2025-09-23	SERRAI	18	17.25	2025-09-22	42	15.9567
606	2025-09-24	SERRAI	18	16.95	2025-09-23	42	16.4582
606	2025-09-25	SERRAI	18	15.95	2025-09-24	42	15.3441
606	2025-09-26	SERRAI	18	10.65	2025-09-25	42	11.0409
606	2025-09-27	SERRAI	18	7.75	2025-09-26	42	7.54239
606	2025-09-28	SERRAI	18	13.95	2025-09-27	42	9.67667
606	2025-09-29	SERRAI	18	13.25	2025-09-28	42	13.2572
606	2025-09-30	SERRAI	18	13.45	2025-09-29	42	13.7365
613	2025-09-02	FLORINA	18	11.45	2025-09-01	42	13.0529
613	2025-09-04	FLORINA	18	16.95	2025-09-03	42	13.8214
613	2025-09-05	FLORINA	18	11.45	2025-09-04	42	8.97403
613	2025-09-06	FLORINA	18	12.25	2025-09-05	42	5.16153
613	2025-09-07	FLORINA	18	8.25	2025-09-06	42	7.47989
613	2025-09-08	FLORINA	18	11.45	2025-09-07	42	11.3368
613	2025-09-09	FLORINA	18	6.75	2025-09-08	42	13.5802
613	2025-09-10	FLORINA	18	13.45	2025-09-09	42	14.664
613	2025-09-11	FLORINA	18	17.95	2025-09-10	42	15.7096
613	2025-09-12	FLORINA	18	12.65	2025-09-11	42	13.1933
613	2025-09-13	FLORINA	18	14.75	2025-09-12	42	13.9926
613	2025-09-14	FLORINA	18	14.95	2025-09-13	42	15.5658
613	2025-09-15	FLORINA	18	11.25	2025-09-14	42	9.74918
613	2025-09-16	FLORINA	18	12.25	2025-09-15	42	13.0854
613	2025-09-17	FLORINA	18	8.15	2025-09-16	42	6.61368
613	2025-09-18	FLORINA	18	2.25	2025-09-17	42	1.35733
613	2025-09-19	FLORINA	18	6.45	2025-09-18	42	5.59415
613	2025-09-20	FLORINA	18	8.15	2025-09-19	42	9.13272
613	2025-09-21	FLORINA	18	9.45	2025-09-20	42	10.2231
613	2025-09-22	FLORINA	18	10.15	2025-09-21	42	11.6896
613	2025-09-23	FLORINA	18	7.25	2025-09-22	42	8.78778
613	2025-09-24	FLORINA	18	8.75	2025-09-23	42	9.56754
613	2025-09-25	FLORINA	18	14.75	2025-09-24	42	13.4457
613	2025-09-26	FLORINA	18	13.25	2025-09-25	42	12.8144
613	2025-09-27	FLORINA	18	11.25	2025-09-26	42	11.6723
613	2025-09-28	FLORINA	18	12.65	2025-09-27	42	10.9941
613	2025-09-29	FLORINA	18	12.75	2025-09-28	42	9.97403
613	2025-09-30	FLORINA	18	11.45	2025-09-29	42	8.90055
622	2025-09-02	THESSALONIKI (AIRPORT)	18	17.15	2025-09-01	42	18.467
622	2025-09-03	THESSALONIKI (AIRPORT)	18	15.75	2025-09-02	42	18.7153
622	2025-09-04	THESSALONIKI (AIRPORT)	18	13.45	2025-09-03	42	20.0675
622	2025-09-05	THESSALONIKI (AIRPORT)	18	17.45	2025-09-04	42	16.2426
622	2025-09-06	THESSALONIKI (AIRPORT)	18	18.45	2025-09-05	42	19.1791
622	2025-09-07	THESSALONIKI (AIRPORT)	18	15.95	2025-09-06	42	17.3998
622	2025-09-08	THESSALONIKI (AIRPORT)	18	16.45	2025-09-07	42	18.3241
622	2025-09-09	THESSALONIKI (AIRPORT)	18	17.95	2025-09-08	42	18.4552
622	2025-09-10	THESSALONIKI (AIRPORT)	18	17.95	2025-09-09	42	18.5644
622	2025-09-11	THESSALONIKI (AIRPORT)	18	19.45	2025-09-10	42	18.2643
622	2025-09-12	THESSALONIKI (AIRPORT)	18	17.65	2025-09-11	42	18.2548
622	2025-09-13	THESSALONIKI (AIRPORT)	18	20.45	2025-09-12	42	19.2709
