obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	icon_dates	icon_td_table_h	icon_td_table
606	2025-11-01	SERRAI	21	7.95	2025-11-01	21	7.85371
606	2025-11-02	SERRAI	21	8.15	2025-11-02	21	9.29955
606	2025-11-04	SERRAI	21	12.45	2025-11-04	21	11.805
606	2025-11-05	SERRAI	21	11.95	2025-11-05	21	10.8713
606	2025-11-06	SERRAI	21	11.45	2025-11-06	21	12.0827
606	2025-11-07	SERRAI	21	10.75	2025-11-07	21	11.3501
606	2025-11-08	SERRAI	21	14.65	2025-11-08	21	14.2987
606	2025-11-09	SERRAI	21	14.95	2025-11-09	21	14.1147
606	2025-11-10	SERRAI	21	14.15	2025-11-10	21	14.613
606	2025-11-11	SERRAI	21	8.75	2025-11-11	21	8.65363
606	2025-11-12	SERRAI	21	5.75	2025-11-12	21	7.25262
606	2025-11-13	SERRAI	21	6.25	2025-11-13	21	5.89311
606	2025-11-14	SERRAI	21	6.75	2025-11-14	21	6.75305
606	2025-11-15	SERRAI	21	6.45	2025-11-15	21	6.21616
606	2025-11-16	SERRAI	21	7.25	2025-11-16	21	8.06148
606	2025-11-17	SERRAI	21	9.25	2025-11-17	21	10.2793
606	2025-11-18	SERRAI	21	14.25	2025-11-18	21	13.244
606	2025-11-19	SERRAI	21	13.25	2025-11-19	21	13.9926
606	2025-11-20	SERRAI	21	12.95	2025-11-20	21	13.963
613	2025-11-02	FLORINA	21	7.95	2025-11-02	21	8.88158
613	2025-11-04	FLORINA	21	7.45	2025-11-04	21	5.31181
613	2025-11-05	FLORINA	21	9.25	2025-11-05	21	6.38402
613	2025-11-07	FLORINA	21	10.75	2025-11-07	21	9.22021
613	2025-11-11	FLORINA	21	8.15	2025-11-11	21	6.9671
613	2025-11-15	FLORINA	21	1.45	2025-11-15	21	3.99545
613	2025-11-16	FLORINA	21	3.25	2025-11-16	21	4.56538
613	2025-11-17	FLORINA	21	8.95	2025-11-17	21	9.8389
613	2025-11-19	FLORINA	21	10.45	2025-11-19	21	10.1869
613	2025-11-21	FLORINA	21	11.95	2025-11-21	21	9.81635
613	2025-11-22	FLORINA	21	5.95	2025-11-22	21	2.78175
613	2025-11-23	FLORINA	21	0.75	2025-11-23	21	0.0738983
613	2025-11-24	FLORINA	21	1.45	2025-11-24	21	1.66766
613	2025-11-25	FLORINA	21	7.25	2025-11-25	21	5.76468
622	2025-11-01	THESSALONIKI (AIRPORT)	21	10.95	2025-11-01	21	11.3928
622	2025-11-02	THESSALONIKI (AIRPORT)	21	9.95	2025-11-02	21	9.11205
622	2025-11-03	THESSALONIKI (AIRPORT)	21	15.15	2025-11-03	21	13.7506
622	2025-11-04	THESSALONIKI (AIRPORT)	21	9.95	2025-11-04	21	10.139
622	2025-11-05	THESSALONIKI (AIRPORT)	21	13.75	2025-11-05	21	11.1584
622	2025-11-06	THESSALONIKI (AIRPORT)	21	13.65	2025-11-06	21	11.2419
622	2025-11-07	THESSALONIKI (AIRPORT)	21	12.15	2025-11-07	21	11.7778
622	2025-11-08	THESSALONIKI (AIRPORT)	21	13.95	2025-11-08	21	14.7616
622	2025-11-09	THESSALONIKI (AIRPORT)	21	14.45	2025-11-09	21	14.8676
622	2025-11-10	THESSALONIKI (AIRPORT)	21	16.15	2025-11-10	21	15.1374
622	2025-11-11	THESSALONIKI (AIRPORT)	21	6.75	2025-11-11	21	5.88605
622	2025-11-12	THESSALONIKI (AIRPORT)	21	6.65	2025-11-12	21	5.21844
622	2025-11-13	THESSALONIKI (AIRPORT)	21	6.15	2025-11-13	21	6.79448
622	2025-11-14	THESSALONIKI (AIRPORT)	21	8.25	2025-11-14	21	6.22766
622	2025-11-15	THESSALONIKI (AIRPORT)	21	8.75	2025-11-15	21	8.1683
622	2025-11-16	THESSALONIKI (AIRPORT)	21	10.15	2025-11-16	21	10.2402
622	2025-11-17	THESSALONIKI (AIRPORT)	21	11.25	2025-11-17	21	10.5772
622	2025-11-18	THESSALONIKI (AIRPORT)	21	15.45	2025-11-18	21	12.7303
622	2025-11-19	THESSALONIKI (AIRPORT)	21	14.45	2025-11-19	21	15.4105
622	2025-11-20	THESSALONIKI (AIRPORT)	21	12.65	2025-11-20	21	13.1778
622	2025-11-21	THESSALONIKI (AIRPORT)	21	15.25	2025-11-21	21	14.8828
622	2025-11-22	THESSALONIKI (AIRPORT)	21	12.95	2025-11-22	21	13.1607
622	2025-11-23	THESSALONIKI (AIRPORT)	21	5.25	2025-11-23	21	5.12663
622	2025-11-24	THESSALONIKI (AIRPORT)	21	1.45	2025-11-24	21	1.82001
622	2025-11-25	THESSALONIKI (AIRPORT)	21	9.75	2025-11-25	21	10.8994
622	2025-11-26	THESSALONIKI (AIRPORT)	21	12.95	2025-11-26	21	13.8116
622	2025-11-27	THESSALONIKI (AIRPORT)	21	12.15	2025-11-27	21	12.3635
622	2025-11-28	THESSALONIKI (AIRPORT)	21	10.65	2025-11-28	21	11.2883
622	2025-11-29	THESSALONIKI (AIRPORT)	21	3.95	2025-11-29	21	2.97488
622	2025-11-30	THESSALONIKI (AIRPORT)	21	4.75	2025-11-30	21	3.49304
624	2025-11-01	CHRYSOPOULI (AIRPORT)	21	8.95	2025-11-01	21	9.75215
624	2025-11-02	CHRYSOPOULI (AIRPORT)	21	10.45	2025-11-02	21	10.0115
624	2025-11-03	CHRYSOPOULI (AIRPORT)	21	13.65	2025-11-03	21	13.1227
