obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	icon_dates	icon_td_table_h	icon_td_table
606	2025-10-02	SERRAI	0	10.75	2025-10-01	24	10.9232
606	2025-10-03	SERRAI	0	11.45	2025-10-02	24	11.5197
606	2025-10-04	SERRAI	0	6.25	2025-10-03	24	5.57329
606	2025-10-05	SERRAI	0	5.45	2025-10-04	24	5.54039
606	2025-10-06	SERRAI	0	11.45	2025-10-05	24	9.06233
606	2025-10-07	SERRAI	0	10.65	2025-10-06	24	11.4127
606	2025-10-08	SERRAI	0	5.75	2025-10-07	24	6.62917
606	2025-10-09	SERRAI	0	7.25	2025-10-08	24	7.29283
606	2025-10-10	SERRAI	0	6.75	2025-10-09	24	7.96385
606	2025-10-11	SERRAI	0	7.25	2025-10-10	24	8.00186
606	2025-10-12	SERRAI	0	6.65	2025-10-11	24	7.71266
606	2025-10-13	SERRAI	0	7.75	2025-10-12	24	8.89394
606	2025-10-14	SERRAI	0	7.95	2025-10-13	24	8.84854
606	2025-10-15	SERRAI	0	6.75	2025-10-14	24	7.38924
606	2025-10-16	SERRAI	0	9.95	2025-10-15	24	8.80945
606	2025-10-17	SERRAI	0	8.15	2025-10-16	24	10.331
606	2025-10-18	SERRAI	0	13.45	2025-10-17	24	11.9842
606	2025-10-19	SERRAI	0	11.95	2025-10-18	24	11.6517
606	2025-10-20	SERRAI	0	7.45	2025-10-19	24	10.8587
606	2025-10-21	SERRAI	0	12.45	2025-10-20	24	12.4307
606	2025-10-22	SERRAI	0	10.65	2025-10-21	24	10.6918
606	2025-10-23	SERRAI	0	13.65	2025-10-22	24	13.6515
606	2025-10-24	SERRAI	0	15.15	2025-10-23	24	15.4728
606	2025-10-27	SERRAI	0	10.25	2025-10-26	24	11.1381
606	2025-10-28	SERRAI	0	9.25	2025-10-27	24	9.33739
606	2025-10-29	SERRAI	0	4.75	2025-10-28	24	3.99011
606	2025-10-30	SERRAI	0	4.95	2025-10-29	24	3.86191
606	2025-10-31	SERRAI	0	7.15	2025-10-30	24	6.44037
613	2025-10-04	FLORINA	0	1.95	2025-10-03	24	0.622116
613	2025-10-06	FLORINA	0	9.95	2025-10-05	24	9.53889
613	2025-10-07	FLORINA	0	6.45	2025-10-06	24	4.12366
613	2025-10-08	FLORINA	0	7.15	2025-10-07	24	4.68483
613	2025-10-09	FLORINA	0	7.65	2025-10-08	24	4.4608
613	2025-10-11	FLORINA	0	10.45	2025-10-10	24	9.48135
613	2025-10-12	FLORINA	0	6.65	2025-10-11	24	6.14235
613	2025-10-14	FLORINA	0	8.25	2025-10-13	24	6.95694
613	2025-10-16	FLORINA	0	9.45	2025-10-15	24	8.20984
613	2025-10-17	FLORINA	0	9.75	2025-10-16	24	9.2851
613	2025-10-18	FLORINA	0	10.95	2025-10-17	24	9.28696
613	2025-10-19	FLORINA	0	11.45	2025-10-18	24	10.6673
613	2025-10-21	FLORINA	0	11.25	2025-10-20	24	7.3194
613	2025-10-22	FLORINA	0	11.95	2025-10-21	24	9.03067
613	2025-10-24	FLORINA	0	11.45	2025-10-23	24	10.5324
613	2025-10-25	FLORINA	0	6.45	2025-10-24	24	5.31497
613	2025-10-26	FLORINA	0	6.25	2025-10-25	24	6.87425
613	2025-10-27	FLORINA	0	11.45	2025-10-26	24	11.1342
613	2025-10-28	FLORINA	0	5.75	2025-10-27	24	6.12547
622	2025-10-02	THESSALONIKI (AIRPORT)	0	14.65	2025-10-01	24	13.5892
622	2025-10-03	THESSALONIKI (AIRPORT)	0	11.65	2025-10-02	24	9.03918
622	2025-10-04	THESSALONIKI (AIRPORT)	0	3.95	2025-10-03	24	3.99516
622	2025-10-05	THESSALONIKI (AIRPORT)	0	5.75	2025-10-04	24	4.94371
622	2025-10-06	THESSALONIKI (AIRPORT)	0	11.15	2025-10-05	24	10.6883
622	2025-10-07	THESSALONIKI (AIRPORT)	0	8.45	2025-10-06	24	7.17444
622	2025-10-08	THESSALONIKI (AIRPORT)	0	7.95	2025-10-07	24	7.80104
622	2025-10-09	THESSALONIKI (AIRPORT)	0	8.25	2025-10-08	24	7.90123
622	2025-10-10	THESSALONIKI (AIRPORT)	0	8.95	2025-10-09	24	8.58299
622	2025-10-11	THESSALONIKI (AIRPORT)	0	9.25	2025-10-10	24	10.2294
622	2025-10-12	THESSALONIKI (AIRPORT)	0	6.45	2025-10-11	24	9.38649
622	2025-10-13	THESSALONIKI (AIRPORT)	0	7.65	2025-10-12	24	9.65565
622	2025-10-14	THESSALONIKI (AIRPORT)	0	6.25	2025-10-13	24	9.09366
622	2025-10-15	THESSALONIKI (AIRPORT)	0	6.95	2025-10-14	24	8.14119
622	2025-10-16	THESSALONIKI (AIRPORT)	0	10.25	2025-10-15	24	11.3817
622	2025-10-17	THESSALONIKI (AIRPORT)	0	10.45	2025-10-16	24	13.2519
622	2025-10-18	THESSALONIKI (AIRPORT)	0	14.95	2025-10-17	24	13.8973
622	2025-10-19	THESSALONIKI (AIRPORT)	0	11.95	2025-10-18	24	11.1458
622	2025-10-20	THESSALONIKI (AIRPORT)	0	10.95	2025-10-19	24	12.3871
622	2025-10-21	THESSALONIKI (AIRPORT)	0	12.75	2025-10-20	24	11.5469
622	2025-10-22	THESSALONIKI (AIRPORT)	0	12.95	2025-10-21	24	10.7572
622	2025-10-23	THESSALONIKI (AIRPORT)	0	13.45	2025-10-22	24	14.3009
622	2025-10-24	THESSALONIKI (AIRPORT)	0	15.95	2025-10-23	24	14.8908
622	2025-10-25	THESSALONIKI (AIRPORT)	0	8.25	2025-10-24	24	9.07083
622	2025-10-26	THESSALONIKI (AIRPORT)	0	7.45	2025-10-25	24	9.72484
622	2025-10-27	THESSALONIKI (AIRPORT)	0	13.45	2025-10-26	24	13.5922
622	2025-10-28	THESSALONIKI (AIRPORT)	0	11.25	2025-10-27	24	10.2095
622	2025-10-29	THESSALONIKI (AIRPORT)	0	7.65	2025-10-28	24	7.20007
622	2025-10-30	THESSALONIKI (AIRPORT)	0	9.95	2025-10-29	24	8.49863
622	2025-10-31	THESSALONIKI (AIRPORT)	0	12.95	2025-10-30	24	10.7343
627	2025-10-02	ALEXANDROUPOLI (AIRPORT)	0	10.25	2025-10-01	24	10.4408
627	2025-10-03	ALEXANDROUPOLI (AIRPORT)	0	15.95	2025-10-02	24	15.2921
627	2025-10-04	ALEXANDROUPOLI (AIRPORT)	0	10.25	2025-10-03	24	11.7793
627	2025-10-05	ALEXANDROUPOLI (AIRPORT)	0	6.95	2025-10-04	24	11.3226
627	2025-10-06	ALEXANDROUPOLI (AIRPORT)	0	13.25	2025-10-05	24	11.6014
627	2025-10-07	ALEXANDROUPOLI (AIRPORT)	0	11.75	2025-10-06	24	10.7291
627	2025-10-08	ALEXANDROUPOLI (AIRPORT)	0	10.25	2025-10-07	24	9.81178
627	2025-10-09	ALEXANDROUPOLI (AIRPORT)	0	11.95	2025-10-08	24	12.0956
627	2025-10-10	ALEXANDROUPOLI (AIRPORT)	0	10.65	2025-10-09	24	12.4619
627	2025-10-11	ALEXANDROUPOLI (AIRPORT)	0	13.45	2025-10-10	24	13.1161
627	2025-10-12	ALEXANDROUPOLI (AIRPORT)	0	4.75	2025-10-11	24	10.2127
627	2025-10-13	ALEXANDROUPOLI (AIRPORT)	0	10.75	2025-10-12	24	11.9809
627	2025-10-14	ALEXANDROUPOLI (AIRPORT)	0	11.25	2025-10-13	24	11.6942
627	2025-10-15	ALEXANDROUPOLI (AIRPORT)	0	11.15	2025-10-14	24	12.1138
627	2025-10-16	ALEXANDROUPOLI (AIRPORT)	0	10.65	2025-10-15	24	9.84558
627	2025-10-17	ALEXANDROUPOLI (AIRPORT)	0	9.15	2025-10-16	24	10.4443
627	2025-10-18	ALEXANDROUPOLI (AIRPORT)	0	13.65	2025-10-17	24	13.4452
627	2025-10-19	ALEXANDROUPOLI (AIRPORT)	0	13.45	2025-10-18	24	14.2649
627	2025-10-20	ALEXANDROUPOLI (AIRPORT)	0	8.65	2025-10-19	24	8.67418
627	2025-10-21	ALEXANDROUPOLI (AIRPORT)	0	6.75	2025-10-20	24	9.46979
627	2025-10-22	ALEXANDROUPOLI (AIRPORT)	0	6.45	2025-10-21	24	12.0277
627	2025-10-23	ALEXANDROUPOLI (AIRPORT)	0	13.65	2025-10-22	24	16.0353
627	2025-10-24	ALEXANDROUPOLI (AIRPORT)	0	15.65	2025-10-23	24	17.8
627	2025-10-25	ALEXANDROUPOLI (AIRPORT)	0	15.65	2025-10-24	24	15.5005
627	2025-10-26	ALEXANDROUPOLI (AIRPORT)	0	10.25	2025-10-25	24	12.1145
627	2025-10-27	ALEXANDROUPOLI (AIRPORT)	0	18.15	2025-10-26	24	18.1459
627	2025-10-28	ALEXANDROUPOLI (AIRPORT)	0	10.25	2025-10-27	24	11.3179
627	2025-10-29	ALEXANDROUPOLI (AIRPORT)	0	5.65	2025-10-28	24	7.81433
627	2025-10-30	ALEXANDROUPOLI (AIRPORT)	0	6.15	2025-10-29	24	10.1949
627	2025-10-31	ALEXANDROUPOLI (AIRPORT)	0	8.65	2025-10-30	24	10.3544
632	2025-10-02	KOZANI (AIRPORT)	0	10.95	2025-10-01	24	11.2601
632	2025-10-03	KOZANI (AIRPORT)	0	3.65	2025-10-02	24	2.43958
632	2025-10-04	KOZANI (AIRPORT)	0	-0.55	2025-10-03	24	0.614304
632	2025-10-05	KOZANI (AIRPORT)	0	2.75	2025-10-04	24	3.46129
632	2025-10-06	KOZANI (AIRPORT)	0	9.45	2025-10-05	24	10.0506
632	2025-10-07	KOZANI (AIRPORT)	0	2.75	2025-10-06	24	2.94592
632	2025-10-08	KOZANI (AIRPORT)	0	3.95	2025-10-07	24	3.60866
632	2025-10-09	KOZANI (AIRPORT)	0	3.45	2025-10-08	24	4.54576
632	2025-10-10	KOZANI (AIRPORT)	0	5.45	2025-10-09	24	6.89842
632	2025-10-11	KOZANI (AIRPORT)	0	6.45	2025-10-10	24	8.69424
632	2025-10-12	KOZANI (AIRPORT)	0	2.65	2025-10-11	24	6.37575
632	2025-10-13	KOZANI (AIRPORT)	0	4.25	2025-10-12	24	7.17909
632	2025-10-14	KOZANI (AIRPORT)	0	2.65	2025-10-13	24	6.71671
632	2025-10-15	KOZANI (AIRPORT)	0	2.95	2025-10-14	24	7.72517
632	2025-10-16	KOZANI (AIRPORT)	0	5.95	2025-10-15	24	8.35535
632	2025-10-17	KOZANI (AIRPORT)	0	9.75	2025-10-16	24	9.96674
632	2025-10-19	KOZANI (AIRPORT)	0	10.45	2025-10-18	24	10.4788
632	2025-10-20	KOZANI (AIRPORT)	0	4.25	2025-10-19	24	7.62633
632	2025-10-21	KOZANI (AIRPORT)	0	10.15	2025-10-20	24	9.29108
632	2025-10-22	KOZANI (AIRPORT)	0	10.75	2025-10-21	24	10.6772
632	2025-10-23	KOZANI (AIRPORT)	0	11.15	2025-10-22	24	11.2492
632	2025-10-24	KOZANI (AIRPORT)	0	10.45	2025-10-23	24	11.9328
632	2025-10-25	KOZANI (AIRPORT)	0	4.75	2025-10-24	24	6.25833
632	2025-10-26	KOZANI (AIRPORT)	0	4.95	2025-10-25	24	7.02367
632	2025-10-27	KOZANI (AIRPORT)	0	9.45	2025-10-26	24	11.6302
632	2025-10-28	KOZANI (AIRPORT)	0	4.25	2025-10-27	24	5.02586
632	2025-10-29	KOZANI (AIRPORT)	0	4.45	2025-10-28	24	5.29187
632	2025-10-30	KOZANI (AIRPORT)	0	3.95	2025-10-29	24	6.82773
632	2025-10-31	KOZANI (AIRPORT)	0	6.75	2025-10-30	24	5.95697
641	2025-10-02	KERKYRA (AIRPORT)	0	16.75	2025-10-01	24	16.8021
641	2025-10-03	KERKYRA (AIRPORT)	0	6.95	2025-10-02	24	10.8615
641	2025-10-04	KERKYRA (AIRPORT)	0	6.15	2025-10-03	24	10.7393
641	2025-10-05	KERKYRA (AIRPORT)	0	10.15	2025-10-04	24	12.9017
641	2025-10-06	KERKYRA (AIRPORT)	0	17.25	2025-10-05	24	17.5848
641	2025-10-07	KERKYRA (AIRPORT)	0	8.65	2025-10-06	24	13.8444
641	2025-10-08	KERKYRA (AIRPORT)	0	7.15	2025-10-07	24	7.28053
641	2025-10-09	KERKYRA (AIRPORT)	0	7.95	2025-10-08	24	11.4256
641	2025-10-10	KERKYRA (AIRPORT)	0	11.15	2025-10-09	24	15.3642
641	2025-10-11	KERKYRA (AIRPORT)	0	11.75	2025-10-10	24	15.6884
641	2025-10-12	KERKYRA (AIRPORT)	0	11.95	2025-10-11	24	13.0623
641	2025-10-13	KERKYRA (AIRPORT)	0	12.45	2025-10-12	24	16.8715
641	2025-10-14	KERKYRA (AIRPORT)	0	12.65	2025-10-13	24	16.2362
641	2025-10-15	KERKYRA (AIRPORT)	0	11.75	2025-10-14	24	14.772
641	2025-10-16	KERKYRA (AIRPORT)	0	14.95	2025-10-15	24	16.4384
641	2025-10-17	KERKYRA (AIRPORT)	0	14.75	2025-10-16	24	14.3749
641	2025-10-18	KERKYRA (AIRPORT)	0	15.25	2025-10-17	24	16.9178
641	2025-10-19	KERKYRA (AIRPORT)	0	14.15	2025-10-18	24	16.0706
641	2025-10-20	KERKYRA (AIRPORT)	0	12.95	2025-10-19	24	16.3548
641	2025-10-21	KERKYRA (AIRPORT)	0	11.15	2025-10-20	24	15.7491
641	2025-10-22	KERKYRA (AIRPORT)	0	15.45	2025-10-21	24	17.5443
641	2025-10-23	KERKYRA (AIRPORT)	0	17.15	2025-10-22	24	17.4953
641	2025-10-24	KERKYRA (AIRPORT)	0	18.25	2025-10-23	24	18.5509
641	2025-10-25	KERKYRA (AIRPORT)	0	14.15	2025-10-24	24	16.4322
641	2025-10-26	KERKYRA (AIRPORT)	0	14.75	2025-10-25	24	15.2532
641	2025-10-27	KERKYRA (AIRPORT)	0	19.25	2025-10-26	24	19.4877
641	2025-10-28	KERKYRA (AIRPORT)	0	12.45	2025-10-27	24	15.4009
641	2025-10-29	KERKYRA (AIRPORT)	0	11.25	2025-10-28	24	16.162
641	2025-10-30	KERKYRA (AIRPORT)	0	11.15	2025-10-29	24	15.7115
641	2025-10-31	KERKYRA (AIRPORT)	0	13.95	2025-10-30	24	13.6728
642	2025-10-02	IOANNINA (AIRPORT)	0	13.45	2025-10-01	24	12.8597
642	2025-10-03	IOANNINA (AIRPORT)	0	9.75	2025-10-02	24	9.27356
642	2025-10-04	IOANNINA (AIRPORT)	0	8.45	2025-10-03	24	7.7354
642	2025-10-05	IOANNINA (AIRPORT)	0	5.25	2025-10-04	24	5.31578
642	2025-10-06	IOANNINA (AIRPORT)	0	13.65	2025-10-05	24	12.4158
642	2025-10-07	IOANNINA (AIRPORT)	0	8.95	2025-10-06	24	10.3854
