obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	icon_dates	icon_td_table_h	icon_td_table
606	2025-10-02	SERRAI	3	11.65	2025-10-01	27	11.5554
606	2025-10-03	SERRAI	3	10.25	2025-10-02	27	11.7595
606	2025-10-04	SERRAI	3	5.45	2025-10-03	27	5.62405
606	2025-10-05	SERRAI	3	5.15	2025-10-04	27	5.33192
606	2025-10-06	SERRAI	3	11.75	2025-10-05	27	11.2562
606	2025-10-07	SERRAI	3	8.95	2025-10-06	27	11.1099
606	2025-10-08	SERRAI	3	6.45	2025-10-07	27	8.57536
606	2025-10-09	SERRAI	3	7.45	2025-10-08	27	8.7106
606	2025-10-10	SERRAI	3	6.95	2025-10-09	27	7.28125
606	2025-10-11	SERRAI	3	7.65	2025-10-10	27	7.93279
606	2025-10-12	SERRAI	3	6.25	2025-10-11	27	7.12529
606	2025-10-13	SERRAI	3	6.75	2025-10-12	27	8.64139
606	2025-10-14	SERRAI	3	7.95	2025-10-13	27	8.96165
606	2025-10-15	SERRAI	3	8.15	2025-10-14	27	7.25824
606	2025-10-16	SERRAI	3	8.75	2025-10-15	27	7.81613
606	2025-10-17	SERRAI	3	8.45	2025-10-16	27	10.4649
606	2025-10-18	SERRAI	3	12.95	2025-10-17	27	11.976
606	2025-10-19	SERRAI	3	10.25	2025-10-18	27	10.6098
606	2025-10-20	SERRAI	3	7.25	2025-10-19	27	10.645
606	2025-10-21	SERRAI	3	12.25	2025-10-20	27	12.1657
606	2025-10-22	SERRAI	3	10.95	2025-10-21	27	11.153
606	2025-10-23	SERRAI	3	12.25	2025-10-22	27	13.2126
606	2025-10-24	SERRAI	3	14.25	2025-10-23	27	15.1167
606	2025-10-27	SERRAI	3	10.95	2025-10-26	27	11.4038
606	2025-10-28	SERRAI	3	6.95	2025-10-27	27	9.21425
606	2025-10-29	SERRAI	3	3.65	2025-10-28	27	2.83859
606	2025-10-30	SERRAI	3	4.15	2025-10-29	27	3.59641
606	2025-10-31	SERRAI	3	6.25	2025-10-30	27	5.80151
613	2025-10-03	FLORINA	3	3.15	2025-10-02	27	2.00954
613	2025-10-04	FLORINA	3	1.95	2025-10-03	27	0.179718
613	2025-10-07	FLORINA	3	4.75	2025-10-06	27	3.38826
613	2025-10-08	FLORINA	3	6.75	2025-10-07	27	4.66618
613	2025-10-09	FLORINA	3	7.45	2025-10-08	27	4.12857
