obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	icon_dates	icon_td_table_h	icon_td_table
606	2025-11-01	SERRAI	12	11.25	2025-11-01	12	10.8632
606	2025-11-02	SERRAI	12	9.65	2025-11-02	12	9.96257
606	2025-11-03	SERRAI	12	10.45	2025-11-03	12	10.8501
606	2025-11-04	SERRAI	12	13.95	2025-11-04	12	13.2225
606	2025-11-05	SERRAI	12	13.45	2025-11-05	12	11.7152
606	2025-11-06	SERRAI	12	10.65	2025-11-06	12	12.4916
606	2025-11-07	SERRAI	12	11.75	2025-11-07	12	11.4531
606	2025-11-08	SERRAI	12	15.45	2025-11-08	12	13.3976
606	2025-11-09	SERRAI	12	15.65	2025-11-09	12	13.7919
606	2025-11-10	SERRAI	12	15.45	2025-11-10	12	15.3292
606	2025-11-11	SERRAI	12	9.65	2025-11-11	12	8.01843
606	2025-11-12	SERRAI	12	6.95	2025-11-12	12	8.20425
606	2025-11-13	SERRAI	12	8.65	2025-11-13	12	7.6489
606	2025-11-14	SERRAI	12	8.45	2025-11-14	12	8.54117
606	2025-11-15	SERRAI	12	8.45	2025-11-15	12	8.52286
606	2025-11-16	SERRAI	12	8.65	2025-11-16	12	9.68473
606	2025-11-17	SERRAI	12	10.75	2025-11-17	12	11.5006
606	2025-11-18	SERRAI	12	13.45	2025-11-18	12	13.5498
606	2025-11-19	SERRAI	12	14.45	2025-11-19	12	14.4119
606	2025-11-20	SERRAI	12	15.25	2025-11-20	12	15.0529
606	2025-11-24	SERRAI	12	4.25	2025-11-24	12	3.07187
606	2025-11-25	SERRAI	12	6.15	2025-11-25	12	4.21359
606	2025-11-26	SERRAI	12	13.95	2025-11-26	12	13.0087
606	2025-11-27	SERRAI	12	15.15	2025-11-27	12	14.5388
606	2025-11-28	SERRAI	12	11.95	2025-11-28	12	10.2864
613	2025-11-01	FLORINA	12	9.25	2025-11-01	12	7.76453
613	2025-11-02	FLORINA	12	9.25	2025-11-02	12	10.4616
613	2025-11-03	FLORINA	12	11.45	2025-11-03	12	13.2915
613	2025-11-04	FLORINA	12	8.75	2025-11-04	12	6.13759
613	2025-11-05	FLORINA	12	6.75	2025-11-05	12	5.28653
613	2025-11-06	FLORINA	12	8.45	2025-11-06	12	8.13713
613	2025-11-07	FLORINA	12	9.75	2025-11-07	12	6.68456
613	2025-11-08	FLORINA	12	11.65	2025-11-08	12	8.9767
613	2025-11-09	FLORINA	12	12.25	2025-11-09	12	10.8066
613	2025-11-11	FLORINA	12	10.45	2025-11-11	12	8.82214
613	2025-11-12	FLORINA	12	0.45	2025-11-12	12	3.61441
613	2025-11-13	FLORINA	12	4.25	2025-11-13	12	4.95944
613	2025-11-14	FLORINA	12	5.45	2025-11-14	12	6.41714
613	2025-11-15	FLORINA	12	4.95	2025-11-15	12	6.97208
613	2025-11-16	FLORINA	12	3.25	2025-11-16	12	4.53629
613	2025-11-17	FLORINA	12	4.25	2025-11-17	12	3.61978
613	2025-11-18	FLORINA	12	13.75	2025-11-18	12	11.1718
613	2025-11-20	FLORINA	12	9.45	2025-11-20	12	8.67691
613	2025-11-21	FLORINA	12	12.25	2025-11-21	12	8.57336
613	2025-11-22	FLORINA	12	7.65	2025-11-22	12	8.40668
613	2025-11-23	FLORINA	12	2.65	2025-11-23	12	2.37845
613	2025-11-24	FLORINA	12	0.95	2025-11-24	12	2.95078
613	2025-11-25	FLORINA	12	5.45	2025-11-25	12	6.4343
613	2025-11-26	FLORINA	12	7.95	2025-11-26	12	7.64346
613	2025-11-29	FLORINA	12	6.15	2025-11-29	12	3.07484
613	2025-11-30	FLORINA	12	4.95	2025-11-30	12	3.35098
622	2025-11-01	THESSALONIKI (AIRPORT)	12	11.95	2025-11-01	12	12.0936
622	2025-11-02	THESSALONIKI (AIRPORT)	12	12.95	2025-11-02	12	11.4401
622	2025-11-03	THESSALONIKI (AIRPORT)	12	14.75	2025-11-03	12	13.6694
622	2025-11-04	THESSALONIKI (AIRPORT)	12	11.45	2025-11-04	12	10.7382
622	2025-11-05	THESSALONIKI (AIRPORT)	12	10.15	2025-11-05	12	9.88419
622	2025-11-06	THESSALONIKI (AIRPORT)	12	11.75	2025-11-06	12	11.6557
622	2025-11-07	THESSALONIKI (AIRPORT)	12	11.65	2025-11-07	12	11.6514
622	2025-11-08	THESSALONIKI (AIRPORT)	12	16.75	2025-11-08	12	14.6622
622	2025-11-09	THESSALONIKI (AIRPORT)	12	16.75	2025-11-09	12	14.7401
622	2025-11-10	THESSALONIKI (AIRPORT)	12	13.95	2025-11-10	12	16.3917
622	2025-11-11	THESSALONIKI (AIRPORT)	12	9.45	2025-11-11	12	7.63855
622	2025-11-12	THESSALONIKI (AIRPORT)	12	4.75	2025-11-12	12	5.44449
622	2025-11-13	THESSALONIKI (AIRPORT)	12	9.25	2025-11-13	12	8.02878
622	2025-11-14	THESSALONIKI (AIRPORT)	12	7.95	2025-11-14	12	7.9855
622	2025-11-15	THESSALONIKI (AIRPORT)	12	10.15	2025-11-15	12	8.53262
622	2025-11-16	THESSALONIKI (AIRPORT)	12	12.25	2025-11-16	12	9.83219
622	2025-11-17	THESSALONIKI (AIRPORT)	12	13.65	2025-11-17	12	12.5192
622	2025-11-18	THESSALONIKI (AIRPORT)	12	16.95	2025-11-18	12	13.9736
622	2025-11-19	THESSALONIKI (AIRPORT)	12	15.95	2025-11-19	12	13.8865
622	2025-11-20	THESSALONIKI (AIRPORT)	12	11.25	2025-11-20	12	13.1271
622	2025-11-21	THESSALONIKI (AIRPORT)	12	18.95	2025-11-21	12	14.8302
622	2025-11-22	THESSALONIKI (AIRPORT)	12	11.95	2025-11-22	12	11.9164
622	2025-11-23	THESSALONIKI (AIRPORT)	12	6.95	2025-11-23	12	7.33353
622	2025-11-24	THESSALONIKI (AIRPORT)	12	0.95	2025-11-24	12	3.39218
622	2025-11-25	THESSALONIKI (AIRPORT)	12	8.45	2025-11-25	12	8.72629
622	2025-11-26	THESSALONIKI (AIRPORT)	12	13.75	2025-11-26	12	11.6708
622	2025-11-27	THESSALONIKI (AIRPORT)	12	15.75	2025-11-27	12	13.8268
622	2025-11-28	THESSALONIKI (AIRPORT)	12	13.25	2025-11-28	12	11.7718
622	2025-11-29	THESSALONIKI (AIRPORT)	12	9.95	2025-11-29	12	8.75356
622	2025-11-30	THESSALONIKI (AIRPORT)	12	4.25	2025-11-30	12	3.0043
624	2025-11-01	CHRYSOPOULI (AIRPORT)	12	12.75	2025-11-01	12	9.79968
624	2025-11-02	CHRYSOPOULI (AIRPORT)	12	14.25	2025-11-02	12	11.1032
624	2025-11-03	CHRYSOPOULI (AIRPORT)	12	17.15	2025-11-03	12	13.2534
624	2025-11-04	CHRYSOPOULI (AIRPORT)	12	14.75	2025-11-04	12	13.7147
624	2025-11-05	CHRYSOPOULI (AIRPORT)	12	11.95	2025-11-05	12	9.84805
624	2025-11-06	CHRYSOPOULI (AIRPORT)	12	12.15	2025-11-06	12	9.14494
624	2025-11-07	CHRYSOPOULI (AIRPORT)	12	13.95	2025-11-07	12	11.8203
624	2025-11-08	CHRYSOPOULI (AIRPORT)	12	16.65	2025-11-08	12	15.0831
624	2025-11-09	CHRYSOPOULI (AIRPORT)	12	18.75	2025-11-09	12	14.6933
624	2025-11-10	CHRYSOPOULI (AIRPORT)	12	16.95	2025-11-10	12	15.8087
624	2025-11-11	CHRYSOPOULI (AIRPORT)	12	15.75	2025-11-11	12	13.163
624	2025-11-12	CHRYSOPOULI (AIRPORT)	12	11.95	2025-11-12	12	11.0128
624	2025-11-13	CHRYSOPOULI (AIRPORT)	12	11.25	2025-11-13	12	9.33835
624	2025-11-14	CHRYSOPOULI (AIRPORT)	12	13.45	2025-11-14	12	10.8634
624	2025-11-15	CHRYSOPOULI (AIRPORT)	12	14.15	2025-11-15	12	9.96426
624	2025-11-16	CHRYSOPOULI (AIRPORT)	12	12.45	2025-11-16	12	11.3507
624	2025-11-17	CHRYSOPOULI (AIRPORT)	12	14.75	2025-11-17	12	13.7448
624	2025-11-18	CHRYSOPOULI (AIRPORT)	12	16.75	2025-11-18	12	15.3916
624	2025-11-19	CHRYSOPOULI (AIRPORT)	12	16.65	2025-11-19	12	14.8582
624	2025-11-20	CHRYSOPOULI (AIRPORT)	12	16.45	2025-11-20	12	15.3586
624	2025-11-21	CHRYSOPOULI (AIRPORT)	12	17.45	2025-11-21	12	16.462
624	2025-11-22	CHRYSOPOULI (AIRPORT)	12	17.25	2025-11-22	12	16.1879
624	2025-11-23	CHRYSOPOULI (AIRPORT)	12	10.45	2025-11-23	12	9.18021
624	2025-11-24	CHRYSOPOULI (AIRPORT)	12	5.45	2025-11-24	12	2.58456
624	2025-11-25	CHRYSOPOULI (AIRPORT)	12	9.75	2025-11-25	12	7.98312
624	2025-11-26	CHRYSOPOULI (AIRPORT)	12	14.95	2025-11-26	12	14.1317
624	2025-11-27	CHRYSOPOULI (AIRPORT)	12	16.95	2025-11-27	12	15.2546
624	2025-11-28	CHRYSOPOULI (AIRPORT)	12	13.25	2025-11-28	12	13.3665
624	2025-11-29	CHRYSOPOULI (AIRPORT)	12	9.25	2025-11-29	12	10.9215
624	2025-11-30	CHRYSOPOULI (AIRPORT)	12	8.75	2025-11-30	12	7.7709
627	2025-11-01	ALEXANDROUPOLI (AIRPORT)	12	12.45	2025-11-01	12	12.2538
627	2025-11-02	ALEXANDROUPOLI (AIRPORT)	12	13.25	2025-11-02	12	10.9772
627	2025-11-03	ALEXANDROUPOLI (AIRPORT)	12	15.65	2025-11-03	12	14.6255
627	2025-11-04	ALEXANDROUPOLI (AIRPORT)	12	14.25	2025-11-04	12	12.788
627	2025-11-05	ALEXANDROUPOLI (AIRPORT)	12	11.25	2025-11-05	12	9.00919
627	2025-11-06	ALEXANDROUPOLI (AIRPORT)	12	9.45	2025-11-06	12	9.81389
627	2025-11-07	ALEXANDROUPOLI (AIRPORT)	12	13.25	2025-11-07	12	12.6113
627	2025-11-08	ALEXANDROUPOLI (AIRPORT)	12	15.65	2025-11-08	12	15.8908
627	2025-11-09	ALEXANDROUPOLI (AIRPORT)	12	18.15	2025-11-09	12	17.1464
627	2025-11-10	ALEXANDROUPOLI (AIRPORT)	12	16.25	2025-11-10	12	15.8155
627	2025-11-11	ALEXANDROUPOLI (AIRPORT)	12	14.95	2025-11-11	12	14.0839
627	2025-11-12	ALEXANDROUPOLI (AIRPORT)	12	8.45	2025-11-12	12	8.53531
627	2025-11-13	ALEXANDROUPOLI (AIRPORT)	12	9.65	2025-11-13	12	7.61081
627	2025-11-14	ALEXANDROUPOLI (AIRPORT)	12	11.45	2025-11-14	12	8.34976
627	2025-11-15	ALEXANDROUPOLI (AIRPORT)	12	11.95	2025-11-15	12	10.4477
627	2025-11-16	ALEXANDROUPOLI (AIRPORT)	12	14.45	2025-11-16	12	13.05
