obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	ecmwf_dates	ecmwf_td_table_h	ecmwf_td_table
606	2025-11-02	SERRAI	21	8.15	2025-11-01	45	8.08466
606	2025-11-04	SERRAI	21	12.45	2025-11-03	45	11.1051
606	2025-11-05	SERRAI	21	11.95	2025-11-04	45	11.5325
606	2025-11-06	SERRAI	21	11.45	2025-11-05	45	8.5118
606	2025-11-07	SERRAI	21	10.75	2025-11-06	45	9.87515
606	2025-11-08	SERRAI	21	14.65	2025-11-07	45	12.3036
606	2025-11-09	SERRAI	21	14.95	2025-11-08	45	11.9955
606	2025-11-10	SERRAI	21	14.15	2025-11-09	45	12.211
606	2025-11-11	SERRAI	21	8.75	2025-11-10	45	7.37515
606	2025-11-12	SERRAI	21	5.75	2025-11-11	45	4.97588
606	2025-11-13	SERRAI	21	6.25	2025-11-12	45	5.87198
606	2025-11-14	SERRAI	21	6.75	2025-11-13	45	6.21887
606	2025-11-15	SERRAI	21	6.45	2025-11-14	45	6.65641
606	2025-11-16	SERRAI	21	7.25	2025-11-15	45	6.71001
606	2025-11-17	SERRAI	21	9.25	2025-11-16	45	10.4643
606	2025-11-18	SERRAI	21	14.25	2025-11-17	45	12.8733
606	2025-11-19	SERRAI	21	13.25	2025-11-18	45	12.4572
606	2025-11-20	SERRAI	21	12.95	2025-11-19	45	11.3189
613	2025-11-02	FLORINA	21	7.95	2025-11-01	45	7.94598
613	2025-11-04	FLORINA	21	7.45	2025-11-03	45	4.70567
613	2025-11-05	FLORINA	21	9.25	2025-11-04	45	5.68776
613	2025-11-07	FLORINA	21	10.75	2025-11-06	45	8.04605
613	2025-11-11	FLORINA	21	8.15	2025-11-10	45	5.34097
613	2025-11-15	FLORINA	21	1.45	2025-11-14	45	3.0607
613	2025-11-16	FLORINA	21	3.25	2025-11-15	45	2.79594
613	2025-11-17	FLORINA	21	8.95	2025-11-16	45	7.33147
613	2025-11-19	FLORINA	21	10.45	2025-11-18	45	9.7531
613	2025-11-21	FLORINA	21	11.95	2025-11-20	45	8.59073
613	2025-11-22	FLORINA	21	5.95	2025-11-21	45	6.39546
613	2025-11-23	FLORINA	21	0.75	2025-11-22	45	-1.41154
613	2025-11-24	FLORINA	21	1.45	2025-11-23	45	-0.00714111
613	2025-11-25	FLORINA	21	7.25	2025-11-24	45	6.27611
622	2025-11-02	THESSALONIKI (AIRPORT)	21	9.95	2025-11-01	45	9.27606
622	2025-11-03	THESSALONIKI (AIRPORT)	21	15.15	2025-11-02	45	13.7351
622	2025-11-04	THESSALONIKI (AIRPORT)	21	9.95	2025-11-03	45	11.0045
622	2025-11-05	THESSALONIKI (AIRPORT)	21	13.75	2025-11-04	45	11.4612
622	2025-11-06	THESSALONIKI (AIRPORT)	21	13.65	2025-11-05	45	9.7823
622	2025-11-07	THESSALONIKI (AIRPORT)	21	12.15	2025-11-06	45	12.2961
622	2025-11-08	THESSALONIKI (AIRPORT)	21	13.95	2025-11-07	45	13.7128
622	2025-11-09	THESSALONIKI (AIRPORT)	21	14.45	2025-11-08	45	14.0551
622	2025-11-10	THESSALONIKI (AIRPORT)	21	16.15	2025-11-09	45	13.7432
622	2025-11-11	THESSALONIKI (AIRPORT)	21	6.75	2025-11-10	45	4.70816
622	2025-11-12	THESSALONIKI (AIRPORT)	21	6.65	2025-11-11	45	3.05009
622	2025-11-13	THESSALONIKI (AIRPORT)	21	6.15	2025-11-12	45	4.89639
622	2025-11-14	THESSALONIKI (AIRPORT)	21	8.25	2025-11-13	45	7.23938
