obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	icon_dates	icon_td_table_h	icon_td_table
606	2025-11-01	SERRAI	6	5.75	2025-11-01	6	4.95938
606	2025-11-02	SERRAI	6	5.75	2025-11-02	6	5.80083
606	2025-11-03	SERRAI	6	8.25	2025-11-03	6	6.25786
606	2025-11-04	SERRAI	6	12.25	2025-11-04	6	11.0706
606	2025-11-05	SERRAI	6	11.45	2025-11-05	6	10.1395
606	2025-11-06	SERRAI	6	11.95	2025-11-06	6	12.0433
606	2025-11-07	SERRAI	6	10.95	2025-11-07	6	10.5925
606	2025-11-08	SERRAI	6	10.75	2025-11-08	6	10.2787
606	2025-11-09	SERRAI	6	13.95	2025-11-09	6	12.1376
606	2025-11-10	SERRAI	6	13.45	2025-11-10	6	14.2771
606	2025-11-11	SERRAI	6	11.25	2025-11-11	6	11.5549
606	2025-11-12	SERRAI	6	7.15	2025-11-12	6	6.10486
606	2025-11-13	SERRAI	6	3.45	2025-11-13	6	3.23219
606	2025-11-14	SERRAI	6	3.25	2025-11-14	6	3.36511
606	2025-11-15	SERRAI	6	3.45	2025-11-15	6	3.58313
606	2025-11-16	SERRAI	6	2.95	2025-11-16	6	3.22385
606	2025-11-17	SERRAI	6	7.95	2025-11-17	6	6.95308
606	2025-11-18	SERRAI	6	10.45	2025-11-18	6	11.0854
606	2025-11-19	SERRAI	6	13.75	2025-11-19	6	13.3708
606	2025-11-20	SERRAI	6	11.65	2025-11-20	6	11.7812
606	2025-11-21	SERRAI	6	14.45	2025-11-21	6	13.9211
606	2025-11-24	SERRAI	6	3.75	2025-11-24	6	3.82318
606	2025-11-25	SERRAI	6	2.15	2025-11-25	6	2.33701
606	2025-11-26	SERRAI	6	5.25	2025-11-26	6	8.20395
606	2025-11-27	SERRAI	6	15.95	2025-11-27	6	13.4053
606	2025-11-28	SERRAI	6	9.95	2025-11-28	6	11.4984
613	2025-11-05	FLORINA	6	7.25	2025-11-05	6	4.76842
613	2025-11-17	FLORINA	6	5.25	2025-11-17	6	3.20601
613	2025-11-18	FLORINA	6	10.75	2025-11-18	6	10.271
613	2025-11-20	FLORINA	6	8.95	2025-11-20	6	8.75584
613	2025-11-22	FLORINA	6	8.75	2025-11-22	6	8.09164
613	2025-11-23	FLORINA	6	3.75	2025-11-23	6	3.43201
613	2025-11-24	FLORINA	6	0.45	2025-11-24	6	-0.395569
613	2025-11-25	FLORINA	6	2.45	2025-11-25	6	2.33896
613	2025-11-26	FLORINA	6	8.65	2025-11-26	6	6.85532
622	2025-11-01	THESSALONIKI (AIRPORT)	6	11.25	2025-11-01	6	11.1273
622	2025-11-02	THESSALONIKI (AIRPORT)	6	7.95	2025-11-02	6	7.42094
622	2025-11-03	THESSALONIKI (AIRPORT)	6	8.95	2025-11-03	6	9.31548
622	2025-11-04	THESSALONIKI (AIRPORT)	6	16.15	2025-11-04	6	11.7004
622	2025-11-05	THESSALONIKI (AIRPORT)	6	9.75	2025-11-05	6	8.9735
622	2025-11-06	THESSALONIKI (AIRPORT)	6	12.75	2025-11-06	6	11.9906
622	2025-11-07	THESSALONIKI (AIRPORT)	6	10.45	2025-11-07	6	10.531
622	2025-11-08	THESSALONIKI (AIRPORT)	6	12.75	2025-11-08	6	11.7241
622	2025-11-09	THESSALONIKI (AIRPORT)	6	13.25	2025-11-09	6	14.3896
622	2025-11-10	THESSALONIKI (AIRPORT)	6	13.95	2025-11-10	6	14.7839
622	2025-11-11	THESSALONIKI (AIRPORT)	6	13.25	2025-11-11	6	12.3714
622	2025-11-12	THESSALONIKI (AIRPORT)	6	5.65	2025-11-12	6	5.60876
622	2025-11-13	THESSALONIKI (AIRPORT)	6	5.45	2025-11-13	6	4.12282
622	2025-11-14	THESSALONIKI (AIRPORT)	6	5.25	2025-11-14	6	4.65417
622	2025-11-15	THESSALONIKI (AIRPORT)	6	5.65	2025-11-15	6	5.61047
622	2025-11-16	THESSALONIKI (AIRPORT)	6	8.75	2025-11-16	6	8.92599
622	2025-11-17	THESSALONIKI (AIRPORT)	6	12.45	2025-11-17	6	10.8623
622	2025-11-18	THESSALONIKI (AIRPORT)	6	14.45	2025-11-18	6	13.0835
622	2025-11-19	THESSALONIKI (AIRPORT)	6	13.75	2025-11-19	6	14.5241
622	2025-11-20	THESSALONIKI (AIRPORT)	6	14.15	2025-11-20	6	12.6748
622	2025-11-21	THESSALONIKI (AIRPORT)	6	13.95	2025-11-21	6	14.7707
622	2025-11-22	THESSALONIKI (AIRPORT)	6	13.95	2025-11-22	6	14.9159
622	2025-11-23	THESSALONIKI (AIRPORT)	6	11.95	2025-11-23	6	10.8011
622	2025-11-24	THESSALONIKI (AIRPORT)	6	2.75	2025-11-24	6	3.89349
622	2025-11-25	THESSALONIKI (AIRPORT)	6	5.65	2025-11-25	6	6.82529
622	2025-11-26	THESSALONIKI (AIRPORT)	6	7.15	2025-11-26	6	11.3524
622	2025-11-27	THESSALONIKI (AIRPORT)	6	12.75	2025-11-27	6	12.8692
