obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	ecmwf_dates	ecmwf_td_table_h	ecmwf_td_table
606	2025-09-01	SERRAI	12	10.25	2025-09-01	12	11.3701
606	2025-09-02	SERRAI	12	11.25	2025-09-02	12	13.7619
606	2025-09-03	SERRAI	12	13.95	2025-09-03	12	15.7353
606	2025-09-04	SERRAI	12	14.95	2025-09-04	12	14.2858
606	2025-09-05	SERRAI	12	11.25	2025-09-05	12	10.3942
606	2025-09-06	SERRAI	12	12.95	2025-09-06	12	12.0409
606	2025-09-07	SERRAI	12	10.65	2025-09-07	12	9.48035
606	2025-09-08	SERRAI	12	12.25	2025-09-08	12	11.9953
606	2025-09-09	SERRAI	12	13.65	2025-09-09	12	14.3754
606	2025-09-10	SERRAI	12	14.65	2025-09-10	12	15.9757
606	2025-09-11	SERRAI	12	13.75	2025-09-11	12	14.9777
606	2025-09-12	SERRAI	12	14.25	2025-09-12	12	14.9442
606	2025-09-13	SERRAI	12	17.95	2025-09-13	12	17.1379
606	2025-09-14	SERRAI	12	16.15	2025-09-14	12	15.8712
606	2025-09-15	SERRAI	12	16.45	2025-09-15	12	15.7904
606	2025-09-16	SERRAI	12	16.65	2025-09-16	12	14.4704
606	2025-09-17	SERRAI	12	13.95	2025-09-17	12	12.3534
606	2025-09-18	SERRAI	12	5.95	2025-09-18	12	5.6586
606	2025-09-19	SERRAI	12	6.25	2025-09-19	12	5.42008
606	2025-09-20	SERRAI	12	10.95	2025-09-20	12	10.0429
606	2025-09-21	SERRAI	12	12.65	2025-09-21	12	11.6264
606	2025-09-22	SERRAI	12	12.75	2025-09-22	12	13.0631
606	2025-09-23	SERRAI	12	12.25	2025-09-23	12	13.4654
606	2025-09-24	SERRAI	12	14.45	2025-09-24	12	14.9516
606	2025-09-25	SERRAI	12	16.15	2025-09-25	12	13.8742
606	2025-09-26	SERRAI	12	11.95	2025-09-26	12	10.2976
606	2025-09-27	SERRAI	12	8.25	2025-09-27	12	7.63297
606	2025-09-28	SERRAI	12	8.45	2025-09-28	12	8.74723
606	2025-09-29	SERRAI	12	12.15	2025-09-29	12	11.0212
606	2025-09-30	SERRAI	12	7.45	2025-09-30	12	7.83805
613	2025-09-01	FLORINA	12	9.15	2025-09-01	12	10.1299
613	2025-09-02	FLORINA	12	10.25	2025-09-02	12	8.9484
613	2025-09-03	FLORINA	12	11.65	2025-09-03	12	11.08
613	2025-09-04	FLORINA	12	14.45	2025-09-04	12	13.0329
613	2025-09-05	FLORINA	12	9.45	2025-09-05	12	10.487
613	2025-09-06	FLORINA	12	7.45	2025-09-06	12	6.37589
613	2025-09-07	FLORINA	12	6.95	2025-09-07	12	5.3739
613	2025-09-08	FLORINA	12	8.45	2025-09-08	12	8.94644
613	2025-09-09	FLORINA	12	6.95	2025-09-09	12	8.11954
613	2025-09-10	FLORINA	12	11.25	2025-09-10	12	11.3693
613	2025-09-11	FLORINA	12	17.95	2025-09-11	12	14.1945
613	2025-09-12	FLORINA	12	12.75	2025-09-12	12	12.7372
613	2025-09-13	FLORINA	12	11.95	2025-09-13	12	12.7912
613	2025-09-14	FLORINA	12	14.65	2025-09-14	12	13.5636
613	2025-09-15	FLORINA	12	10.75	2025-09-15	12	10.8881
613	2025-09-16	FLORINA	12	10.95	2025-09-16	12	11.3434
613	2025-09-17	FLORINA	12	11.75	2025-09-17	12	10.1913
613	2025-09-18	FLORINA	12	0.15	2025-09-18	12	1.76212
613	2025-09-19	FLORINA	12	4.95	2025-09-19	12	5.47965
613	2025-09-20	FLORINA	12	7.15	2025-09-20	12	7.92862
613	2025-09-21	FLORINA	12	9.45	2025-09-21	12	8.31876
613	2025-09-22	FLORINA	12	9.15	2025-09-22	12	8.99088
613	2025-09-23	FLORINA	12	6.65	2025-09-23	12	5.11192
613	2025-09-24	FLORINA	12	6.65	2025-09-24	12	6.85297
613	2025-09-25	FLORINA	12	10.75	2025-09-25	12	10.7551
613	2025-09-26	FLORINA	12	13.75	2025-09-26	12	12.0027
613	2025-09-27	FLORINA	12	12.25	2025-09-27	12	11.2882
613	2025-09-28	FLORINA	12	12.75	2025-09-28	12	10.049
613	2025-09-29	FLORINA	12	10.75	2025-09-29	12	9.81119
613	2025-09-30	FLORINA	12	9.95	2025-09-30	12	7.43668
622	2025-09-01	THESSALONIKI (AIRPORT)	12	14.25	2025-09-01	12	11.9473
622	2025-09-02	THESSALONIKI (AIRPORT)	12	15.45	2025-09-02	12	13.6242
622	2025-09-03	THESSALONIKI (AIRPORT)	12	19.25	2025-09-03	12	17.3163
622	2025-09-04	THESSALONIKI (AIRPORT)	12	15.65	2025-09-04	12	15.9186
