obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	icon_dates	icon_td_table_h	icon_td_table
606	2025-11-01	SERRAI	3	6.75	2025-11-01	3	5.06303
606	2025-11-02	SERRAI	3	5.75	2025-11-02	3	5.14108
606	2025-11-03	SERRAI	3	7.65	2025-11-03	3	5.77731
606	2025-11-04	SERRAI	3	11.25	2025-11-04	3	10.5341
606	2025-11-05	SERRAI	3	11.45	2025-11-05	3	9.85352
606	2025-11-06	SERRAI	3	11.45	2025-11-06	3	11.7669
606	2025-11-07	SERRAI	3	10.75	2025-11-07	3	10.6597
606	2025-11-08	SERRAI	3	9.65	2025-11-08	3	10.3924
606	2025-11-09	SERRAI	3	13.95	2025-11-09	3	12.2606
606	2025-11-10	SERRAI	3	13.75	2025-11-10	3	14.3029
606	2025-11-11	SERRAI	3	11.65	2025-11-11	3	12.1276
606	2025-11-12	SERRAI	3	7.25	2025-11-12	3	5.88966
606	2025-11-13	SERRAI	3	3.25	2025-11-13	3	3.43987
606	2025-11-14	SERRAI	3	4.25	2025-11-14	3	3.51431
606	2025-11-15	SERRAI	3	3.25	2025-11-15	3	3.95654
606	2025-11-16	SERRAI	3	3.65	2025-11-16	3	3.31949
606	2025-11-17	SERRAI	3	7.95	2025-11-17	3	5.55434
606	2025-11-18	SERRAI	3	9.75	2025-11-18	3	10.5517
606	2025-11-19	SERRAI	3	14.15	2025-11-19	3	13.1164
606	2025-11-20	SERRAI	3	12.45	2025-11-20	3	12.0921
606	2025-11-21	SERRAI	3	13.15	2025-11-21	3	12.3382
613	2025-11-05	FLORINA	3	6.95	2025-11-05	3	4.18359
613	2025-11-17	FLORINA	3	2.65	2025-11-17	3	2.69691
613	2025-11-18	FLORINA	3	11.95	2025-11-18	3	9.6747
613	2025-11-22	FLORINA	3	10.25	2025-11-22	3	8.50974
613	2025-11-23	FLORINA	3	6.25	2025-11-23	3	4.50566
613	2025-11-24	FLORINA	3	0.95	2025-11-24	3	-0.864609
613	2025-11-25	FLORINA	3	2.25	2025-11-25	3	1.71622
613	2025-11-26	FLORINA	3	8.25	2025-11-26	3	7.12778
613	2025-11-30	FLORINA	3	3.95	2025-11-30	3	2.67845
622	2025-11-01	THESSALONIKI (AIRPORT)	3	10.65	2025-11-01	3	10.4097
622	2025-11-02	THESSALONIKI (AIRPORT)	3	9.25	2025-11-02	3	7.25046
622	2025-11-03	THESSALONIKI (AIRPORT)	3	10.95	2025-11-03	3	10.0439
622	2025-11-04	THESSALONIKI (AIRPORT)	3	13.75	2025-11-04	3	14.7235
622	2025-11-05	THESSALONIKI (AIRPORT)	3	11.95	2025-11-05	3	8.23242
622	2025-11-06	THESSALONIKI (AIRPORT)	3	12.95	2025-11-06	3	11.5677
622	2025-11-07	THESSALONIKI (AIRPORT)	3	11.65	2025-11-07	3	10.5396
622	2025-11-08	THESSALONIKI (AIRPORT)	3	13.25	2025-11-08	3	11.6932
622	2025-11-09	THESSALONIKI (AIRPORT)	3	13.45	2025-11-09	3	15.1483
622	2025-11-10	THESSALONIKI (AIRPORT)	3	13.45	2025-11-10	3	14.591
622	2025-11-11	THESSALONIKI (AIRPORT)	3	13.25	2025-11-11	3	13.8122
622	2025-11-12	THESSALONIKI (AIRPORT)	3	4.75	2025-11-12	3	5.59962
622	2025-11-13	THESSALONIKI (AIRPORT)	3	6.15	2025-11-13	3	4.22404
622	2025-11-14	THESSALONIKI (AIRPORT)	3	5.45	2025-11-14	3	4.38345
622	2025-11-15	THESSALONIKI (AIRPORT)	3	6.75	2025-11-15	3	5.22314
622	2025-11-16	THESSALONIKI (AIRPORT)	3	7.95	2025-11-16	3	7.89664
622	2025-11-17	THESSALONIKI (AIRPORT)	3	11.75	2025-11-17	3	10.4469
622	2025-11-18	THESSALONIKI (AIRPORT)	3	13.95	2025-11-18	3	11.286
622	2025-11-19	THESSALONIKI (AIRPORT)	3	15.45	2025-11-19	3	14.799
622	2025-11-20	THESSALONIKI (AIRPORT)	3	13.25	2025-11-20	3	12.3967
622	2025-11-21	THESSALONIKI (AIRPORT)	3	14.75	2025-11-21	3	14.3938
622	2025-11-22	THESSALONIKI (AIRPORT)	3	15.65	2025-11-22	3	15.0605
622	2025-11-23	THESSALONIKI (AIRPORT)	3	11.75	2025-11-23	3	13.2947
622	2025-11-24	THESSALONIKI (AIRPORT)	3	3.15	2025-11-24	3	5.92738
622	2025-11-25	THESSALONIKI (AIRPORT)	3	4.25	2025-11-25	3	6.35391
622	2025-11-26	THESSALONIKI (AIRPORT)	3	8.15	2025-11-26	3	11.203
622	2025-11-27	THESSALONIKI (AIRPORT)	3	12.45	2025-11-27	3	14.1223
622	2025-11-28	THESSALONIKI (AIRPORT)	3	12.45	2025-11-28	3	11.5926
622	2025-11-29	THESSALONIKI (AIRPORT)	3	9.75	2025-11-29	3	8.8907
622	2025-11-30	THESSALONIKI (AIRPORT)	3	2.75	2025-11-30	3	2.41185
624	2025-11-27	CHRYSOPOULI (AIRPORT)	3	14.95	2025-11-27	3	12.5325
624	2025-11-28	CHRYSOPOULI (AIRPORT)	3	12.45	2025-11-28	3	12.5037
624	2025-11-30	CHRYSOPOULI (AIRPORT)	3	4.15	2025-11-30	3	6.48509
627	2025-11-01	ALEXANDROUPOLI (AIRPORT)	3	8.65	2025-11-01	3	11.0611
627	2025-11-02	ALEXANDROUPOLI (AIRPORT)	3	8.45	2025-11-02	3	11.2817
627	2025-11-03	ALEXANDROUPOLI (AIRPORT)	3	7.95	2025-11-03	3	11.8271
627	2025-11-04	ALEXANDROUPOLI (AIRPORT)	3	10.75	2025-11-04	3	13.8788
627	2025-11-05	ALEXANDROUPOLI (AIRPORT)	3	10.65	2025-11-05	3	9.72754
627	2025-11-06	ALEXANDROUPOLI (AIRPORT)	3	9.15	2025-11-06	3	8.49933
627	2025-11-07	ALEXANDROUPOLI (AIRPORT)	3	10.95	2025-11-07	3	11.2984
627	2025-11-08	ALEXANDROUPOLI (AIRPORT)	3	14.75	2025-11-08	3	14.1932
627	2025-11-09	ALEXANDROUPOLI (AIRPORT)	3	17.45	2025-11-09	3	16.5399
627	2025-11-10	ALEXANDROUPOLI (AIRPORT)	3	13.95	2025-11-10	3	14.799
627	2025-11-11	ALEXANDROUPOLI (AIRPORT)	3	13.45	2025-11-11	3	15.6022
627	2025-11-12	ALEXANDROUPOLI (AIRPORT)	3	8.95	2025-11-12	3	9.20998
627	2025-11-13	ALEXANDROUPOLI (AIRPORT)	3	5.15	2025-11-13	3	8.73186
627	2025-11-14	ALEXANDROUPOLI (AIRPORT)	3	4.45	2025-11-14	3	9.46158
627	2025-11-15	ALEXANDROUPOLI (AIRPORT)	3	5.65	2025-11-15	3	8.39502
627	2025-11-16	ALEXANDROUPOLI (AIRPORT)	3	11.15	2025-11-16	3	11.6916
627	2025-11-17	ALEXANDROUPOLI (AIRPORT)	3	12.25	2025-11-17	3	14.4118
627	2025-11-18	ALEXANDROUPOLI (AIRPORT)	3	16.65	2025-11-18	3	16.1796
627	2025-11-19	ALEXANDROUPOLI (AIRPORT)	3	16.25	2025-11-19	3	16.4621
627	2025-11-20	ALEXANDROUPOLI (AIRPORT)	3	16.25	2025-11-20	3	15.8616
627	2025-11-21	ALEXANDROUPOLI (AIRPORT)	3	16.45	2025-11-21	3	16.5569
627	2025-11-22	ALEXANDROUPOLI (AIRPORT)	3	16.95	2025-11-22	3	16.4511
627	2025-11-23	ALEXANDROUPOLI (AIRPORT)	3	16.25	2025-11-23	3	16.7186
627	2025-11-24	ALEXANDROUPOLI (AIRPORT)	3	2.95	2025-11-24	3	9.59145
627	2025-11-25	ALEXANDROUPOLI (AIRPORT)	3	1.95	2025-11-25	3	5.84317
627	2025-11-26	ALEXANDROUPOLI (AIRPORT)	3	14.65	2025-11-26	3	14.4979
627	2025-11-27	ALEXANDROUPOLI (AIRPORT)	3	14.75	2025-11-27	3	14.2346
627	2025-11-28	ALEXANDROUPOLI (AIRPORT)	3	11.75	2025-11-28	3	13.3133
627	2025-11-29	ALEXANDROUPOLI (AIRPORT)	3	10.45	2025-11-29	3	11.3848
627	2025-11-30	ALEXANDROUPOLI (AIRPORT)	3	5.45	2025-11-30	3	8.55052
632	2025-11-01	KOZANI (AIRPORT)	3	6.25	2025-11-01	3	6.15776
632	2025-11-02	KOZANI (AIRPORT)	3	7.65	2025-11-02	3	7.21628
632	2025-11-03	KOZANI (AIRPORT)	3	7.15	2025-11-03	3	8.07028
632	2025-11-04	KOZANI (AIRPORT)	3	10.65	2025-11-04	3	10.5116
632	2025-11-05	KOZANI (AIRPORT)	3	4.75	2025-11-05	3	3.66309
632	2025-11-06	KOZANI (AIRPORT)	3	6.45	2025-11-06	3	7.43292
632	2025-11-07	KOZANI (AIRPORT)	3	8.45	2025-11-07	3	8.73492
632	2025-11-08	KOZANI (AIRPORT)	3	9.75	2025-11-08	3	9.38853
632	2025-11-09	KOZANI (AIRPORT)	3	10.15	2025-11-09	3	9.35338
632	2025-11-11	KOZANI (AIRPORT)	3	6.25	2025-11-11	3	6.43228
632	2025-11-12	KOZANI (AIRPORT)	3	3.25	2025-11-12	3	4.29787
632	2025-11-13	KOZANI (AIRPORT)	3	-0.75	2025-11-13	3	-0.0640411
632	2025-11-14	KOZANI (AIRPORT)	3	0.45	2025-11-14	3	1.36295
632	2025-11-15	KOZANI (AIRPORT)	3	1.65	2025-11-15	3	1.71924
632	2025-11-16	KOZANI (AIRPORT)	3	1.65	2025-11-16	3	2.40347
632	2025-11-17	KOZANI (AIRPORT)	3	1.75	2025-11-17	3	4.03676
632	2025-11-18	KOZANI (AIRPORT)	3	10.45	2025-11-18	3	9.37587
632	2025-11-19	KOZANI (AIRPORT)	3	10.75	2025-11-19	3	10.9436
632	2025-11-21	KOZANI (AIRPORT)	3	8.95	2025-11-21	3	7.75905
632	2025-11-22	KOZANI (AIRPORT)	3	8.95	2025-11-22	3	8.66599
632	2025-11-23	KOZANI (AIRPORT)	3	5.45	2025-11-23	3	4.89922
632	2025-11-24	KOZANI (AIRPORT)	3	-3.75	2025-11-24	3	-1.04625
632	2025-11-25	KOZANI (AIRPORT)	3	0.95	2025-11-25	3	1.47794
632	2025-11-26	KOZANI (AIRPORT)	3	7.65	2025-11-26	3	6.89633
632	2025-11-29	KOZANI (AIRPORT)	3	3.45	2025-11-29	3	3.2032
632	2025-11-30	KOZANI (AIRPORT)	3	1.95	2025-11-30	3	0.648178
641	2025-11-01	KERKYRA (AIRPORT)	3	14.25	2025-11-01	3	15.1578
641	2025-11-02	KERKYRA (AIRPORT)	3	12.65	2025-11-02	3	15.894
641	2025-11-03	KERKYRA (AIRPORT)	3	14.75	2025-11-03	3	17.5117
641	2025-11-04	KERKYRA (AIRPORT)	3	16.65	2025-11-04	3	16.0887
641	2025-11-05	KERKYRA (AIRPORT)	3	10.75	2025-11-05	3	13.6191
641	2025-11-06	KERKYRA (AIRPORT)	3	11.95	2025-11-06	3	15.6517
641	2025-11-07	KERKYRA (AIRPORT)	3	12.15	2025-11-07	3	14.3746
641	2025-11-08	KERKYRA (AIRPORT)	3	14.25	2025-11-08	3	16.6288
641	2025-11-09	KERKYRA (AIRPORT)	3	14.95	2025-11-09	3	16.1034
641	2025-11-10	KERKYRA (AIRPORT)	3	15.15	2025-11-10	3	15.3976
