obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	icon_dates	icon_temp_table_h	icon_temp_table	icon_station_names
606	2025-09-02	21	22.64	SERRAI	2025-09-01	45	22.3554	SERRAI
606	2025-09-03	21	27.64	SERRAI	2025-09-02	45	23.7431	SERRAI
606	2025-09-04	21	23.74	SERRAI	2025-09-03	45	20.4367	SERRAI
606	2025-09-05	21	22.94	SERRAI	2025-09-04	45	20.6588	SERRAI
606	2025-09-06	21	21.94	SERRAI	2025-09-05	45	22.3771	SERRAI
606	2025-09-07	21	22.24	SERRAI	2025-09-06	45	20.8698	SERRAI
606	2025-09-08	21	21.94	SERRAI	2025-09-07	45	21.5231	SERRAI
606	2025-09-09	21	22.24	SERRAI	2025-09-08	45	21.3932	SERRAI
606	2025-09-10	21	22.14	SERRAI	2025-09-09	45	22.965	SERRAI
606	2025-09-11	21	22.24	SERRAI	2025-09-10	45	21.8849	SERRAI
606	2025-09-12	21	22.24	SERRAI	2025-09-11	45	23.7804	SERRAI
606	2025-09-13	21	24.24	SERRAI	2025-09-12	45	23.6108	SERRAI
606	2025-09-14	21	21.24	SERRAI	2025-09-13	45	21.7589	SERRAI
606	2025-09-15	21	21.94	SERRAI	2025-09-14	45	20.4555	SERRAI
606	2025-09-16	21	20.74	SERRAI	2025-09-15	45	20.7213	SERRAI
606	2025-09-17	21	20.74	SERRAI	2025-09-16	45	20.3849	SERRAI
606	2025-09-18	21	15.94	SERRAI	2025-09-17	45	18.112	SERRAI
606	2025-09-19	21	16.74	SERRAI	2025-09-18	45	17.3532	SERRAI
606	2025-09-20	21	18.14	SERRAI	2025-09-19	45	18.1549	SERRAI
606	2025-09-21	21	18.94	SERRAI	2025-09-20	45	20.6569	SERRAI
606	2025-09-22	21	17.44	SERRAI	2025-09-21	45	18.4359	SERRAI
606	2025-09-23	21	19.74	SERRAI	2025-09-22	45	19.4364	SERRAI
606	2025-09-25	21	20.94	SERRAI	2025-09-24	45	20.3442	SERRAI
606	2025-09-26	21	19.64	SERRAI	2025-09-25	45	18.8647	SERRAI
606	2025-09-27	21	16.24	SERRAI	2025-09-26	45	14.1203	SERRAI
606	2025-09-28	21	13.94	SERRAI	2025-09-27	45	16.4316	SERRAI
606	2025-09-29	21	16.94	SERRAI	2025-09-28	45	15.9403	SERRAI
606	2025-09-30	21	16.74	SERRAI	2025-09-29	45	14.8522	SERRAI
613	2025-09-02	21	16.14	FLORINA	2025-09-01	45	19.6972	FLORINA
613	2025-09-03	21	15.24	FLORINA	2025-09-02	45	19.2167	FLORINA
613	2025-09-04	21	16.74	FLORINA	2025-09-03	45	17.4894	FLORINA
613	2025-09-05	21	13.14	FLORINA	2025-09-04	45	18.4508	FLORINA
613	2025-09-06	21	14.24	FLORINA	2025-09-05	45	16.9289	FLORINA
613	2025-09-07	21	13.44	FLORINA	2025-09-06	45	16.236	FLORINA
613	2025-09-08	21	16.94	FLORINA	2025-09-07	45	18.6999	FLORINA
613	2025-09-09	21	13.44	FLORINA	2025-09-08	45	17.112	FLORINA
613	2025-09-10	21	19.14	FLORINA	2025-09-09	45	20.5334	FLORINA
613	2025-09-11	21	16.24	FLORINA	2025-09-10	45	19.4015	FLORINA
613	2025-09-12	21	13.74	FLORINA	2025-09-11	45	17.6681	FLORINA
613	2025-09-13	21	19.44	FLORINA	2025-09-12	45	18.6957	FLORINA
613	2025-09-14	21	17.24	FLORINA	2025-09-13	45	19.4181	FLORINA
613	2025-09-15	21	13.44	FLORINA	2025-09-14	45	16.4633	FLORINA
613	2025-09-16	21	16.64	FLORINA	2025-09-15	45	18.7487	FLORINA
613	2025-09-17	21	15.24	FLORINA	2025-09-16	45	14.7502	FLORINA
613	2025-09-18	21	9.94	FLORINA	2025-09-17	45	12.2174	FLORINA
613	2025-09-19	21	10.74	FLORINA	2025-09-18	45	14.4547	FLORINA
613	2025-09-20	21	11.14	FLORINA	2025-09-19	45	15.319	FLORINA
613	2025-09-21	21	13.94	FLORINA	2025-09-20	45	15.9801	FLORINA
613	2025-09-22	21	14.94	FLORINA	2025-09-21	45	16.6635	FLORINA
613	2025-09-23	21	13.64	FLORINA	2025-09-22	45	16.1386	FLORINA
613	2025-09-25	21	18.44	FLORINA	2025-09-24	45	17.56	FLORINA
613	2025-09-26	21	16.44	FLORINA	2025-09-25	45	15.7553	FLORINA
613	2025-09-27	21	14.24	FLORINA	2025-09-26	45	14.7443	FLORINA
613	2025-09-28	21	11.74	FLORINA	2025-09-27	45	13.6239	FLORINA
613	2025-09-29	21	12.44	FLORINA	2025-09-28	45	13.8124	FLORINA
613	2025-09-30	21	11.14	FLORINA	2025-09-29	45	12.7448	FLORINA
622	2025-09-02	21	22.74	THESSALONIKI (AIRPORT)	2025-09-01	45	22.8407	THESSALONIKI (AIRPORT)
622	2025-09-03	21	25.74	THESSALONIKI (AIRPORT)	2025-09-02	45	24.8144	THESSALONIKI (AIRPORT)
622	2025-09-04	21	24.64	THESSALONIKI (AIRPORT)	2025-09-03	45	23.9045	THESSALONIKI (AIRPORT)
622	2025-09-05	21	22.94	THESSALONIKI (AIRPORT)	2025-09-04	45	23.3376	THESSALONIKI (AIRPORT)
622	2025-09-06	21	24.44	THESSALONIKI (AIRPORT)	2025-09-05	45	22.424	THESSALONIKI (AIRPORT)
622	2025-09-07	21	22.64	THESSALONIKI (AIRPORT)	2025-09-06	45	22.359	THESSALONIKI (AIRPORT)
622	2025-09-08	21	21.64	THESSALONIKI (AIRPORT)	2025-09-07	45	21.7692	THESSALONIKI (AIRPORT)
622	2025-09-09	21	21.74	THESSALONIKI (AIRPORT)	2025-09-08	45	21.7614	THESSALONIKI (AIRPORT)
622	2025-09-10	21	21.94	THESSALONIKI (AIRPORT)	2025-09-09	45	22.3673	THESSALONIKI (AIRPORT)
622	2025-09-11	21	22.94	THESSALONIKI (AIRPORT)	2025-09-10	45	22.3888	THESSALONIKI (AIRPORT)
622	2025-09-12	21	22.74	THESSALONIKI (AIRPORT)	2025-09-11	45	22.9308	THESSALONIKI (AIRPORT)
622	2025-09-13	21	21.74	THESSALONIKI (AIRPORT)	2025-09-12	45	21.9926	THESSALONIKI (AIRPORT)
622	2025-09-14	21	22.94	THESSALONIKI (AIRPORT)	2025-09-13	45	21.8205	THESSALONIKI (AIRPORT)
622	2025-09-15	21	21.94	THESSALONIKI (AIRPORT)	2025-09-14	45	21.5883	THESSALONIKI (AIRPORT)
622	2025-09-16	21	21.24	THESSALONIKI (AIRPORT)	2025-09-15	45	21.3297	THESSALONIKI (AIRPORT)
622	2025-09-17	21	22.94	THESSALONIKI (AIRPORT)	2025-09-16	45	22.3351	THESSALONIKI (AIRPORT)
622	2025-09-18	21	18.24	THESSALONIKI (AIRPORT)	2025-09-17	45	19.8337	THESSALONIKI (AIRPORT)
622	2025-09-19	21	17.94	THESSALONIKI (AIRPORT)	2025-09-18	45	18.8454	THESSALONIKI (AIRPORT)
622	2025-09-20	21	19.74	THESSALONIKI (AIRPORT)	2025-09-19	45	19.3698	THESSALONIKI (AIRPORT)
622	2025-09-21	21	19.44	THESSALONIKI (AIRPORT)	2025-09-20	45	19.4518	THESSALONIKI (AIRPORT)
622	2025-09-22	21	17.44	THESSALONIKI (AIRPORT)	2025-09-21	45	18.8373	THESSALONIKI (AIRPORT)
622	2025-09-23	21	19.24	THESSALONIKI (AIRPORT)	2025-09-22	45	19.5634	THESSALONIKI (AIRPORT)
622	2025-09-25	21	21.74	THESSALONIKI (AIRPORT)	2025-09-24	45	19.3442	THESSALONIKI (AIRPORT)
622	2025-09-26	21	21.24	THESSALONIKI (AIRPORT)	2025-09-25	45	20.4701	THESSALONIKI (AIRPORT)
622	2025-09-27	21	14.44	THESSALONIKI (AIRPORT)	2025-09-26	45	19.0304	THESSALONIKI (AIRPORT)
622	2025-09-28	21	15.74	THESSALONIKI (AIRPORT)	2025-09-27	45	17.5829	THESSALONIKI (AIRPORT)
622	2025-09-29	21	16.24	THESSALONIKI (AIRPORT)	2025-09-28	45	17.4062	THESSALONIKI (AIRPORT)
622	2025-09-30	21	19.24	THESSALONIKI (AIRPORT)	2025-09-29	45	17.1657	THESSALONIKI (AIRPORT)
624	2025-09-02	21	21.64	CHRYSOPOULI (AIRPORT)	2025-09-01	45	25.2177	CHRYSOPOULI (AIRPORT)
624	2025-09-03	21	22.44	CHRYSOPOULI (AIRPORT)	2025-09-02	45	25.3544	CHRYSOPOULI (AIRPORT)
