obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	icon_dates	icon_temp_table_h	icon_temp_table	icon_station_names
606	2025-09-02	0	19.94	SERRAI	2025-09-01	24	18.4301	SERRAI
606	2025-09-03	0	19.74	SERRAI	2025-09-02	24	19.6906	SERRAI
606	2025-09-04	0	22.94	SERRAI	2025-09-03	24	21.622	SERRAI
606	2025-09-05	0	21.14	SERRAI	2025-09-04	24	20.3273	SERRAI
606	2025-09-06	0	19.44	SERRAI	2025-09-05	24	19.4621	SERRAI
606	2025-09-07	0	19.24	SERRAI	2025-09-06	24	17.8083	SERRAI
606	2025-09-08	0	17.94	SERRAI	2025-09-07	24	18.1894	SERRAI
606	2025-09-09	0	17.94	SERRAI	2025-09-08	24	19.3046	SERRAI
606	2025-09-10	0	18.74	SERRAI	2025-09-09	24	19.3988	SERRAI
606	2025-09-11	0	19.94	SERRAI	2025-09-10	24	20.5458	SERRAI
606	2025-09-12	0	19.94	SERRAI	2025-09-11	24	20.9789	SERRAI
606	2025-09-13	0	19.64	SERRAI	2025-09-12	24	21.122	SERRAI
606	2025-09-14	0	22.64	SERRAI	2025-09-13	24	22.2853	SERRAI
606	2025-09-15	0	19.24	SERRAI	2025-09-14	24	20.4948	SERRAI
606	2025-09-16	0	18.74	SERRAI	2025-09-15	24	19.5517	SERRAI
606	2025-09-17	0	17.74	SERRAI	2025-09-16	24	18.2013	SERRAI
606	2025-09-18	0	19.94	SERRAI	2025-09-17	24	19.3803	SERRAI
606	2025-09-19	0	12.94	SERRAI	2025-09-18	24	14.1103	SERRAI
606	2025-09-20	0	13.74	SERRAI	2025-09-19	24	15.3617	SERRAI
606	2025-09-21	0	15.14	SERRAI	2025-09-20	24	16.2575	SERRAI
606	2025-09-22	0	16.64	SERRAI	2025-09-21	24	17.9933	SERRAI
606	2025-09-23	0	13.94	SERRAI	2025-09-22	24	16.0556	SERRAI
606	2025-09-25	0	17.14	SERRAI	2025-09-24	24	17.4174	SERRAI
606	2025-09-26	0	20.24	SERRAI	2025-09-25	24	20.2287	SERRAI
606	2025-09-27	0	19.24	SERRAI	2025-09-26	24	17.5871	SERRAI
606	2025-09-28	0	14.44	SERRAI	2025-09-27	24	16.3207	SERRAI
606	2025-09-29	0	13.64	SERRAI	2025-09-28	24	14.1571	SERRAI
606	2025-09-30	0	15.94	SERRAI	2025-09-29	24	14.725	SERRAI
613	2025-09-02	0	11.64	FLORINA	2025-09-01	24	15.8559	FLORINA
613	2025-09-03	0	15.24	FLORINA	2025-09-02	24	18.2433	FLORINA
613	2025-09-04	0	14.74	FLORINA	2025-09-03	24	17.3944	FLORINA
613	2025-09-05	0	14.94	FLORINA	2025-09-04	24	17.5138	FLORINA
613	2025-09-06	0	12.24	FLORINA	2025-09-05	24	16.4748	FLORINA
613	2025-09-07	0	11.74	FLORINA	2025-09-06	24	16.0885	FLORINA
613	2025-09-08	0	11.24	FLORINA	2025-09-07	24	15.5614	FLORINA
613	2025-09-09	0	14.24	FLORINA	2025-09-08	24	16.8993	FLORINA
613	2025-09-10	0	11.74	FLORINA	2025-09-09	24	16.0258	FLORINA
613	2025-09-11	0	17.94	FLORINA	2025-09-10	24	19.3319	FLORINA
613	2025-09-12	0	14.44	FLORINA	2025-09-11	24	16.2865	FLORINA
613	2025-09-13	0	11.74	FLORINA	2025-09-12	24	15.8153	FLORINA
613	2025-09-14	0	18.64	FLORINA	2025-09-13	24	17.2101	FLORINA
613	2025-09-15	0	14.44	FLORINA	2025-09-14	24	16.4245	FLORINA
613	2025-09-16	0	11.44	FLORINA	2025-09-15	24	15.7733	FLORINA
613	2025-09-17	0	13.74	FLORINA	2025-09-16	24	17.5187	FLORINA
613	2025-09-18	0	11.74	FLORINA	2025-09-17	24	12.1986	FLORINA
613	2025-09-19	0	12.64	FLORINA	2025-09-18	24	10.6288	FLORINA
