obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	icon_dates	icon_temp_table_h	icon_temp_table	icon_station_names
606	2025-11-02	3	5.74	SERRAI	2025-11-01	27	9.57633	SERRAI
606	2025-11-03	3	8.44	SERRAI	2025-11-02	27	11.162	SERRAI
606	2025-11-04	3	11.44	SERRAI	2025-11-03	27	12.548	SERRAI
606	2025-11-05	3	11.44	SERRAI	2025-11-04	27	12.1708	SERRAI
606	2025-11-06	3	11.64	SERRAI	2025-11-05	27	12.4977	SERRAI
606	2025-11-07	3	10.74	SERRAI	2025-11-06	27	12.6025	SERRAI
606	2025-11-08	3	9.64	SERRAI	2025-11-07	27	12.4413	SERRAI
606	2025-11-09	3	13.94	SERRAI	2025-11-08	27	14.1317	SERRAI
606	2025-11-10	3	13.74	SERRAI	2025-11-09	27	14.7509	SERRAI
606	2025-11-11	3	11.64	SERRAI	2025-11-10	27	13.8756	SERRAI
606	2025-11-12	3	7.74	SERRAI	2025-11-11	27	9.34464	SERRAI
606	2025-11-13	3	3.44	SERRAI	2025-11-12	27	8.00724	SERRAI
606	2025-11-14	3	4.24	SERRAI	2025-11-13	27	6.50455	SERRAI
606	2025-11-15	3	3.24	SERRAI	2025-11-14	27	4.99723	SERRAI
606	2025-11-16	3	3.64	SERRAI	2025-11-15	27	5.68521	SERRAI
606	2025-11-17	3	7.94	SERRAI	2025-11-16	27	6.75553	SERRAI
606	2025-11-18	3	9.94	SERRAI	2025-11-17	27	12.081	SERRAI
606	2025-11-19	3	14.14	SERRAI	2025-11-18	27	13.1366	SERRAI
606	2025-11-20	3	12.44	SERRAI	2025-11-19	27	14.1292	SERRAI
606	2025-11-21	3	13.14	SERRAI	2025-11-20	27	16.8425	SERRAI
613	2025-11-02	3	2.94	FLORINA	2025-11-01	27	8.75797	FLORINA
613	2025-11-03	3	5.94	FLORINA	2025-11-02	27	9.14737	FLORINA
613	2025-11-04	3	11.94	FLORINA	2025-11-03	27	12.0519	FLORINA
613	2025-11-05	3	7.24	FLORINA	2025-11-04	27	7.6044	FLORINA
613	2025-11-06	3	8.74	FLORINA	2025-11-05	27	8.99088	FLORINA
