obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	icon_dates	icon_temp_table_h	icon_temp_table	icon_station_names
606	2025-10-01	18	14.44	SERRAI	2025-10-01	18	14.9181	SERRAI
606	2025-10-02	18	12.44	SERRAI	2025-10-02	18	13.6344	SERRAI
606	2025-10-03	18	9.14	SERRAI	2025-10-03	18	11.164	SERRAI
606	2025-10-04	18	10.64	SERRAI	2025-10-04	18	11.0758	SERRAI
606	2025-10-05	18	14.44	SERRAI	2025-10-05	18	14.0417	SERRAI
606	2025-10-06	18	13.74	SERRAI	2025-10-06	18	13.7882	SERRAI
606	2025-10-07	18	13.64	SERRAI	2025-10-07	18	13.0768	SERRAI
606	2025-10-08	18	14.64	SERRAI	2025-10-08	18	14.7118	SERRAI
606	2025-10-09	18	18.74	SERRAI	2025-10-09	18	15.9091	SERRAI
606	2025-10-10	18	20.24	SERRAI	2025-10-10	18	15.7748	SERRAI
606	2025-10-11	18	17.14	SERRAI	2025-10-11	18	15.1864	SERRAI
606	2025-10-12	18	14.44	SERRAI	2025-10-12	18	13.6127	SERRAI
606	2025-10-13	18	15.44	SERRAI	2025-10-13	18	13.8688	SERRAI
606	2025-10-14	18	14.24	SERRAI	2025-10-14	18	12.4936	SERRAI
606	2025-10-15	18	13.74	SERRAI	2025-10-15	18	14.7448	SERRAI
606	2025-10-16	18	14.94	SERRAI	2025-10-16	18	15.7497	SERRAI
606	2025-10-17	18	13.74	SERRAI	2025-10-17	18	13.4164	SERRAI
606	2025-10-18	18	14.94	SERRAI	2025-10-18	18	14.7392	SERRAI
606	2025-10-19	18	14.94	SERRAI	2025-10-19	18	14.4587	SERRAI
606	2025-10-20	18	15.24	SERRAI	2025-10-20	18	15.5937	SERRAI
606	2025-10-21	18	13.74	SERRAI	2025-10-21	18	14.8332	SERRAI
606	2025-10-22	18	16.64	SERRAI	2025-10-22	18	15.9728	SERRAI
606	2025-10-23	18	18.44	SERRAI	2025-10-23	18	17.6186	SERRAI
606	2025-10-26	18	13.64	SERRAI	2025-10-26	18	13.5917	SERRAI
606	2025-10-27	18	11.24	SERRAI	2025-10-27	18	13.1977	SERRAI
606	2025-10-28	18	15.74	SERRAI	2025-10-28	18	13.6918	SERRAI
606	2025-10-29	18	10.44	SERRAI	2025-10-29	18	11.2524	SERRAI
606	2025-10-30	18	10.94	SERRAI	2025-10-30	18	11.373	SERRAI
606	2025-10-31	18	11.74	SERRAI	2025-10-31	18	12.7607	SERRAI
613	2025-10-01	18	13.24	FLORINA	2025-10-01	18	13.8498	FLORINA
613	2025-10-02	18	5.74	FLORINA	2025-10-02	18	6.96939	FLORINA
613	2025-10-03	18	5.44	FLORINA	2025-10-03	18	5.37784	FLORINA
613	2025-10-04	18	6.44	FLORINA	2025-10-04	18	7.86002	FLORINA
613	2025-10-05	18	12.44	FLORINA	2025-10-05	18	13.4137	FLORINA
613	2025-10-06	18	7.74	FLORINA	2025-10-06	18	8.92105	FLORINA
613	2025-10-07	18	7.74	FLORINA	2025-10-07	18	8.59342	FLORINA
613	2025-10-08	18	9.44	FLORINA	2025-10-08	18	9.10929	FLORINA
613	2025-10-09	18	8.44	FLORINA	2025-10-09	18	10.997	FLORINA
613	2025-10-10	18	11.44	FLORINA	2025-10-10	18	12.4906	FLORINA
613	2025-10-11	18	12.24	FLORINA	2025-10-11	18	11.0224	FLORINA
613	2025-10-12	18	7.44	FLORINA	2025-10-12	18	10.3207	FLORINA
613	2025-10-13	18	8.24	FLORINA	2025-10-13	18	11.2995	FLORINA
613	2025-10-14	18	7.44	FLORINA	2025-10-14	18	9.89102	FLORINA
613	2025-10-15	18	10.64	FLORINA	2025-10-15	18	11.7712	FLORINA
613	2025-10-16	18	11.24	FLORINA	2025-10-16	18	11.1462	FLORINA
613	2025-10-17	18	10.44	FLORINA	2025-10-17	18	10.6498	FLORINA
613	2025-10-18	18	13.24	FLORINA	2025-10-18	18	13.3456	FLORINA
613	2025-10-19	18	5.74	FLORINA	2025-10-19	18	10.5827	FLORINA
613	2025-10-20	18	11.24	FLORINA	2025-10-20	18	9.68546	FLORINA
613	2025-10-21	18	13.24	FLORINA	2025-10-21	18	12.3224	FLORINA
613	2025-10-22	18	12.24	FLORINA	2025-10-22	18	13.1242	FLORINA
613	2025-10-23	18	14.24	FLORINA	2025-10-23	18	14.7524	FLORINA
613	2025-10-24	18	12.94	FLORINA	2025-10-24	18	13.934	FLORINA
613	2025-10-25	18	10.64	FLORINA	2025-10-25	18	13.4242	FLORINA
613	2025-10-26	18	18.64	FLORINA	2025-10-26	18	16.2177	FLORINA
613	2025-10-27	18	14.14	FLORINA	2025-10-27	18	12.5004	FLORINA
613	2025-10-28	18	5.24	FLORINA	2025-10-28	18	9.13517	FLORINA
613	2025-10-29	18	5.74	FLORINA	2025-10-29	18	10.183	FLORINA
613	2025-10-30	18	6.94	FLORINA	2025-10-30	18	9.37882	FLORINA
