obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	icon_dates	icon_temp_table_h	icon_temp_table	icon_station_names
606	2025-10-01	3	14.94	SERRAI	2025-10-01	3	14.2148	SERRAI
606	2025-10-02	3	12.74	SERRAI	2025-10-02	3	13.8849	SERRAI
606	2025-10-03	3	10.24	SERRAI	2025-10-03	3	11.9296	SERRAI
606	2025-10-04	3	5.74	SERRAI	2025-10-04	3	7.38394	SERRAI
606	2025-10-05	3	5.24	SERRAI	2025-10-05	3	6.99723	SERRAI
606	2025-10-06	3	12.14	SERRAI	2025-10-06	3	12.2475	SERRAI
606	2025-10-07	3	10.74	SERRAI	2025-10-07	3	11.2475	SERRAI
606	2025-10-08	3	12.24	SERRAI	2025-10-08	3	9.81974	SERRAI
606	2025-10-09	3	11.74	SERRAI	2025-10-09	3	10.1	SERRAI
606	2025-10-10	3	10.14	SERRAI	2025-10-10	3	10.2121	SERRAI
606	2025-10-11	3	15.94	SERRAI	2025-10-11	3	11.9582	SERRAI
606	2025-10-12	3	8.14	SERRAI	2025-10-12	3	9.32193	SERRAI
606	2025-10-13	3	7.24	SERRAI	2025-10-13	3	8.7731	SERRAI
606	2025-10-14	3	9.44	SERRAI	2025-10-14	3	8.77774	SERRAI
606	2025-10-15	3	10.94	SERRAI	2025-10-15	3	9.39347	SERRAI
606	2025-10-16	3	9.64	SERRAI	2025-10-16	3	11.4125	SERRAI
606	2025-10-17	3	9.94	SERRAI	2025-10-17	3	12.2658	SERRAI
606	2025-10-18	3	13.24	SERRAI	2025-10-18	3	13.3422	SERRAI
606	2025-10-19	3	10.24	SERRAI	2025-10-19	3	12.4113	SERRAI
606	2025-10-20	3	7.94	SERRAI	2025-10-20	3	11.8564	SERRAI
606	2025-10-21	3	13.64	SERRAI	2025-10-21	3	13.1535	SERRAI
606	2025-10-22	3	12.74	SERRAI	2025-10-22	3	13.5822	SERRAI
606	2025-10-23	3	12.24	SERRAI	2025-10-23	3	13.2104	SERRAI
606	2025-10-24	3	14.44	SERRAI	2025-10-24	3	15.8994	SERRAI
606	2025-10-27	3	11.94	SERRAI	2025-10-27	3	12.9064	SERRAI
606	2025-10-28	3	6.94	SERRAI	2025-10-28	3	9.56974	SERRAI
606	2025-10-29	3	4.24	SERRAI	2025-10-29	3	6.39517	SERRAI
606	2025-10-30	3	4.24	SERRAI	2025-10-30	3	6.66886	SERRAI
606	2025-10-31	3	6.44	SERRAI	2025-10-31	3	8.37369	SERRAI
613	2025-10-01	3	11.44	FLORINA	2025-10-01	3	11.4745	FLORINA
613	2025-10-02	3	8.44	FLORINA	2025-10-02	3	8.90934	FLORINA
613	2025-10-03	3	3.24	FLORINA	2025-10-03	3	2.92179	FLORINA
