obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	icon_dates	icon_temp_table_h	icon_temp_table	icon_station_names
606	2025-10-03	0	11.64	SERRAI	2025-10-01	48	12.6342	SERRAI
606	2025-10-04	0	7.14	SERRAI	2025-10-02	48	9.00479	SERRAI
606	2025-10-05	0	5.94	SERRAI	2025-10-03	48	8.34635	SERRAI
606	2025-10-06	0	12.94	SERRAI	2025-10-04	48	12.3634	SERRAI
606	2025-10-07	0	11.24	SERRAI	2025-10-05	48	12.7636	SERRAI
606	2025-10-08	0	12.44	SERRAI	2025-10-06	48	9.6984	SERRAI
606	2025-10-09	0	14.74	SERRAI	2025-10-07	48	10.8139	SERRAI
606	2025-10-10	0	11.94	SERRAI	2025-10-08	48	11.6828	SERRAI
606	2025-10-11	0	18.44	SERRAI	2025-10-09	48	15.5043	SERRAI
606	2025-10-12	0	9.94	SERRAI	2025-10-10	48	10.5219	SERRAI
606	2025-10-13	0	8.74	SERRAI	2025-10-11	48	11.2152	SERRAI
606	2025-10-14	0	10.94	SERRAI	2025-10-12	48	11.4884	SERRAI
606	2025-10-15	0	8.94	SERRAI	2025-10-13	48	10.7338	SERRAI
606	2025-10-16	0	10.74	SERRAI	2025-10-14	48	12.0568	SERRAI
606	2025-10-17	0	10.14	SERRAI	2025-10-15	48	14.1864	SERRAI
606	2025-10-18	0	13.74	SERRAI	2025-10-16	48	13.8188	SERRAI
606	2025-10-19	0	11.94	SERRAI	2025-10-17	48	12.54	SERRAI
606	2025-10-20	0	8.64	SERRAI	2025-10-18	48	13.216	SERRAI
606	2025-10-21	0	13.74	SERRAI	2025-10-19	48	13.9469	SERRAI
606	2025-10-22	0	12.24	SERRAI	2025-10-20	48	13.2157	SERRAI
606	2025-10-23	0	13.74	SERRAI	2025-10-21	48	14.2013	SERRAI
606	2025-10-24	0	15.74	SERRAI	2025-10-22	48	16.8253	SERRAI
606	2025-10-27	0	11.14	SERRAI	2025-10-25	48	12.571	SERRAI
606	2025-10-28	0	9.24	SERRAI	2025-10-26	48	10.0307	SERRAI
606	2025-10-29	0	6.24	SERRAI	2025-10-27	48	8.91617	SERRAI
606	2025-10-30	0	5.44	SERRAI	2025-10-28	48	8.9567	SERRAI
606	2025-10-31	0	7.44	SERRAI	2025-10-29	48	9.60465	SERRAI
613	2025-10-03	0	4.14	FLORINA	2025-10-01	48	5.67716	FLORINA
613	2025-10-04	0	3.94	FLORINA	2025-10-02	48	4.13468	FLORINA
613	2025-10-05	0	2.44	FLORINA	2025-10-03	48	5.71353	FLORINA
613	2025-10-06	0	13.44	FLORINA	2025-10-04	48	12.1027	FLORINA
613	2025-10-07	0	7.44	FLORINA	2025-10-05	48	8.11612	FLORINA
613	2025-10-08	0	7.14	FLORINA	2025-10-06	48	7.19644	FLORINA
613	2025-10-09	0	8.94	FLORINA	2025-10-07	48	8.10587	FLORINA
