obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	ecmwf_dates	ecmwf_temp_table_h	ecmwf_temp_table	ecmwf_station_names
606	2025-10-02	21	11.44	SERRAI	2025-10-01	45	14.6488	SERRAI
606	2025-10-03	21	8.94	SERRAI	2025-10-02	45	8.9296	SERRAI
606	2025-10-04	21	7.44	SERRAI	2025-10-03	45	10.5592	SERRAI
606	2025-10-05	21	11.94	SERRAI	2025-10-04	45	12.4721	SERRAI
606	2025-10-06	21	12.44	SERRAI	2025-10-05	45	12.0627	SERRAI
606	2025-10-07	21	13.14	SERRAI	2025-10-06	45	10.4616	SERRAI
606	2025-10-08	21	13.94	SERRAI	2025-10-07	45	12.4284	SERRAI
606	2025-10-09	21	15.74	SERRAI	2025-10-08	45	13.0568	SERRAI
606	2025-10-10	21	19.14	SERRAI	2025-10-09	45	13.0019	SERRAI
606	2025-10-11	21	13.74	SERRAI	2025-10-10	45	12.539	SERRAI
606	2025-10-12	21	10.64	SERRAI	2025-10-11	45	11.7431	SERRAI
606	2025-10-13	21	10.94	SERRAI	2025-10-12	45	12.1908	SERRAI
606	2025-10-14	21	10.44	SERRAI	2025-10-13	45	12.4667	SERRAI
606	2025-10-15	21	10.94	SERRAI	2025-10-14	45	12.2213	SERRAI
606	2025-10-16	21	12.94	SERRAI	2025-10-15	45	12.6916	SERRAI
606	2025-10-17	21	13.74	SERRAI	2025-10-16	45	13.6689	SERRAI
606	2025-10-18	21	13.24	SERRAI	2025-10-17	45	14.0819	SERRAI
606	2025-10-19	21	10.74	SERRAI	2025-10-18	45	12.1662	SERRAI
606	2025-10-20	21	15.24	SERRAI	2025-10-19	45	12.0461	SERRAI
606	2025-10-21	21	11.74	SERRAI	2025-10-20	45	11.6899	SERRAI
606	2025-10-22	21	15.64	SERRAI	2025-10-21	45	14.2921	SERRAI
606	2025-10-23	21	17.74	SERRAI	2025-10-22	45	14.9228	SERRAI
606	2025-10-26	21	11.94	SERRAI	2025-10-25	45	14.5702	SERRAI
606	2025-10-27	21	10.44	SERRAI	2025-10-26	45	12.06	SERRAI
606	2025-10-28	21	8.24	SERRAI	2025-10-27	45	10.2509	SERRAI
606	2025-10-29	21	7.44	SERRAI	2025-10-28	45	11.1674	SERRAI
606	2025-10-30	21	8.44	SERRAI	2025-10-29	45	12.0773	SERRAI
606	2025-10-31	21	10.24	SERRAI	2025-10-30	45	11.8161	SERRAI
613	2025-10-02	21	5.14	FLORINA	2025-10-01	45	5.76212	FLORINA
613	2025-10-03	21	5.24	FLORINA	2025-10-02	45	4.06827	FLORINA
613	2025-10-04	21	3.74	FLORINA	2025-10-03	45	5.0231	FLORINA
613	2025-10-05	21	13.94	FLORINA	2025-10-04	45	11.0053	FLORINA
613	2025-10-06	21	7.94	FLORINA	2025-10-05	45	8.25601	FLORINA
613	2025-10-07	21	6.94	FLORINA	2025-10-06	45	7.36197	FLORINA
613	2025-10-08	21	9.64	FLORINA	2025-10-07	45	9.12369	FLORINA
613	2025-10-09	21	6.44	FLORINA	2025-10-08	45	8.97867	FLORINA
613	2025-10-10	21	8.74	FLORINA	2025-10-09	45	9.95401	FLORINA
613	2025-10-11	21	10.94	FLORINA	2025-10-10	45	9.21476	FLORINA
613	2025-10-12	21	4.74	FLORINA	2025-10-11	45	9.26554	FLORINA
613	2025-10-13	21	6.24	FLORINA	2025-10-12	45	9.00431	FLORINA
613	2025-10-14	21	6.44	FLORINA	2025-10-13	45	9.1171	FLORINA
613	2025-10-15	21	11.24	FLORINA	2025-10-14	45	10.0631	FLORINA
613	2025-10-16	21	10.24	FLORINA	2025-10-15	45	10.5705	FLORINA
613	2025-10-17	21	10.94	FLORINA	2025-10-16	45	11.4433	FLORINA
613	2025-10-18	21	11.94	FLORINA	2025-10-17	45	11.0741	FLORINA
613	2025-10-19	21	3.74	FLORINA	2025-10-18	45	9.77652	FLORINA
613	2025-10-20	21	11.24	FLORINA	2025-10-19	45	10.3927	FLORINA
613	2025-10-21	21	12.44	FLORINA	2025-10-20	45	9.61368	FLORINA
613	2025-10-22	21	9.74	FLORINA	2025-10-21	45	10.8048	FLORINA
613	2025-10-23	21	14.24	FLORINA	2025-10-22	45	12.6767	FLORINA
613	2025-10-24	21	11.24	FLORINA	2025-10-23	45	8.37906	FLORINA
613	2025-10-25	21	11.64	FLORINA	2025-10-24	45	8.4921	FLORINA
613	2025-10-27	21	8.44	FLORINA	2025-10-26	45	7.58438	FLORINA
613	2025-10-28	21	3.74	FLORINA	2025-10-27	45	5.4921	FLORINA
613	2025-10-29	21	3.44	FLORINA	2025-10-28	45	6.26212	FLORINA
613	2025-10-30	21	4.74	FLORINA	2025-10-29	45	6.61344	FLORINA
613	2025-10-31	21	4.74	FLORINA	2025-10-30	45	10.8268	FLORINA
622	2025-10-02	21	12.44	THESSALONIKI (AIRPORT)	2025-10-01	45	13.2367	THESSALONIKI (AIRPORT)
622	2025-10-03	21	10.64	THESSALONIKI (AIRPORT)	2025-10-02	45	9.98526	THESSALONIKI (AIRPORT)
622	2025-10-04	21	10.64	THESSALONIKI (AIRPORT)	2025-10-03	45	10.8942	THESSALONIKI (AIRPORT)
622	2025-10-05	21	13.74	THESSALONIKI (AIRPORT)	2025-10-04	45	16.6723	THESSALONIKI (AIRPORT)
