obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	ecmwf_dates	ecmwf_temp_table_h	ecmwf_temp_table	ecmwf_station_names
606	2025-09-02	18	27.44	SERRAI	2025-09-01	42	23.4682	SERRAI
606	2025-09-03	18	28.24	SERRAI	2025-09-02	42	25.0248	SERRAI
606	2025-09-04	18	26.64	SERRAI	2025-09-03	42	23.8808	SERRAI
606	2025-09-05	18	27.24	SERRAI	2025-09-04	42	24.1188	SERRAI
606	2025-09-06	18	25.14	SERRAI	2025-09-05	42	23.8493	SERRAI
606	2025-09-07	18	25.64	SERRAI	2025-09-06	42	23.214	SERRAI
606	2025-09-08	18	25.44	SERRAI	2025-09-07	42	22.2045	SERRAI
606	2025-09-09	18	25.14	SERRAI	2025-09-08	42	22.3249	SERRAI
606	2025-09-10	18	25.44	SERRAI	2025-09-09	42	23.4328	SERRAI
606	2025-09-11	18	27.24	SERRAI	2025-09-10	42	24.2663	SERRAI
606	2025-09-12	18	26.24	SERRAI	2025-09-11	42	23.2936	SERRAI
606	2025-09-13	18	25.24	SERRAI	2025-09-12	42	23.3554	SERRAI
606	2025-09-14	18	23.44	SERRAI	2025-09-13	42	21.9826	SERRAI
606	2025-09-15	18	23.64	SERRAI	2025-09-14	42	22.1171	SERRAI
606	2025-09-16	18	24.64	SERRAI	2025-09-15	42	22.4584	SERRAI
606	2025-09-17	18	24.14	SERRAI	2025-09-16	42	22.7692	SERRAI
606	2025-09-18	18	20.24	SERRAI	2025-09-17	42	18.6347	SERRAI
606	2025-09-19	18	21.14	SERRAI	2025-09-18	42	18.8041	SERRAI
606	2025-09-20	18	22.74	SERRAI	2025-09-19	42	20.9599	SERRAI
606	2025-09-21	18	22.64	SERRAI	2025-09-20	42	21.0207	SERRAI
606	2025-09-22	18	21.74	SERRAI	2025-09-21	42	20.1325	SERRAI
606	2025-09-23	18	22.94	SERRAI	2025-09-22	42	20.9467	SERRAI
606	2025-09-24	18	23.94	SERRAI	2025-09-23	42	21.6452	SERRAI
606	2025-09-25	18	22.74	SERRAI	2025-09-24	42	20.5905	SERRAI
606	2025-09-26	18	21.74	SERRAI	2025-09-25	42	20.6503	SERRAI
606	2025-09-27	18	17.24	SERRAI	2025-09-26	42	18.2865	SERRAI
606	2025-09-28	18	14.64	SERRAI	2025-09-27	42	17.206	SERRAI
606	2025-09-29	18	18.24	SERRAI	2025-09-28	42	16.7775	SERRAI
606	2025-09-30	18	18.24	SERRAI	2025-09-29	42	16.0268	SERRAI
613	2025-09-02	18	20.74	FLORINA	2025-09-01	42	22.6381	FLORINA
613	2025-09-03	18	16.14	FLORINA	2025-09-02	42	21.9291	FLORINA
613	2025-09-04	18	18.24	FLORINA	2025-09-03	42	18.8173	FLORINA
613	2025-09-05	18	18.64	FLORINA	2025-09-04	42	22.0309	FLORINA
613	2025-09-06	18	18.44	FLORINA	2025-09-05	42	20.3571	FLORINA
613	2025-09-07	18	19.14	FLORINA	2025-09-06	42	21.5851	FLORINA
613	2025-09-08	18	18.74	FLORINA	2025-09-07	42	19.7172	FLORINA
613	2025-09-09	18	20.94	FLORINA	2025-09-08	42	19.7731	FLORINA
613	2025-09-10	18	20.74	FLORINA	2025-09-09	42	20.9796	FLORINA
613	2025-09-11	18	17.94	FLORINA	2025-09-10	42	20.0251	FLORINA
613	2025-09-12	18	17.24	FLORINA	2025-09-11	42	20.443	FLORINA
613	2025-09-13	18	19.24	FLORINA	2025-09-12	42	19.2733	FLORINA
613	2025-09-14	18	20.94	FLORINA	2025-09-13	42	19.2746	FLORINA
613	2025-09-15	18	17.74	FLORINA	2025-09-14	42	18.8671	FLORINA
613	2025-09-16	18	19.94	FLORINA	2025-09-15	42	19.9076	FLORINA
613	2025-09-17	18	16.44	FLORINA	2025-09-16	42	17.8376	FLORINA
613	2025-09-18	18	14.64	FLORINA	2025-09-17	42	15.1884	FLORINA
613	2025-09-19	18	16.74	FLORINA	2025-09-18	42	17.3871	FLORINA
613	2025-09-20	18	15.44	FLORINA	2025-09-19	42	18.0624	FLORINA
613	2025-09-21	18	16.44	FLORINA	2025-09-20	42	17.424	FLORINA
613	2025-09-22	18	16.44	FLORINA	2025-09-21	42	18.1764	FLORINA
613	2025-09-23	18	16.24	FLORINA	2025-09-22	42	17.9359	FLORINA
613	2025-09-24	18	18.64	FLORINA	2025-09-23	42	18.2643	FLORINA
613	2025-09-25	18	19.74	FLORINA	2025-09-24	42	17.8346	FLORINA
613	2025-09-26	18	16.74	FLORINA	2025-09-25	42	16.1269	FLORINA
613	2025-09-27	18	13.64	FLORINA	2025-09-26	42	13.8051	FLORINA
613	2025-09-28	18	13.14	FLORINA	2025-09-27	42	14.3847	FLORINA
613	2025-09-29	18	12.94	FLORINA	2025-09-28	42	12.4074	FLORINA
613	2025-09-30	18	11.64	FLORINA	2025-09-29	42	12.7279	FLORINA
622	2025-09-02	18	26.74	THESSALONIKI (AIRPORT)	2025-09-01	42	23.2817	THESSALONIKI (AIRPORT)
622	2025-09-03	18	27.94	THESSALONIKI (AIRPORT)	2025-09-02	42	24.7328	THESSALONIKI (AIRPORT)
622	2025-09-04	18	28.64	THESSALONIKI (AIRPORT)	2025-09-03	42	23.8368	THESSALONIKI (AIRPORT)
622	2025-09-05	18	26.64	THESSALONIKI (AIRPORT)	2025-09-04	42	23.8913	THESSALONIKI (AIRPORT)
622	2025-09-06	18	24.94	THESSALONIKI (AIRPORT)	2025-09-05	42	23.1481	THESSALONIKI (AIRPORT)
622	2025-09-07	18	26.24	THESSALONIKI (AIRPORT)	2025-09-06	42	22.5998	THESSALONIKI (AIRPORT)
622	2025-09-08	18	25.24	THESSALONIKI (AIRPORT)	2025-09-07	42	22.5531	THESSALONIKI (AIRPORT)
622	2025-09-09	18	24.94	THESSALONIKI (AIRPORT)	2025-09-08	42	22.9713	THESSALONIKI (AIRPORT)
622	2025-09-10	18	25.94	THESSALONIKI (AIRPORT)	2025-09-09	42	23.007	THESSALONIKI (AIRPORT)
622	2025-09-11	18	25.44	THESSALONIKI (AIRPORT)	2025-09-10	42	24.4694	THESSALONIKI (AIRPORT)
622	2025-09-12	18	27.24	THESSALONIKI (AIRPORT)	2025-09-11	42	23.5114	THESSALONIKI (AIRPORT)
622	2025-09-13	18	24.74	THESSALONIKI (AIRPORT)	2025-09-12	42	22.8319	THESSALONIKI (AIRPORT)
622	2025-09-14	18	24.24	THESSALONIKI (AIRPORT)	2025-09-13	42	22.0373	THESSALONIKI (AIRPORT)
622	2025-09-15	18	24.24	THESSALONIKI (AIRPORT)	2025-09-14	42	22.33	THESSALONIKI (AIRPORT)
622	2025-09-16	18	24.44	THESSALONIKI (AIRPORT)	2025-09-15	42	22.0317	THESSALONIKI (AIRPORT)
622	2025-09-17	18	24.74	THESSALONIKI (AIRPORT)	2025-09-16	42	24.9147	THESSALONIKI (AIRPORT)
622	2025-09-18	18	22.74	THESSALONIKI (AIRPORT)	2025-09-17	42	20.7011	THESSALONIKI (AIRPORT)
622	2025-09-19	18	22.64	THESSALONIKI (AIRPORT)	2025-09-18	42	19.4692	THESSALONIKI (AIRPORT)
622	2025-09-20	18	23.44	THESSALONIKI (AIRPORT)	2025-09-19	42	20.2069	THESSALONIKI (AIRPORT)
622	2025-09-21	18	22.24	THESSALONIKI (AIRPORT)	2025-09-20	42	20.2746	THESSALONIKI (AIRPORT)
622	2025-09-22	18	21.74	THESSALONIKI (AIRPORT)	2025-09-21	42	19.9401	THESSALONIKI (AIRPORT)
622	2025-09-23	18	22.94	THESSALONIKI (AIRPORT)	2025-09-22	42	20.2895	THESSALONIKI (AIRPORT)
622	2025-09-24	18	23.44	THESSALONIKI (AIRPORT)	2025-09-23	42	20.6061	THESSALONIKI (AIRPORT)
622	2025-09-25	18	23.24	THESSALONIKI (AIRPORT)	2025-09-24	42	20.9772	THESSALONIKI (AIRPORT)
622	2025-09-26	18	22.94	THESSALONIKI (AIRPORT)	2025-09-25	42	21.3427	THESSALONIKI (AIRPORT)
622	2025-09-27	18	17.64	THESSALONIKI (AIRPORT)	2025-09-26	42	18.7914	THESSALONIKI (AIRPORT)
622	2025-09-28	18	17.44	THESSALONIKI (AIRPORT)	2025-09-27	42	17.8583	THESSALONIKI (AIRPORT)
622	2025-09-29	18	19.24	THESSALONIKI (AIRPORT)	2025-09-28	42	17.4132	THESSALONIKI (AIRPORT)
622	2025-09-30	18	20.44	THESSALONIKI (AIRPORT)	2025-09-29	42	16.9389	THESSALONIKI (AIRPORT)
624	2025-09-02	18	23.94	CHRYSOPOULI (AIRPORT)	2025-09-01	42	25.8471	CHRYSOPOULI (AIRPORT)
624	2025-09-03	18	24.64	CHRYSOPOULI (AIRPORT)	2025-09-02	42	26.5863	CHRYSOPOULI (AIRPORT)
624	2025-09-04	18	26.24	CHRYSOPOULI (AIRPORT)	2025-09-03	42	29.0292	CHRYSOPOULI (AIRPORT)
624	2025-09-05	18	22.94	CHRYSOPOULI (AIRPORT)	2025-09-04	42	27.9538	CHRYSOPOULI (AIRPORT)
624	2025-09-06	18	22.24	CHRYSOPOULI (AIRPORT)	2025-09-05	42	24.568	CHRYSOPOULI (AIRPORT)
624	2025-09-07	18	22.44	CHRYSOPOULI (AIRPORT)	2025-09-06	42	24.0939	CHRYSOPOULI (AIRPORT)
624	2025-09-08	18	21.74	CHRYSOPOULI (AIRPORT)	2025-09-07	42	23.3891	CHRYSOPOULI (AIRPORT)
624	2025-09-09	18	21.94	CHRYSOPOULI (AIRPORT)	2025-09-08	42	24.1169	CHRYSOPOULI (AIRPORT)
624	2025-09-10	18	21.64	CHRYSOPOULI (AIRPORT)	2025-09-09	42	25.1535	CHRYSOPOULI (AIRPORT)
624	2025-09-11	18	23.64	CHRYSOPOULI (AIRPORT)	2025-09-10	42	25.5514	CHRYSOPOULI (AIRPORT)
624	2025-09-12	18	25.24	CHRYSOPOULI (AIRPORT)	2025-09-11	42	26.4069	CHRYSOPOULI (AIRPORT)
624	2025-09-13	18	22.64	CHRYSOPOULI (AIRPORT)	2025-09-12	42	24.5663	CHRYSOPOULI (AIRPORT)
624	2025-09-14	18	19.74	CHRYSOPOULI (AIRPORT)	2025-09-13	42	23.2961	CHRYSOPOULI (AIRPORT)
624	2025-09-15	18	20.44	CHRYSOPOULI (AIRPORT)	2025-09-14	42	23.6454	CHRYSOPOULI (AIRPORT)
