obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	icon_dates	icon_temp_table_h	icon_temp_table	icon_station_names
606	2025-11-03	0	8.74	SERRAI	2025-11-01	48	11.7682	SERRAI
606	2025-11-05	0	11.74	SERRAI	2025-11-03	48	12.1493	SERRAI
606	2025-11-06	0	12.24	SERRAI	2025-11-04	48	12.4767	SERRAI
606	2025-11-07	0	11.44	SERRAI	2025-11-05	48	11.4508	SERRAI
606	2025-11-08	0	9.94	SERRAI	2025-11-06	48	12.7629	SERRAI
606	2025-11-09	0	14.14	SERRAI	2025-11-07	48	14.4589	SERRAI
606	2025-11-10	0	14.44	SERRAI	2025-11-08	48	15.1242	SERRAI
606	2025-11-11	0	13.24	SERRAI	2025-11-09	48	14.9013	SERRAI
606	2025-11-12	0	9.94	SERRAI	2025-11-10	48	11.9694	SERRAI
606	2025-11-13	0	4.94	SERRAI	2025-11-11	48	8.69107	SERRAI
606	2025-11-14	0	5.44	SERRAI	2025-11-12	48	7.92423	SERRAI
606	2025-11-15	0	4.94	SERRAI	2025-11-13	48	7.9108	SERRAI
606	2025-11-16	0	5.24	SERRAI	2025-11-14	48	8.29361	SERRAI
606	2025-11-17	0	7.24	SERRAI	2025-11-15	48	7.611	SERRAI
606	2025-11-18	0	9.94	SERRAI	2025-11-16	48	12.2948	SERRAI
606	2025-11-19	0	13.24	SERRAI	2025-11-17	48	13.4838	SERRAI
606	2025-11-20	0	13.24	SERRAI	2025-11-18	48	13.5593	SERRAI
606	2025-11-21	0	11.94	SERRAI	2025-11-19	48	14.39	SERRAI
613	2025-11-03	0	5.74	FLORINA	2025-11-01	48	10.7477	FLORINA
613	2025-11-04	0	12.24	FLORINA	2025-11-02	48	12.0988	FLORINA
613	2025-11-05	0	7.44	FLORINA	2025-11-03	48	8.26749	FLORINA
613	2025-11-06	0	8.94	FLORINA	2025-11-04	48	9.50406	FLORINA
613	2025-11-07	0	8.74	FLORINA	2025-11-05	48	9.02115	FLORINA
613	2025-11-08	0	11.74	FLORINA	2025-11-06	48	10.6496	FLORINA
613	2025-11-09	0	7.24	FLORINA	2025-11-07	48	10.1249	FLORINA
613	2025-11-10	0	10.64	FLORINA	2025-11-08	48	12.0158	FLORINA
613	2025-11-11	0	7.94	FLORINA	2025-11-09	48	10.8847	FLORINA
613	2025-11-12	0	7.74	FLORINA	2025-11-10	48	9.02506	FLORINA
613	2025-11-13	0	-0.36	FLORINA	2025-11-11	48	6.52506	FLORINA
613	2025-11-14	0	0.94	FLORINA	2025-11-12	48	8.20401	FLORINA
613	2025-11-15	0	0.44	FLORINA	2025-11-13	48	8.04752	FLORINA
613	2025-11-16	0	-0.56	FLORINA	2025-11-14	48	7.96939	FLORINA
613	2025-11-17	0	1.74	FLORINA	2025-11-15	48	7.71353	FLORINA
613	2025-11-18	0	15.44	FLORINA	2025-11-16	48	13.8065	FLORINA
613	2025-11-19	0	11.44	FLORINA	2025-11-17	48	13.559	FLORINA
613	2025-11-20	0	9.64	FLORINA	2025-11-18	48	12.0056	FLORINA
613	2025-11-21	0	8.74	FLORINA	2025-11-19	48	12.1156	FLORINA
613	2025-11-22	0	11.74	FLORINA	2025-11-20	48	11.7469	FLORINA
613	2025-11-23	0	8.64	FLORINA	2025-11-21	48	8.23166	FLORINA
613	2025-11-24	0	6.74	FLORINA	2025-11-22	48	4.42423	FLORINA
613	2025-11-25	0	5.24	FLORINA	2025-11-23	48	6.05655	FLORINA
613	2025-11-26	0	8.44	FLORINA	2025-11-24	48	9.07457	FLORINA
613	2025-11-27	0	8.44	FLORINA	2025-11-25	48	8.87326	FLORINA
613	2025-11-28	0	5.74	FLORINA	2025-11-26	48	6.20279	FLORINA
613	2025-11-29	0	4.24	FLORINA	2025-11-27	48	5.8837	FLORINA
613	2025-11-30	0	4.64	FLORINA	2025-11-28	48	4.8212	FLORINA
622	2025-11-03	0	11.94	THESSALONIKI (AIRPORT)	2025-11-01	48	14.0055	THESSALONIKI (AIRPORT)
622	2025-11-04	0	14.24	THESSALONIKI (AIRPORT)	2025-11-02	48	15.6535	THESSALONIKI (AIRPORT)
622	2025-11-05	0	12.74	THESSALONIKI (AIRPORT)	2025-11-03	48	13.8808	THESSALONIKI (AIRPORT)
622	2025-11-06	0	13.44	THESSALONIKI (AIRPORT)	2025-11-04	48	14.1222	THESSALONIKI (AIRPORT)
622	2025-11-07	0	12.64	THESSALONIKI (AIRPORT)	2025-11-05	48	12.6725	THESSALONIKI (AIRPORT)
622	2025-11-08	0	14.44	THESSALONIKI (AIRPORT)	2025-11-06	48	13.7892	THESSALONIKI (AIRPORT)
622	2025-11-09	0	13.64	THESSALONIKI (AIRPORT)	2025-11-07	48	13.747	THESSALONIKI (AIRPORT)
622	2025-11-10	0	16.44	THESSALONIKI (AIRPORT)	2025-11-08	48	15.5295	THESSALONIKI (AIRPORT)
622	2025-11-11	0	11.94	THESSALONIKI (AIRPORT)	2025-11-09	48	15.7441	THESSALONIKI (AIRPORT)
622	2025-11-12	0	14.24	THESSALONIKI (AIRPORT)	2025-11-10	48	13.4743	THESSALONIKI (AIRPORT)
622	2025-11-13	0	7.44	THESSALONIKI (AIRPORT)	2025-11-11	48	10.2565	THESSALONIKI (AIRPORT)
622	2025-11-14	0	6.94	THESSALONIKI (AIRPORT)	2025-11-12	48	10.0448	THESSALONIKI (AIRPORT)
622	2025-11-15	0	7.44	THESSALONIKI (AIRPORT)	2025-11-13	48	9.57975	THESSALONIKI (AIRPORT)
622	2025-11-16	0	7.94	THESSALONIKI (AIRPORT)	2025-11-14	48	9.70377	THESSALONIKI (AIRPORT)
622	2025-11-17	0	10.24	THESSALONIKI (AIRPORT)	2025-11-15	48	10.7116	THESSALONIKI (AIRPORT)
622	2025-11-18	0	14.44	THESSALONIKI (AIRPORT)	2025-11-16	48	14.6268	THESSALONIKI (AIRPORT)
622	2025-11-19	0	15.74	THESSALONIKI (AIRPORT)	2025-11-17	48	17.5971	THESSALONIKI (AIRPORT)
622	2025-11-20	0	13.94	THESSALONIKI (AIRPORT)	2025-11-18	48	15.1149	THESSALONIKI (AIRPORT)
622	2025-11-21	0	18.24	THESSALONIKI (AIRPORT)	2025-11-19	48	17.4261	THESSALONIKI (AIRPORT)
622	2025-11-22	0	16.94	THESSALONIKI (AIRPORT)	2025-11-20	48	17.2332	THESSALONIKI (AIRPORT)
622	2025-11-23	0	16.44	THESSALONIKI (AIRPORT)	2025-11-21	48	15.3889	THESSALONIKI (AIRPORT)
622	2025-11-24	0	11.44	THESSALONIKI (AIRPORT)	2025-11-22	48	9.69962	THESSALONIKI (AIRPORT)
622	2025-11-25	0	7.64	THESSALONIKI (AIRPORT)	2025-11-23	48	9.85635	THESSALONIKI (AIRPORT)
622	2025-11-26	0	8.94	THESSALONIKI (AIRPORT)	2025-11-24	48	13.3168	THESSALONIKI (AIRPORT)
622	2025-11-27	0	12.64	THESSALONIKI (AIRPORT)	2025-11-25	48	13.1408	THESSALONIKI (AIRPORT)
622	2025-11-28	0	15.24	THESSALONIKI (AIRPORT)	2025-11-26	48	13.5797	THESSALONIKI (AIRPORT)
622	2025-11-29	0	10.24	THESSALONIKI (AIRPORT)	2025-11-27	48	12.1776	THESSALONIKI (AIRPORT)
622	2025-11-30	0	9.64	THESSALONIKI (AIRPORT)	2025-11-28	48	9.61319	THESSALONIKI (AIRPORT)
627	2025-11-03	0	9.94	ALEXANDROUPOLI (AIRPORT)	2025-11-01	48	14.6335	ALEXANDROUPOLI (AIRPORT)
627	2025-11-04	0	10.94	ALEXANDROUPOLI (AIRPORT)	2025-11-02	48	15.0187	ALEXANDROUPOLI (AIRPORT)
627	2025-11-05	0	13.94	ALEXANDROUPOLI (AIRPORT)	2025-11-03	48	14.3964	ALEXANDROUPOLI (AIRPORT)
627	2025-11-06	0	12.94	ALEXANDROUPOLI (AIRPORT)	2025-11-04	48	13.0089	ALEXANDROUPOLI (AIRPORT)
627	2025-11-07	0	13.44	ALEXANDROUPOLI (AIRPORT)	2025-11-05	48	13.8795	ALEXANDROUPOLI (AIRPORT)
627	2025-11-08	0	15.94	ALEXANDROUPOLI (AIRPORT)	2025-11-06	48	15.1623	ALEXANDROUPOLI (AIRPORT)
627	2025-11-09	0	18.24	ALEXANDROUPOLI (AIRPORT)	2025-11-07	48	17.8964	ALEXANDROUPOLI (AIRPORT)
627	2025-11-10	0	15.44	ALEXANDROUPOLI (AIRPORT)	2025-11-08	48	16.8771	ALEXANDROUPOLI (AIRPORT)
627	2025-11-11	0	15.64	ALEXANDROUPOLI (AIRPORT)	2025-11-09	48	16.5478	ALEXANDROUPOLI (AIRPORT)
627	2025-11-12	0	13.24	ALEXANDROUPOLI (AIRPORT)	2025-11-10	48	14.5846	ALEXANDROUPOLI (AIRPORT)
627	2025-11-13	0	7.94	ALEXANDROUPOLI (AIRPORT)	2025-11-11	48	10.5592	ALEXANDROUPOLI (AIRPORT)
627	2025-11-14	0	6.24	ALEXANDROUPOLI (AIRPORT)	2025-11-12	48	9.92179	ALEXANDROUPOLI (AIRPORT)
627	2025-11-15	0	7.94	ALEXANDROUPOLI (AIRPORT)	2025-11-13	48	10.0553	ALEXANDROUPOLI (AIRPORT)
627	2025-11-16	0	13.44	ALEXANDROUPOLI (AIRPORT)	2025-11-14	48	11.5016	ALEXANDROUPOLI (AIRPORT)
627	2025-11-17	0	13.94	ALEXANDROUPOLI (AIRPORT)	2025-11-15	48	17.3512	ALEXANDROUPOLI (AIRPORT)
627	2025-11-18	0	19.24	ALEXANDROUPOLI (AIRPORT)	2025-11-16	48	18.6688	ALEXANDROUPOLI (AIRPORT)
627	2025-11-19	0	18.94	ALEXANDROUPOLI (AIRPORT)	2025-11-17	48	18.684	ALEXANDROUPOLI (AIRPORT)
627	2025-11-20	0	18.94	ALEXANDROUPOLI (AIRPORT)	2025-11-18	48	18.1823	ALEXANDROUPOLI (AIRPORT)
627	2025-11-21	0	18.64	ALEXANDROUPOLI (AIRPORT)	2025-11-19	48	18.1078	ALEXANDROUPOLI (AIRPORT)
627	2025-11-22	0	17.94	ALEXANDROUPOLI (AIRPORT)	2025-11-20	48	18.535	ALEXANDROUPOLI (AIRPORT)
627	2025-11-23	0	18.74	ALEXANDROUPOLI (AIRPORT)	2025-11-21	48	18.176	ALEXANDROUPOLI (AIRPORT)
627	2025-11-24	0	9.64	ALEXANDROUPOLI (AIRPORT)	2025-11-22	48	12.3656	ALEXANDROUPOLI (AIRPORT)
627	2025-11-25	0	4.94	ALEXANDROUPOLI (AIRPORT)	2025-11-23	48	8.76456	ALEXANDROUPOLI (AIRPORT)
627	2025-11-26	0	14.94	ALEXANDROUPOLI (AIRPORT)	2025-11-24	48	16.2884	ALEXANDROUPOLI (AIRPORT)
627	2025-11-27	0	17.24	ALEXANDROUPOLI (AIRPORT)	2025-11-25	48	17.1018	ALEXANDROUPOLI (AIRPORT)
627	2025-11-28	0	13.94	ALEXANDROUPOLI (AIRPORT)	2025-11-26	48	14.5836	ALEXANDROUPOLI (AIRPORT)
627	2025-11-29	0	13.64	ALEXANDROUPOLI (AIRPORT)	2025-11-27	48	13.9511	ALEXANDROUPOLI (AIRPORT)
627	2025-11-30	0	6.94	ALEXANDROUPOLI (AIRPORT)	2025-11-28	48	11.7128	ALEXANDROUPOLI (AIRPORT)
632	2025-11-03	0	9.24	KOZANI (AIRPORT)	2025-11-01	48	11.9274	KOZANI (AIRPORT)
632	2025-11-04	0	12.64	KOZANI (AIRPORT)	2025-11-02	48	13.217	KOZANI (AIRPORT)
632	2025-11-05	0	7.74	KOZANI (AIRPORT)	2025-11-03	48	9.413	KOZANI (AIRPORT)
632	2025-11-06	0	10.14	KOZANI (AIRPORT)	2025-11-04	48	9.98062	KOZANI (AIRPORT)
632	2025-11-07	0	9.14	KOZANI (AIRPORT)	2025-11-05	48	9.47232	KOZANI (AIRPORT)
632	2025-11-08	0	10.94	KOZANI (AIRPORT)	2025-11-06	48	10.9279	KOZANI (AIRPORT)
632	2025-11-09	0	10.14	KOZANI (AIRPORT)	2025-11-07	48	9.51749	KOZANI (AIRPORT)
632	2025-11-10	0	10.24	KOZANI (AIRPORT)	2025-11-08	48	12.588	KOZANI (AIRPORT)
632	2025-11-11	0	7.64	KOZANI (AIRPORT)	2025-11-09	48	11.3681	KOZANI (AIRPORT)
632	2025-11-12	0	9.74	KOZANI (AIRPORT)	2025-11-10	48	9.27799	KOZANI (AIRPORT)
632	2025-11-13	0	5.14	KOZANI (AIRPORT)	2025-11-11	48	6.06559	KOZANI (AIRPORT)
632	2025-11-14	0	7.14	KOZANI (AIRPORT)	2025-11-12	48	6.93741	KOZANI (AIRPORT)
632	2025-11-15	0	6.24	KOZANI (AIRPORT)	2025-11-13	48	7.49674	KOZANI (AIRPORT)
632	2025-11-16	0	5.24	KOZANI (AIRPORT)	2025-11-14	48	8.46744	KOZANI (AIRPORT)
632	2025-11-17	0	5.44	KOZANI (AIRPORT)	2025-11-15	48	9.47428	KOZANI (AIRPORT)
632	2025-11-18	0	14.24	KOZANI (AIRPORT)	2025-11-16	48	13.3446	KOZANI (AIRPORT)
632	2025-11-19	0	11.44	KOZANI (AIRPORT)	2025-11-17	48	13.8402	KOZANI (AIRPORT)
632	2025-11-20	0	9.24	KOZANI (AIRPORT)	2025-11-18	48	11.653	KOZANI (AIRPORT)
632	2025-11-21	0	7.14	KOZANI (AIRPORT)	2025-11-19	48	12.7025	KOZANI (AIRPORT)
632	2025-11-22	0	10.64	KOZANI (AIRPORT)	2025-11-20	48	12.2049	KOZANI (AIRPORT)
632	2025-11-23	0	8.24	KOZANI (AIRPORT)	2025-11-21	48	9.39865	KOZANI (AIRPORT)
632	2025-11-24	0	3.94	KOZANI (AIRPORT)	2025-11-22	48	4.17813	KOZANI (AIRPORT)
632	2025-11-25	0	4.44	KOZANI (AIRPORT)	2025-11-23	48	5.72647	KOZANI (AIRPORT)
632	2025-11-26	0	7.44	KOZANI (AIRPORT)	2025-11-24	48	8.94176	KOZANI (AIRPORT)
632	2025-11-27	0	8.44	KOZANI (AIRPORT)	2025-11-25	48	9.634	KOZANI (AIRPORT)
632	2025-11-28	0	7.64	KOZANI (AIRPORT)	2025-11-26	48	8.78287	KOZANI (AIRPORT)
632	2025-11-29	0	4.74	KOZANI (AIRPORT)	2025-11-27	48	6.7714	KOZANI (AIRPORT)
632	2025-11-30	0	3.94	KOZANI (AIRPORT)	2025-11-28	48	4.67179	KOZANI (AIRPORT)
641	2025-11-03	0	14.94	KERKYRA (AIRPORT)	2025-11-01	48	19.0807	KERKYRA (AIRPORT)
641	2025-11-04	0	17.94	KERKYRA (AIRPORT)	2025-11-02	48	18.2902	KERKYRA (AIRPORT)
641	2025-11-05	0	12.94	KERKYRA (AIRPORT)	2025-11-03	48	18.7421	KERKYRA (AIRPORT)
641	2025-11-06	0	13.94	KERKYRA (AIRPORT)	2025-11-04	48	19.6974	KERKYRA (AIRPORT)
641	2025-11-07	0	13.44	KERKYRA (AIRPORT)	2025-11-05	48	18.1169	KERKYRA (AIRPORT)
641	2025-11-08	0	15.74	KERKYRA (AIRPORT)	2025-11-06	48	17.7716	KERKYRA (AIRPORT)
641	2025-11-09	0	18.94	KERKYRA (AIRPORT)	2025-11-07	48	18.1776	KERKYRA (AIRPORT)
641	2025-11-10	0	17.44	KERKYRA (AIRPORT)	2025-11-08	48	18.0666	KERKYRA (AIRPORT)
641	2025-11-11	0	13.64	KERKYRA (AIRPORT)	2025-11-09	48	16.9989	KERKYRA (AIRPORT)
641	2025-11-12	0	12.64	KERKYRA (AIRPORT)	2025-11-10	48	16.2702	KERKYRA (AIRPORT)
641	2025-11-13	0	10.94	KERKYRA (AIRPORT)	2025-11-11	48	16.8439	KERKYRA (AIRPORT)
641	2025-11-14	0	10.44	KERKYRA (AIRPORT)	2025-11-12	48	16.747	KERKYRA (AIRPORT)
641	2025-11-15	0	11.24	KERKYRA (AIRPORT)	2025-11-13	48	16.6042	KERKYRA (AIRPORT)
641	2025-11-16	0	11.64	KERKYRA (AIRPORT)	2025-11-14	48	16.321	KERKYRA (AIRPORT)
641	2025-11-17	0	18.24	KERKYRA (AIRPORT)	2025-11-15	48	18.8454	KERKYRA (AIRPORT)
