obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	ecmwf_dates	ecmwf_temp_table_h	ecmwf_temp_table	ecmwf_station_names
606	2025-10-01	0	15.44	SERRAI	2025-10-01	0	14.1896	SERRAI
606	2025-10-02	0	13.44	SERRAI	2025-10-02	0	15.2414	SERRAI
606	2025-10-03	0	11.64	SERRAI	2025-10-03	0	13.6405	SERRAI
606	2025-10-04	0	7.14	SERRAI	2025-10-04	0	8.68082	SERRAI
606	2025-10-05	0	5.94	SERRAI	2025-10-05	0	8.99747	SERRAI
606	2025-10-06	0	12.94	SERRAI	2025-10-06	0	12.7729	SERRAI
606	2025-10-07	0	11.24	SERRAI	2025-10-07	0	11.7106	SERRAI
606	2025-10-08	0	12.44	SERRAI	2025-10-08	0	11.0419	SERRAI
606	2025-10-09	0	14.74	SERRAI	2025-10-09	0	11.3019	SERRAI
606	2025-10-10	0	11.94	SERRAI	2025-10-10	0	13.1059	SERRAI
606	2025-10-11	0	18.44	SERRAI	2025-10-11	0	12.0346	SERRAI
606	2025-10-12	0	9.94	SERRAI	2025-10-12	0	11.7318	SERRAI
606	2025-10-13	0	8.74	SERRAI	2025-10-13	0	12.0927	SERRAI
606	2025-10-14	0	10.94	SERRAI	2025-10-14	0	11.5685	SERRAI
606	2025-10-15	0	8.94	SERRAI	2025-10-15	0	11.7589	SERRAI
606	2025-10-16	0	10.74	SERRAI	2025-10-16	0	12.6659	SERRAI
606	2025-10-17	0	10.14	SERRAI	2025-10-17	0	12.9135	SERRAI
606	2025-10-18	0	13.74	SERRAI	2025-10-18	0	13.7016	SERRAI
606	2025-10-19	0	11.94	SERRAI	2025-10-19	0	13.7033	SERRAI
606	2025-10-20	0	8.64	SERRAI	2025-10-20	0	12.4291	SERRAI
606	2025-10-21	0	13.74	SERRAI	2025-10-21	0	11.859	SERRAI
606	2025-10-22	0	12.24	SERRAI	2025-10-22	0	12.9228	SERRAI
606	2025-10-23	0	13.74	SERRAI	2025-10-23	0	13.7487	SERRAI
606	2025-10-24	0	15.74	SERRAI	2025-10-24	0	14.942	SERRAI
606	2025-10-27	0	11.14	SERRAI	2025-10-27	0	14.3983	SERRAI
606	2025-10-28	0	9.24	SERRAI	2025-10-28	0	11.6249	SERRAI
606	2025-10-29	0	6.24	SERRAI	2025-10-29	0	9.51993	SERRAI
606	2025-10-30	0	5.44	SERRAI	2025-10-30	0	9.92024	SERRAI
606	2025-10-31	0	7.44	SERRAI	2025-10-31	0	10.7797	SERRAI
613	2025-10-01	0	11.64	FLORINA	2025-10-01	0	11.2423	FLORINA
613	2025-10-02	0	8.94	FLORINA	2025-10-02	0	10.256	FLORINA
613	2025-10-03	0	4.14	FLORINA	2025-10-03	0	3.79776	FLORINA
613	2025-10-04	0	3.94	FLORINA	2025-10-04	0	3.30875	FLORINA
613	2025-10-05	0	2.44	FLORINA	2025-10-05	0	4.00919	FLORINA
613	2025-10-06	0	13.44	FLORINA	2025-10-06	0	11.1928	FLORINA
613	2025-10-07	0	7.44	FLORINA	2025-10-07	0	7.28287	FLORINA
613	2025-10-08	0	7.14	FLORINA	2025-10-08	0	8.10538	FLORINA
613	2025-10-09	0	8.94	FLORINA	2025-10-09	0	8.75992	FLORINA
613	2025-10-10	0	4.64	FLORINA	2025-10-10	0	8.84317	FLORINA
613	2025-10-11	0	11.44	FLORINA	2025-10-11	0	9.12833	FLORINA
613	2025-10-12	0	10.24	FLORINA	2025-10-12	0	8.15177	FLORINA
613	2025-10-13	0	3.44	FLORINA	2025-10-13	0	8.038	FLORINA
613	2025-10-14	0	8.94	FLORINA	2025-10-14	0	7.03238	FLORINA
613	2025-10-15	0	4.94	FLORINA	2025-10-15	0	7.39566	FLORINA
613	2025-10-16	0	11.14	FLORINA	2025-10-16	0	10.4345	FLORINA
613	2025-10-17	0	9.94	FLORINA	2025-10-17	0	9.80704	FLORINA
613	2025-10-18	0	10.94	FLORINA	2025-10-18	0	10.8275	FLORINA
613	2025-10-19	0	11.74	FLORINA	2025-10-19	0	10.6339	FLORINA
613	2025-10-20	0	2.44	FLORINA	2025-10-20	0	6.63614	FLORINA
613	2025-10-21	0	11.24	FLORINA	2025-10-21	0	10.3239	FLORINA
613	2025-10-22	0	11.94	FLORINA	2025-10-22	0	11.038	FLORINA
613	2025-10-23	0	9.44	FLORINA	2025-10-23	0	9.03873	FLORINA
613	2025-10-24	0	12.94	FLORINA	2025-10-24	0	12.3503	FLORINA
613	2025-10-25	0	8.24	FLORINA	2025-10-25	0	7.62027	FLORINA
613	2025-10-26	0	13.74	FLORINA	2025-10-26	0	7.56266	FLORINA
613	2025-10-27	0	16.74	FLORINA	2025-10-27	0	12.5155	FLORINA
613	2025-10-28	0	5.94	FLORINA	2025-10-28	0	7.68155	FLORINA
613	2025-10-29	0	2.64	FLORINA	2025-10-29	0	5.2338	FLORINA
613	2025-10-30	0	1.44	FLORINA	2025-10-30	0	5.67415	FLORINA
613	2025-10-31	0	3.44	FLORINA	2025-10-31	0	7.29727	FLORINA
622	2025-10-01	0	16.94	THESSALONIKI (AIRPORT)	2025-10-01	0	16.0285	THESSALONIKI (AIRPORT)
622	2025-10-02	0	14.64	THESSALONIKI (AIRPORT)	2025-10-02	0	15.3888	THESSALONIKI (AIRPORT)
622	2025-10-03	0	11.64	THESSALONIKI (AIRPORT)	2025-10-03	0	10.2235	THESSALONIKI (AIRPORT)
622	2025-10-04	0	10.24	THESSALONIKI (AIRPORT)	2025-10-04	0	8.78726	THESSALONIKI (AIRPORT)
622	2025-10-05	0	8.74	THESSALONIKI (AIRPORT)	2025-10-05	0	10.2904	THESSALONIKI (AIRPORT)
622	2025-10-06	0	16.94	THESSALONIKI (AIRPORT)	2025-10-06	0	17.8871	THESSALONIKI (AIRPORT)
622	2025-10-07	0	12.94	THESSALONIKI (AIRPORT)	2025-10-07	0	12.3629	THESSALONIKI (AIRPORT)
622	2025-10-08	0	13.64	THESSALONIKI (AIRPORT)	2025-10-08	0	12.0634	THESSALONIKI (AIRPORT)
622	2025-10-09	0	15.64	THESSALONIKI (AIRPORT)	2025-10-09	0	13.7423	THESSALONIKI (AIRPORT)
622	2025-10-10	0	16.74	THESSALONIKI (AIRPORT)	2025-10-10	0	14.3852	THESSALONIKI (AIRPORT)
622	2025-10-11	0	17.94	THESSALONIKI (AIRPORT)	2025-10-11	0	16.8568	THESSALONIKI (AIRPORT)
622	2025-10-12	0	13.94	THESSALONIKI (AIRPORT)	2025-10-12	0	13.684	THESSALONIKI (AIRPORT)
622	2025-10-13	0	11.24	THESSALONIKI (AIRPORT)	2025-10-13	0	13.1142	THESSALONIKI (AIRPORT)
622	2025-10-14	0	15.44	THESSALONIKI (AIRPORT)	2025-10-14	0	13.0695	THESSALONIKI (AIRPORT)
622	2025-10-15	0	9.94	THESSALONIKI (AIRPORT)	2025-10-15	0	12.1115	THESSALONIKI (AIRPORT)
622	2025-10-16	0	14.24	THESSALONIKI (AIRPORT)	2025-10-16	0	14.0907	THESSALONIKI (AIRPORT)
622	2025-10-17	0	13.64	THESSALONIKI (AIRPORT)	2025-10-17	0	14.1518	THESSALONIKI (AIRPORT)
622	2025-10-18	0	14.94	THESSALONIKI (AIRPORT)	2025-10-18	0	14.7514	THESSALONIKI (AIRPORT)
622	2025-10-19	0	16.94	THESSALONIKI (AIRPORT)	2025-10-19	0	14.8449	THESSALONIKI (AIRPORT)
622	2025-10-20	0	12.94	THESSALONIKI (AIRPORT)	2025-10-20	0	13.3178	THESSALONIKI (AIRPORT)
622	2025-10-21	0	13.94	THESSALONIKI (AIRPORT)	2025-10-21	0	14.2946	THESSALONIKI (AIRPORT)
622	2025-10-22	0	16.74	THESSALONIKI (AIRPORT)	2025-10-22	0	15.8232	THESSALONIKI (AIRPORT)
