obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	ecmwf_dates	ecmwf_temp_table_h	ecmwf_temp_table	ecmwf_station_names
606	2025-10-03	0	11.64	SERRAI	2025-10-01	48	13.6291	SERRAI
606	2025-10-04	0	7.14	SERRAI	2025-10-02	48	8.24967	SERRAI
606	2025-10-05	0	5.94	SERRAI	2025-10-03	48	9.5419	SERRAI
606	2025-10-06	0	12.94	SERRAI	2025-10-04	48	12.4616	SERRAI
606	2025-10-07	0	11.24	SERRAI	2025-10-05	48	11.5238	SERRAI
606	2025-10-08	0	12.44	SERRAI	2025-10-06	48	9.76505	SERRAI
606	2025-10-09	0	14.74	SERRAI	2025-10-07	48	10.5585	SERRAI
606	2025-10-10	0	11.94	SERRAI	2025-10-08	48	11.7904	SERRAI
606	2025-10-11	0	18.44	SERRAI	2025-10-09	48	12.1256	SERRAI
606	2025-10-12	0	9.94	SERRAI	2025-10-10	48	11.2882	SERRAI
606	2025-10-13	0	8.74	SERRAI	2025-10-11	48	11.4015	SERRAI
606	2025-10-14	0	10.94	SERRAI	2025-10-12	48	11.9364	SERRAI
606	2025-10-15	0	8.94	SERRAI	2025-10-13	48	11.7404	SERRAI
606	2025-10-16	0	10.74	SERRAI	2025-10-14	48	11.7082	SERRAI
606	2025-10-17	0	10.14	SERRAI	2025-10-15	48	11.3898	SERRAI
606	2025-10-18	0	13.74	SERRAI	2025-10-16	48	12.6557	SERRAI
606	2025-10-19	0	11.94	SERRAI	2025-10-17	48	13.2016	SERRAI
606	2025-10-20	0	8.64	SERRAI	2025-10-18	48	12.099	SERRAI
606	2025-10-21	0	13.74	SERRAI	2025-10-19	48	10.7882	SERRAI
606	2025-10-22	0	12.24	SERRAI	2025-10-20	48	11.4765	SERRAI
606	2025-10-23	0	13.74	SERRAI	2025-10-21	48	13.7602	SERRAI
606	2025-10-24	0	15.74	SERRAI	2025-10-22	48	14.9311	SERRAI
606	2025-10-27	0	11.14	SERRAI	2025-10-25	48	14.1554	SERRAI
606	2025-10-28	0	9.24	SERRAI	2025-10-26	48	10.85	SERRAI
606	2025-10-29	0	6.24	SERRAI	2025-10-27	48	9.1127	SERRAI
606	2025-10-30	0	5.44	SERRAI	2025-10-28	48	10.1889	SERRAI
606	2025-10-31	0	7.44	SERRAI	2025-10-29	48	10.8424	SERRAI
613	2025-10-03	0	4.14	FLORINA	2025-10-01	48	5.28824	FLORINA
613	2025-10-04	0	3.94	FLORINA	2025-10-02	48	3.58756	FLORINA
613	2025-10-05	0	2.44	FLORINA	2025-10-03	48	3.97452	FLORINA
613	2025-10-06	0	13.44	FLORINA	2025-10-04	48	10.4801	FLORINA
613	2025-10-07	0	7.44	FLORINA	2025-10-05	48	7.60001	FLORINA
613	2025-10-08	0	7.14	FLORINA	2025-10-06	48	7.72892	FLORINA
613	2025-10-09	0	8.94	FLORINA	2025-10-07	48	8.85636	FLORINA
613	2025-10-10	0	4.64	FLORINA	2025-10-08	48	8.10392	FLORINA
613	2025-10-11	0	11.44	FLORINA	2025-10-09	48	9.71646	FLORINA
613	2025-10-12	0	10.24	FLORINA	2025-10-10	48	8.67105	FLORINA
613	2025-10-13	0	3.44	FLORINA	2025-10-11	48	8.16324	FLORINA
613	2025-10-14	0	8.94	FLORINA	2025-10-12	48	7.7128	FLORINA
613	2025-10-15	0	4.94	FLORINA	2025-10-13	48	7.17203	FLORINA
613	2025-10-16	0	11.14	FLORINA	2025-10-14	48	10.2052	FLORINA
613	2025-10-17	0	9.94	FLORINA	2025-10-15	48	10.3732	FLORINA
613	2025-10-18	0	10.94	FLORINA	2025-10-16	48	11.3822	FLORINA
613	2025-10-19	0	11.74	FLORINA	2025-10-17	48	11.0941	FLORINA
613	2025-10-20	0	2.44	FLORINA	2025-10-18	48	7.17325	FLORINA
613	2025-10-21	0	11.24	FLORINA	2025-10-19	48	9.33707	FLORINA
613	2025-10-22	0	11.94	FLORINA	2025-10-20	48	9.95206	FLORINA
613	2025-10-23	0	9.44	FLORINA	2025-10-21	48	9.81778	FLORINA
613	2025-10-24	0	12.94	FLORINA	2025-10-22	48	12.0248	FLORINA
613	2025-10-25	0	8.24	FLORINA	2025-10-23	48	10.9525	FLORINA
613	2025-10-26	0	13.74	FLORINA	2025-10-24	48	7.9816	FLORINA
613	2025-10-27	0	16.74	FLORINA	2025-10-25	48	12.4464	FLORINA
613	2025-10-28	0	5.94	FLORINA	2025-10-26	48	6.52481	FLORINA
613	2025-10-29	0	2.64	FLORINA	2025-10-27	48	4.51407	FLORINA
613	2025-10-30	0	1.44	FLORINA	2025-10-28	48	5.59806	FLORINA
613	2025-10-31	0	3.44	FLORINA	2025-10-29	48	5.72134	FLORINA
622	2025-10-03	0	11.64	THESSALONIKI (AIRPORT)	2025-10-01	48	10.4562	THESSALONIKI (AIRPORT)
622	2025-10-04	0	10.24	THESSALONIKI (AIRPORT)	2025-10-02	48	9.81217	THESSALONIKI (AIRPORT)
622	2025-10-05	0	8.74	THESSALONIKI (AIRPORT)	2025-10-03	48	10.2118	THESSALONIKI (AIRPORT)
622	2025-10-06	0	16.94	THESSALONIKI (AIRPORT)	2025-10-04	48	17.362	THESSALONIKI (AIRPORT)
622	2025-10-07	0	12.94	THESSALONIKI (AIRPORT)	2025-10-05	48	12.9906	THESSALONIKI (AIRPORT)
622	2025-10-08	0	13.64	THESSALONIKI (AIRPORT)	2025-10-06	48	12.5668	THESSALONIKI (AIRPORT)
622	2025-10-09	0	15.64	THESSALONIKI (AIRPORT)	2025-10-07	48	12.954	THESSALONIKI (AIRPORT)
622	2025-10-10	0	16.74	THESSALONIKI (AIRPORT)	2025-10-08	48	14.3119	THESSALONIKI (AIRPORT)
622	2025-10-11	0	17.94	THESSALONIKI (AIRPORT)	2025-10-09	48	15.9245	THESSALONIKI (AIRPORT)
622	2025-10-12	0	13.94	THESSALONIKI (AIRPORT)	2025-10-10	48	13.4035	THESSALONIKI (AIRPORT)
622	2025-10-13	0	11.24	THESSALONIKI (AIRPORT)	2025-10-11	48	12.4816	THESSALONIKI (AIRPORT)
622	2025-10-14	0	15.44	THESSALONIKI (AIRPORT)	2025-10-12	48	13.0761	THESSALONIKI (AIRPORT)
622	2025-10-15	0	9.94	THESSALONIKI (AIRPORT)	2025-10-13	48	12.6886	THESSALONIKI (AIRPORT)
622	2025-10-16	0	14.24	THESSALONIKI (AIRPORT)	2025-10-14	48	13.2746	THESSALONIKI (AIRPORT)
622	2025-10-17	0	13.64	THESSALONIKI (AIRPORT)	2025-10-15	48	13.1086	THESSALONIKI (AIRPORT)
622	2025-10-18	0	14.94	THESSALONIKI (AIRPORT)	2025-10-16	48	14.2387	THESSALONIKI (AIRPORT)
622	2025-10-19	0	16.94	THESSALONIKI (AIRPORT)	2025-10-17	48	14.6381	THESSALONIKI (AIRPORT)
622	2025-10-20	0	12.94	THESSALONIKI (AIRPORT)	2025-10-18	48	13.0805	THESSALONIKI (AIRPORT)
622	2025-10-21	0	13.94	THESSALONIKI (AIRPORT)	2025-10-19	48	14.5285	THESSALONIKI (AIRPORT)
622	2025-10-22	0	16.74	THESSALONIKI (AIRPORT)	2025-10-20	48	14.5741	THESSALONIKI (AIRPORT)
622	2025-10-23	0	14.44	THESSALONIKI (AIRPORT)	2025-10-21	48	14.8481	THESSALONIKI (AIRPORT)
