obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	ecmwf_dates	ecmwf_temp_table_h	ecmwf_temp_table	ecmwf_station_names
606	2025-10-02	3	12.74	SERRAI	2025-10-01	27	14.9484	SERRAI
606	2025-10-03	3	10.24	SERRAI	2025-10-02	27	12.7624	SERRAI
606	2025-10-04	3	5.74	SERRAI	2025-10-03	27	6.9086	SERRAI
606	2025-10-05	3	5.24	SERRAI	2025-10-04	27	8.5568	SERRAI
606	2025-10-06	3	12.14	SERRAI	2025-10-05	27	12.9577	SERRAI
606	2025-10-07	3	10.74	SERRAI	2025-10-06	27	10.8991	SERRAI
606	2025-10-08	3	12.24	SERRAI	2025-10-07	27	9.30387	SERRAI
606	2025-10-09	3	11.74	SERRAI	2025-10-08	27	9.64859	SERRAI
606	2025-10-10	3	10.14	SERRAI	2025-10-09	27	10.7135	SERRAI
606	2025-10-11	3	15.94	SERRAI	2025-10-10	27	11.3288	SERRAI
606	2025-10-12	3	8.14	SERRAI	2025-10-11	27	10.0385	SERRAI
606	2025-10-13	3	7.24	SERRAI	2025-10-12	27	10.6239	SERRAI
606	2025-10-14	3	9.44	SERRAI	2025-10-13	27	11.5893	SERRAI
606	2025-10-15	3	10.94	SERRAI	2025-10-14	27	10.4799	SERRAI
606	2025-10-16	3	9.64	SERRAI	2025-10-15	27	10.9547	SERRAI
606	2025-10-17	3	9.94	SERRAI	2025-10-16	27	11.9638	SERRAI
606	2025-10-18	3	13.24	SERRAI	2025-10-17	27	12.5243	SERRAI
606	2025-10-19	3	10.24	SERRAI	2025-10-18	27	11.7882	SERRAI
606	2025-10-20	3	7.94	SERRAI	2025-10-19	27	11.4291	SERRAI
606	2025-10-21	3	13.64	SERRAI	2025-10-20	27	12.7548	SERRAI
606	2025-10-22	3	12.74	SERRAI	2025-10-21	27	11.4276	SERRAI
606	2025-10-23	3	12.24	SERRAI	2025-10-22	27	13.4877	SERRAI
606	2025-10-24	3	14.44	SERRAI	2025-10-23	27	15.351	SERRAI
606	2025-10-27	3	11.94	SERRAI	2025-10-26	27	14.1208	SERRAI
606	2025-10-28	3	6.94	SERRAI	2025-10-27	27	9.81021	SERRAI
606	2025-10-29	3	4.24	SERRAI	2025-10-28	27	7.85904	SERRAI
606	2025-10-30	3	4.24	SERRAI	2025-10-29	27	8.85684	SERRAI
606	2025-10-31	3	6.44	SERRAI	2025-10-30	27	9.66296	SERRAI
613	2025-10-02	3	8.44	FLORINA	2025-10-01	27	9.29898	FLORINA
613	2025-10-03	3	3.24	FLORINA	2025-10-02	27	3.05142	FLORINA
613	2025-10-04	3	4.94	FLORINA	2025-10-03	27	1.63419	FLORINA
613	2025-10-05	3	2.94	FLORINA	2025-10-04	27	3.11344	FLORINA
613	2025-10-06	3	11.44	FLORINA	2025-10-05	27	11.2213	FLORINA
613	2025-10-07	3	8.14	FLORINA	2025-10-06	27	6.41568	FLORINA
613	2025-10-08	3	7.94	FLORINA	2025-10-07	27	7.52359	FLORINA
613	2025-10-09	3	8.44	FLORINA	2025-10-08	27	7.75406	FLORINA
613	2025-10-10	3	3.44	FLORINA	2025-10-09	27	8.32389	FLORINA
613	2025-10-11	3	10.94	FLORINA	2025-10-10	27	9.23404	FLORINA
613	2025-10-12	3	10.74	FLORINA	2025-10-11	27	7.90372	FLORINA
613	2025-10-13	3	1.74	FLORINA	2025-10-12	27	7.61905	FLORINA
613	2025-10-14	3	9.44	FLORINA	2025-10-13	27	6.65177	FLORINA
613	2025-10-15	3	5.64	FLORINA	2025-10-14	27	6.3295	FLORINA
613	2025-10-16	3	10.44	FLORINA	2025-10-15	27	9.82291	FLORINA
613	2025-10-17	3	9.24	FLORINA	2025-10-16	27	9.79776	FLORINA
613	2025-10-18	3	10.94	FLORINA	2025-10-17	27	10.3573	FLORINA
613	2025-10-19	3	10.44	FLORINA	2025-10-18	27	9.93863	FLORINA
613	2025-10-20	3	2.44	FLORINA	2025-10-19	27	7.12052	FLORINA
613	2025-10-21	3	8.44	FLORINA	2025-10-20	27	9.41886	FLORINA
613	2025-10-22	3	12.74	FLORINA	2025-10-21	27	10.9833	FLORINA
613	2025-10-23	3	7.94	FLORINA	2025-10-22	27	9.29239	FLORINA
613	2025-10-24	3	14.24	FLORINA	2025-10-23	27	13.019	FLORINA
613	2025-10-25	3	3.94	FLORINA	2025-10-24	27	9.83658	FLORINA
613	2025-10-26	3	14.44	FLORINA	2025-10-25	27	8.10538	FLORINA
613	2025-10-27	3	13.74	FLORINA	2025-10-26	27	12.2243	FLORINA
613	2025-10-28	3	4.24	FLORINA	2025-10-27	27	6.55826	FLORINA
613	2025-10-29	3	0.44	FLORINA	2025-10-28	27	4.51139	FLORINA
613	2025-10-30	3	0.94	FLORINA	2025-10-29	27	4.93009	FLORINA
