obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	ecmwf_dates	ecmwf_temp_table_h	ecmwf_temp_table	ecmwf_station_names
606	2025-10-02	15	13.44	SERRAI	2025-10-01	39	15.309	SERRAI
606	2025-10-03	15	15.14	SERRAI	2025-10-02	39	14.6227	SERRAI
606	2025-10-04	15	17.44	SERRAI	2025-10-03	39	16.1691	SERRAI
606	2025-10-05	15	21.14	SERRAI	2025-10-04	39	18.2294	SERRAI
606	2025-10-06	15	15.14	SERRAI	2025-10-05	39	16.1	SERRAI
606	2025-10-07	15	14.44	SERRAI	2025-10-06	39	14.1881	SERRAI
606	2025-10-08	15	15.94	SERRAI	2025-10-07	39	16.3634	SERRAI
606	2025-10-09	15	21.14	SERRAI	2025-10-08	39	18.9025	SERRAI
606	2025-10-10	15	21.44	SERRAI	2025-10-09	39	19.1796	SERRAI
606	2025-10-11	15	20.24	SERRAI	2025-10-10	39	18.3739	SERRAI
606	2025-10-12	15	20.24	SERRAI	2025-10-11	39	17.9782	SERRAI
606	2025-10-13	15	19.64	SERRAI	2025-10-12	39	18.2362	SERRAI
606	2025-10-14	15	19.64	SERRAI	2025-10-13	39	17.8515	SERRAI
606	2025-10-15	15	18.74	SERRAI	2025-10-14	39	16.9838	SERRAI
606	2025-10-16	15	18.14	SERRAI	2025-10-15	39	16.8617	SERRAI
606	2025-10-17	15	15.94	SERRAI	2025-10-16	39	18.0719	SERRAI
606	2025-10-18	15	16.64	SERRAI	2025-10-17	39	18.9076	SERRAI
606	2025-10-19	15	19.74	SERRAI	2025-10-18	39	16.5763	SERRAI
606	2025-10-20	15	18.44	SERRAI	2025-10-19	39	16.5761	SERRAI
606	2025-10-21	15	17.64	SERRAI	2025-10-20	39	16.1867	SERRAI
606	2025-10-22	15	19.24	SERRAI	2025-10-21	39	17.8554	SERRAI
606	2025-10-23	15	21.94	SERRAI	2025-10-22	39	18.5946	SERRAI
606	2025-10-26	15	17.64	SERRAI	2025-10-25	39	18.7267	SERRAI
606	2025-10-27	15	17.24	SERRAI	2025-10-26	39	16.7799	SERRAI
606	2025-10-28	15	17.44	SERRAI	2025-10-27	39	15.6725	SERRAI
606	2025-10-29	15	16.74	SERRAI	2025-10-28	39	15.547	SERRAI
606	2025-10-30	15	17.44	SERRAI	2025-10-29	39	15.9689	SERRAI
606	2025-10-31	15	16.64	SERRAI	2025-10-30	39	15.9635	SERRAI
613	2025-10-02	15	6.74	FLORINA	2025-10-01	39	6.82364	FLORINA
613	2025-10-03	15	6.94	FLORINA	2025-10-02	39	6.49185	FLORINA
613	2025-10-04	15	11.74	FLORINA	2025-10-03	39	12.1046	FLORINA
613	2025-10-05	15	19.44	FLORINA	2025-10-04	39	18.1884	FLORINA
613	2025-10-06	15	8.14	FLORINA	2025-10-05	39	11.4682	FLORINA
613	2025-10-07	15	8.94	FLORINA	2025-10-06	39	8.80631	FLORINA
613	2025-10-08	15	10.24	FLORINA	2025-10-07	39	10.6017	FLORINA
