obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	ecmwf_dates	ecmwf_temp_table_h	ecmwf_temp_table	ecmwf_station_names
606	2025-11-02	21	9.44	SERRAI	2025-11-01	45	11.904	SERRAI
606	2025-11-04	21	12.44	SERRAI	2025-11-03	45	12.7577	SERRAI
606	2025-11-05	21	12.94	SERRAI	2025-11-04	45	13.2958	SERRAI
606	2025-11-06	21	12.74	SERRAI	2025-11-05	45	12.2253	SERRAI
606	2025-11-07	21	10.74	SERRAI	2025-11-06	45	11.5246	SERRAI
606	2025-11-08	21	14.64	SERRAI	2025-11-07	45	13.2038	SERRAI
606	2025-11-09	21	15.14	SERRAI	2025-11-08	45	13.5346	SERRAI
606	2025-11-10	21	14.14	SERRAI	2025-11-09	45	13.4025	SERRAI
606	2025-11-11	21	11.44	SERRAI	2025-11-10	45	11.4591	SERRAI
606	2025-11-12	21	6.44	SERRAI	2025-11-11	45	9.42569	SERRAI
606	2025-11-13	21	6.74	SERRAI	2025-11-12	45	9.91519	SERRAI
606	2025-11-14	21	6.94	SERRAI	2025-11-13	45	9.47208	SERRAI
606	2025-11-15	21	6.74	SERRAI	2025-11-14	45	10.2729	SERRAI
606	2025-11-16	21	7.74	SERRAI	2025-11-15	45	9.99576	SERRAI
606	2025-11-17	21	9.24	SERRAI	2025-11-16	45	12.7375	SERRAI
606	2025-11-18	21	14.44	SERRAI	2025-11-17	45	14.7123	SERRAI
606	2025-11-19	21	13.24	SERRAI	2025-11-18	45	13.8653	SERRAI
606	2025-11-20	21	12.94	SERRAI	2025-11-19	45	14.4059	SERRAI
613	2025-11-02	21	8.74	FLORINA	2025-11-01	45	9.56803	FLORINA
613	2025-11-03	21	12.44	FLORINA	2025-11-02	45	10.5605	FLORINA
613	2025-11-04	21	7.94	FLORINA	2025-11-03	45	8.43741	FLORINA
613	2025-11-05	21	9.24	FLORINA	2025-11-04	45	8.21183	FLORINA
613	2025-11-06	21	8.14	FLORINA	2025-11-05	45	9.26334	FLORINA
613	2025-11-07	21	10.94	FLORINA	2025-11-06	45	9.97086	FLORINA
613	2025-11-08	21	7.94	FLORINA	2025-11-07	45	7.01431	FLORINA
613	2025-11-09	21	11.24	FLORINA	2025-11-08	45	11.8012	FLORINA
613	2025-11-10	21	7.44	FLORINA	2025-11-09	45	7.6857	FLORINA
613	2025-11-11	21	10.24	FLORINA	2025-11-10	45	8.4025	FLORINA
613	2025-11-12	21	1.44	FLORINA	2025-11-11	45	5.74991	FLORINA
613	2025-11-13	21	1.14	FLORINA	2025-11-12	45	6.22769	FLORINA
613	2025-11-14	21	0.94	FLORINA	2025-11-13	45	6.64298	FLORINA
613	2025-11-15	21	1.44	FLORINA	2025-11-14	45	6.80118	FLORINA
613	2025-11-16	21	3.44	FLORINA	2025-11-15	45	5.39127	FLORINA
613	2025-11-17	21	15.94	FLORINA	2025-11-16	45	10.1925	FLORINA
613	2025-11-18	21	12.24	FLORINA	2025-11-17	45	10.6635	FLORINA
613	2025-11-19	21	10.44	FLORINA	2025-11-18	45	10.7198	FLORINA
613	2025-11-20	21	9.44	FLORINA	2025-11-19	45	11.194	FLORINA
613	2025-11-21	21	12.24	FLORINA	2025-11-20	45	10.2806	FLORINA
613	2025-11-22	21	10.14	FLORINA	2025-11-21	45	7.74947	FLORINA
613	2025-11-23	21	5.44	FLORINA	2025-11-22	45	1.73941	FLORINA
613	2025-11-24	21	1.44	FLORINA	2025-11-23	45	2.98746	FLORINA
613	2025-11-25	21	8.44	FLORINA	2025-11-24	45	9.11656	FLORINA
613	2025-11-26	21	8.94	FLORINA	2025-11-25	45	8.94327	FLORINA
613	2025-11-27	21	6.74	FLORINA	2025-11-26	45	5.17216	FLORINA
613	2025-11-28	21	4.64	FLORINA	2025-11-27	45	3.68756	FLORINA
613	2025-11-29	21	4.24	FLORINA	2025-11-28	45	3.24194	FLORINA
613	2025-11-30	21	0.14	FLORINA	2025-11-29	45	1.16104	FLORINA
622	2025-11-02	21	11.74	THESSALONIKI (AIRPORT)	2025-11-01	45	13.278	THESSALONIKI (AIRPORT)
622	2025-11-03	21	15.24	THESSALONIKI (AIRPORT)	2025-11-02	45	14.9003	THESSALONIKI (AIRPORT)
622	2025-11-04	21	14.64	THESSALONIKI (AIRPORT)	2025-11-03	45	12.5409	THESSALONIKI (AIRPORT)
622	2025-11-05	21	13.74	THESSALONIKI (AIRPORT)	2025-11-04	45	14.0028	THESSALONIKI (AIRPORT)
622	2025-11-06	21	13.64	THESSALONIKI (AIRPORT)	2025-11-05	45	11.2409	THESSALONIKI (AIRPORT)
622	2025-11-07	21	12.24	THESSALONIKI (AIRPORT)	2025-11-06	45	14.6066	THESSALONIKI (AIRPORT)
622	2025-11-08	21	13.94	THESSALONIKI (AIRPORT)	2025-11-07	45	14.817	THESSALONIKI (AIRPORT)
622	2025-11-09	21	14.94	THESSALONIKI (AIRPORT)	2025-11-08	45	15.6576	THESSALONIKI (AIRPORT)
622	2025-11-10	21	16.24	THESSALONIKI (AIRPORT)	2025-11-09	45	14.4455	THESSALONIKI (AIRPORT)
622	2025-11-11	21	14.94	THESSALONIKI (AIRPORT)	2025-11-10	45	13.4435	THESSALONIKI (AIRPORT)
622	2025-11-12	21	8.44	THESSALONIKI (AIRPORT)	2025-11-11	45	10.2939	THESSALONIKI (AIRPORT)
622	2025-11-13	21	8.24	THESSALONIKI (AIRPORT)	2025-11-12	45	10.1691	THESSALONIKI (AIRPORT)
622	2025-11-14	21	8.94	THESSALONIKI (AIRPORT)	2025-11-13	45	10.7641	THESSALONIKI (AIRPORT)
