obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	icon_dates	icon_temp_table_h	icon_temp_table	icon_station_names
606	2025-11-01	3	6.94	SERRAI	2025-11-01	3	8.35269	SERRAI
606	2025-11-02	3	5.74	SERRAI	2025-11-02	3	8.86539	SERRAI
606	2025-11-03	3	8.44	SERRAI	2025-11-03	3	9.61685	SERRAI
606	2025-11-04	3	11.44	SERRAI	2025-11-04	3	12.6481	SERRAI
606	2025-11-05	3	11.44	SERRAI	2025-11-05	3	11.5956	SERRAI
606	2025-11-06	3	11.64	SERRAI	2025-11-06	3	13.2287	SERRAI
606	2025-11-07	3	10.74	SERRAI	2025-11-07	3	12.5448	SERRAI
606	2025-11-08	3	9.64	SERRAI	2025-11-08	3	12.1532	SERRAI
606	2025-11-09	3	13.94	SERRAI	2025-11-09	3	12.8036	SERRAI
606	2025-11-10	3	13.74	SERRAI	2025-11-10	3	14.9818	SERRAI
606	2025-11-11	3	11.64	SERRAI	2025-11-11	3	12.422	SERRAI
606	2025-11-12	3	7.74	SERRAI	2025-11-12	3	8.31803	SERRAI
606	2025-11-13	3	3.44	SERRAI	2025-11-13	3	6.87052	SERRAI
606	2025-11-14	3	4.24	SERRAI	2025-11-14	3	6.10977	SERRAI
606	2025-11-15	3	3.24	SERRAI	2025-11-15	3	6.40494	SERRAI
606	2025-11-16	3	3.64	SERRAI	2025-11-16	3	6.01505	SERRAI
606	2025-11-17	3	7.94	SERRAI	2025-11-17	3	7.0817	SERRAI
606	2025-11-18	3	9.94	SERRAI	2025-11-18	3	11.855	SERRAI
606	2025-11-19	3	14.14	SERRAI	2025-11-19	3	14.3102	SERRAI
606	2025-11-20	3	12.44	SERRAI	2025-11-20	3	13.5385	SERRAI
606	2025-11-21	3	13.14	SERRAI	2025-11-21	3	13.0831	SERRAI
613	2025-11-01	3	3.64	FLORINA	2025-11-01	3	8.00601	FLORINA
613	2025-11-02	3	2.94	FLORINA	2025-11-02	3	8.06363	FLORINA
613	2025-11-03	3	5.94	FLORINA	2025-11-03	3	10.1862	FLORINA
613	2025-11-04	3	11.94	FLORINA	2025-11-04	3	11.5807	FLORINA
613	2025-11-05	3	7.24	FLORINA	2025-11-05	3	7.29386	FLORINA
613	2025-11-06	3	8.74	FLORINA	2025-11-06	3	7.12027	FLORINA
613	2025-11-07	3	8.24	FLORINA	2025-11-07	3	8.9462	FLORINA
613	2025-11-09	3	8.24	FLORINA	2025-11-09	3	10.1933	FLORINA
613	2025-11-10	3	7.44	FLORINA	2025-11-10	3	11.0932	FLORINA
613	2025-11-11	3	8.44	FLORINA	2025-11-11	3	9.15641	FLORINA
613	2025-11-12	3	2.94	FLORINA	2025-11-12	3	5.92838	FLORINA
613	2025-11-13	3	-1.26	FLORINA	2025-11-13	3	6.62149	FLORINA
613	2025-11-14	3	-1.76	FLORINA	2025-11-14	3	5.99161	FLORINA
613	2025-11-15	3	-1.56	FLORINA	2025-11-15	3	8.09928	FLORINA
613	2025-11-16	3	-1.86	FLORINA	2025-11-16	3	6.08634	FLORINA
613	2025-11-17	3	2.64	FLORINA	2025-11-17	3	6.23795	FLORINA
613	2025-11-18	3	11.94	FLORINA	2025-11-18	3	13.3902	FLORINA
613	2025-11-20	3	9.74	FLORINA	2025-11-20	3	10.7943	FLORINA
613	2025-11-21	3	8.74	FLORINA	2025-11-21	3	11.046	FLORINA
613	2025-11-22	3	10.74	FLORINA	2025-11-22	3	10.9024	FLORINA
613	2025-11-23	3	7.44	FLORINA	2025-11-23	3	6.74683	FLORINA
613	2025-11-24	3	3.74	FLORINA	2025-11-24	3	4.6962	FLORINA
613	2025-11-25	3	6.94	FLORINA	2025-11-25	3	5.49963	FLORINA
613	2025-11-26	3	9.94	FLORINA	2025-11-26	3	9.60175	FLORINA
613	2025-11-27	3	7.74	FLORINA	2025-11-27	3	9.37598	FLORINA
613	2025-11-28	3	4.94	FLORINA	2025-11-28	3	5.26724	FLORINA
613	2025-11-29	3	4.44	FLORINA	2025-11-29	3	4.44547	FLORINA
613	2025-11-30	3	3.94	FLORINA	2025-11-30	3	2.85977	FLORINA
622	2025-11-01	3	10.64	THESSALONIKI (AIRPORT)	2025-11-01	3	12.2355	THESSALONIKI (AIRPORT)
622	2025-11-02	3	9.74	THESSALONIKI (AIRPORT)	2025-11-02	3	11.5685	THESSALONIKI (AIRPORT)
