obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	ecmwf_dates	ecmwf_temp_table_h	ecmwf_temp_table	ecmwf_station_names
606	2025-10-01	21	13.74	SERRAI	2025-10-01	21	14.2831	SERRAI
606	2025-10-02	21	11.44	SERRAI	2025-10-02	21	14.4337	SERRAI
606	2025-10-03	21	8.94	SERRAI	2025-10-03	21	9.08731	SERRAI
606	2025-10-04	21	7.44	SERRAI	2025-10-04	21	9.98526	SERRAI
606	2025-10-05	21	11.94	SERRAI	2025-10-05	21	12.2167	SERRAI
606	2025-10-06	21	12.44	SERRAI	2025-10-06	21	12.7443	SERRAI
606	2025-10-07	21	13.14	SERRAI	2025-10-07	21	10.6615	SERRAI
606	2025-10-08	21	13.94	SERRAI	2025-10-08	21	10.9015	SERRAI
606	2025-10-09	21	15.74	SERRAI	2025-10-09	21	13.0282	SERRAI
606	2025-10-10	21	19.14	SERRAI	2025-10-10	21	12.821	SERRAI
606	2025-10-11	21	13.74	SERRAI	2025-10-11	21	12.423	SERRAI
606	2025-10-12	21	10.64	SERRAI	2025-10-12	21	12.0863	SERRAI
606	2025-10-13	21	10.94	SERRAI	2025-10-13	21	11.9796	SERRAI
606	2025-10-14	21	10.44	SERRAI	2025-10-14	21	11.8686	SERRAI
606	2025-10-15	21	10.94	SERRAI	2025-10-15	21	11.6159	SERRAI
606	2025-10-16	21	12.94	SERRAI	2025-10-16	21	13.5907	SERRAI
606	2025-10-17	21	13.74	SERRAI	2025-10-17	21	13.4377	SERRAI
606	2025-10-18	21	13.24	SERRAI	2025-10-18	21	13.6342	SERRAI
606	2025-10-19	21	10.74	SERRAI	2025-10-19	21	12.2023	SERRAI
606	2025-10-20	21	15.24	SERRAI	2025-10-20	21	11.9272	SERRAI
606	2025-10-21	21	11.74	SERRAI	2025-10-21	21	12.8424	SERRAI
606	2025-10-22	21	15.64	SERRAI	2025-10-22	21	13.9081	SERRAI
606	2025-10-23	21	17.74	SERRAI	2025-10-23	21	14.726	SERRAI
606	2025-10-26	21	11.94	SERRAI	2025-10-26	21	14.4069	SERRAI
606	2025-10-27	21	10.44	SERRAI	2025-10-27	21	11.0268	SERRAI
606	2025-10-28	21	8.24	SERRAI	2025-10-28	21	10.3507	SERRAI
606	2025-10-29	21	7.44	SERRAI	2025-10-29	21	10.9777	SERRAI
606	2025-10-30	21	8.44	SERRAI	2025-10-30	21	11.5097	SERRAI
606	2025-10-31	21	10.24	SERRAI	2025-10-31	21	11.3822	SERRAI
613	2025-10-01	21	11.44	FLORINA	2025-10-01	21	11.6581	FLORINA
613	2025-10-02	21	5.14	FLORINA	2025-10-02	21	4.79605	FLORINA
613	2025-10-03	21	5.24	FLORINA	2025-10-03	21	3.77091	FLORINA
613	2025-10-04	21	3.74	FLORINA	2025-10-04	21	4.90616	FLORINA
613	2025-10-05	21	13.94	FLORINA	2025-10-05	21	10.5966	FLORINA
613	2025-10-06	21	7.94	FLORINA	2025-10-06	21	8.0734	FLORINA
613	2025-10-07	21	6.94	FLORINA	2025-10-07	21	7.73673	FLORINA
613	2025-10-08	21	9.64	FLORINA	2025-10-08	21	8.59098	FLORINA
613	2025-10-09	21	6.44	FLORINA	2025-10-09	21	8.92081	FLORINA
613	2025-10-10	21	8.74	FLORINA	2025-10-10	21	10.0963	FLORINA
613	2025-10-11	21	10.94	FLORINA	2025-10-11	21	8.75699	FLORINA
613	2025-10-12	21	4.74	FLORINA	2025-10-12	21	9.60587	FLORINA
613	2025-10-13	21	6.24	FLORINA	2025-10-13	21	8.46793	FLORINA
613	2025-10-14	21	6.44	FLORINA	2025-10-14	21	8.83438	FLORINA
613	2025-10-15	21	11.24	FLORINA	2025-10-15	21	10.4137	FLORINA
613	2025-10-16	21	10.24	FLORINA	2025-10-16	21	10.286	FLORINA
613	2025-10-17	21	10.94	FLORINA	2025-10-17	21	10.175	FLORINA
613	2025-10-18	21	11.94	FLORINA	2025-10-18	21	11.3832	FLORINA
613	2025-10-19	21	3.74	FLORINA	2025-10-19	21	8.12418	FLORINA
613	2025-10-20	21	11.24	FLORINA	2025-10-20	21	9.41446	FLORINA
613	2025-10-21	21	12.44	FLORINA	2025-10-21	21	10.7477	FLORINA
613	2025-10-22	21	9.74	FLORINA	2025-10-22	21	10.0292	FLORINA
613	2025-10-23	21	14.24	FLORINA	2025-10-23	21	12.476	FLORINA
613	2025-10-24	21	11.24	FLORINA	2025-10-24	21	8.3898	FLORINA
613	2025-10-25	21	11.64	FLORINA	2025-10-25	21	8.35709	FLORINA
613	2025-10-27	21	8.44	FLORINA	2025-10-27	21	7.42911	FLORINA
613	2025-10-28	21	3.74	FLORINA	2025-10-28	21	6.30094	FLORINA
613	2025-10-29	21	3.44	FLORINA	2025-10-29	21	6.00309	FLORINA
613	2025-10-30	21	4.74	FLORINA	2025-10-30	21	6.24893	FLORINA
613	2025-10-31	21	4.74	FLORINA	2025-10-31	21	9.24161	FLORINA
622	2025-10-01	21	14.74	THESSALONIKI (AIRPORT)	2025-10-01	21	15.4726	THESSALONIKI (AIRPORT)
622	2025-10-02	21	12.44	THESSALONIKI (AIRPORT)	2025-10-02	21	14.7248	THESSALONIKI (AIRPORT)
622	2025-10-03	21	10.64	THESSALONIKI (AIRPORT)	2025-10-03	21	9.65665	THESSALONIKI (AIRPORT)
622	2025-10-04	21	10.64	THESSALONIKI (AIRPORT)	2025-10-04	21	10.7616	THESSALONIKI (AIRPORT)
622	2025-10-05	21	13.74	THESSALONIKI (AIRPORT)	2025-10-05	21	16.6025	THESSALONIKI (AIRPORT)
622	2025-10-06	21	14.24	THESSALONIKI (AIRPORT)	2025-10-06	21	13.547	THESSALONIKI (AIRPORT)
622	2025-10-07	21	13.24	THESSALONIKI (AIRPORT)	2025-10-07	21	13.3803	THESSALONIKI (AIRPORT)
