obs_codes	obs_dates	obs_temp_table_h	obs_temp_table	obs_station_names	icon_dates	icon_temp_table_h	icon_temp_table	icon_station_names
606	2025-10-02	21	11.44	SERRAI	2025-10-01	45	13.0114	SERRAI
606	2025-10-03	21	8.94	SERRAI	2025-10-02	45	9.9943	SERRAI
606	2025-10-04	21	7.44	SERRAI	2025-10-03	45	9.56925	SERRAI
606	2025-10-05	21	11.94	SERRAI	2025-10-04	45	12.4047	SERRAI
606	2025-10-06	21	12.44	SERRAI	2025-10-05	45	13.3354	SERRAI
606	2025-10-07	21	13.14	SERRAI	2025-10-06	45	13.3886	SERRAI
606	2025-10-08	21	13.94	SERRAI	2025-10-07	45	12.9276	SERRAI
606	2025-10-09	21	15.74	SERRAI	2025-10-08	45	13.8014	SERRAI
606	2025-10-10	21	19.14	SERRAI	2025-10-09	45	12.9506	SERRAI
606	2025-10-11	21	13.74	SERRAI	2025-10-10	45	12.526	SERRAI
606	2025-10-12	21	10.64	SERRAI	2025-10-11	45	12.4323	SERRAI
606	2025-10-13	21	10.94	SERRAI	2025-10-12	45	12.0419	SERRAI
606	2025-10-14	21	10.44	SERRAI	2025-10-13	45	12.0758	SERRAI
606	2025-10-15	21	10.94	SERRAI	2025-10-14	45	12.7538	SERRAI
606	2025-10-16	21	12.94	SERRAI	2025-10-15	45	14.568	SERRAI
606	2025-10-17	21	13.74	SERRAI	2025-10-16	45	13.6369	SERRAI
606	2025-10-18	21	13.24	SERRAI	2025-10-17	45	13.1327	SERRAI
606	2025-10-19	21	10.74	SERRAI	2025-10-18	45	14.5619	SERRAI
606	2025-10-20	21	15.24	SERRAI	2025-10-19	45	14.5045	SERRAI
606	2025-10-21	21	11.74	SERRAI	2025-10-20	45	13.716	SERRAI
606	2025-10-22	21	15.64	SERRAI	2025-10-21	45	14.5876	SERRAI
606	2025-10-23	21	17.74	SERRAI	2025-10-22	45	16.8588	SERRAI
606	2025-10-26	21	11.94	SERRAI	2025-10-25	45	13.7724	SERRAI
606	2025-10-27	21	10.44	SERRAI	2025-10-26	45	11.5951	SERRAI
606	2025-10-28	21	8.24	SERRAI	2025-10-27	45	10.3251	SERRAI
606	2025-10-29	21	7.44	SERRAI	2025-10-28	45	9.55899	SERRAI
606	2025-10-30	21	8.44	SERRAI	2025-10-29	45	10.1215	SERRAI
606	2025-10-31	21	10.24	SERRAI	2025-10-30	45	10.5033	SERRAI
613	2025-10-02	21	5.14	FLORINA	2025-10-01	45	6.27994	FLORINA
613	2025-10-03	21	5.24	FLORINA	2025-10-02	45	5.46109	FLORINA
613	2025-10-04	21	3.74	FLORINA	2025-10-03	45	6.75382	FLORINA
613	2025-10-05	21	13.94	FLORINA	2025-10-04	45	11.9359	FLORINA
613	2025-10-06	21	7.94	FLORINA	2025-10-05	45	8.26798	FLORINA
613	2025-10-07	21	6.94	FLORINA	2025-10-06	45	7.56436	FLORINA
613	2025-10-08	21	9.64	FLORINA	2025-10-07	45	8.63663	FLORINA
613	2025-10-09	21	6.44	FLORINA	2025-10-08	45	9.08756	FLORINA
613	2025-10-10	21	8.74	FLORINA	2025-10-09	45	11.5658	FLORINA
613	2025-10-11	21	10.94	FLORINA	2025-10-10	45	10.7145	FLORINA
613	2025-10-12	21	4.74	FLORINA	2025-10-11	45	8.63053	FLORINA
613	2025-10-13	21	6.24	FLORINA	2025-10-12	45	10.1835	FLORINA
613	2025-10-14	21	6.44	FLORINA	2025-10-13	45	10.2467	FLORINA
613	2025-10-15	21	11.24	FLORINA	2025-10-14	45	11.8212	FLORINA
613	2025-10-16	21	10.24	FLORINA	2025-10-15	45	10.9157	FLORINA
613	2025-10-17	21	10.94	FLORINA	2025-10-16	45	11.2072	FLORINA
613	2025-10-18	21	11.94	FLORINA	2025-10-17	45	12.3202	FLORINA
613	2025-10-19	21	3.74	FLORINA	2025-10-18	45	10.1469	FLORINA
613	2025-10-20	21	11.24	FLORINA	2025-10-19	45	9.55142	FLORINA
613	2025-10-21	21	12.44	FLORINA	2025-10-20	45	10.9865	FLORINA
613	2025-10-22	21	9.74	FLORINA	2025-10-21	45	11.3014	FLORINA
613	2025-10-23	21	14.24	FLORINA	2025-10-22	45	13.8627	FLORINA
613	2025-10-24	21	11.24	FLORINA	2025-10-23	45	11.214	FLORINA
613	2025-10-25	21	11.64	FLORINA	2025-10-24	45	13.2248	FLORINA
613	2025-10-27	21	8.44	FLORINA	2025-10-26	45	9.78946	FLORINA
613	2025-10-28	21	3.74	FLORINA	2025-10-27	45	7.89054	FLORINA
613	2025-10-29	21	3.44	FLORINA	2025-10-28	45	9.10001	FLORINA
613	2025-10-30	21	4.74	FLORINA	2025-10-29	45	8.83829	FLORINA
613	2025-10-31	21	4.74	FLORINA	2025-10-30	45	10.7025	FLORINA
622	2025-10-02	21	12.44	THESSALONIKI (AIRPORT)	2025-10-01	45	13.6129	THESSALONIKI (AIRPORT)
622	2025-10-03	21	10.64	THESSALONIKI (AIRPORT)	2025-10-02	45	11.3693	THESSALONIKI (AIRPORT)
622	2025-10-04	21	10.64	THESSALONIKI (AIRPORT)	2025-10-03	45	10.665	THESSALONIKI (AIRPORT)
622	2025-10-05	21	13.74	THESSALONIKI (AIRPORT)	2025-10-04	45	14.7582	THESSALONIKI (AIRPORT)
622	2025-10-06	21	14.24	THESSALONIKI (AIRPORT)	2025-10-05	45	13.6615	THESSALONIKI (AIRPORT)
622	2025-10-07	21	13.24	THESSALONIKI (AIRPORT)	2025-10-06	45	13.0009	THESSALONIKI (AIRPORT)
622	2025-10-08	21	15.74	THESSALONIKI (AIRPORT)	2025-10-07	45	13.2636	THESSALONIKI (AIRPORT)
622	2025-10-09	21	17.94	THESSALONIKI (AIRPORT)	2025-10-08	45	16.0807	THESSALONIKI (AIRPORT)
622	2025-10-10	21	18.64	THESSALONIKI (AIRPORT)	2025-10-09	45	17.0229	THESSALONIKI (AIRPORT)
622	2025-10-11	21	16.94	THESSALONIKI (AIRPORT)	2025-10-10	45	15.1393	THESSALONIKI (AIRPORT)
622	2025-10-12	21	13.24	THESSALONIKI (AIRPORT)	2025-10-11	45	14.153	THESSALONIKI (AIRPORT)
622	2025-10-13	21	16.94	THESSALONIKI (AIRPORT)	2025-10-12	45	14.498	THESSALONIKI (AIRPORT)
622	2025-10-14	21	11.94	THESSALONIKI (AIRPORT)	2025-10-13	45	13.4274	THESSALONIKI (AIRPORT)
622	2025-10-15	21	14.74	THESSALONIKI (AIRPORT)	2025-10-14	45	14.5058	THESSALONIKI (AIRPORT)
622	2025-10-16	21	12.94	THESSALONIKI (AIRPORT)	2025-10-15	45	14.4176	THESSALONIKI (AIRPORT)
622	2025-10-17	21	14.74	THESSALONIKI (AIRPORT)	2025-10-16	45	15.5187	THESSALONIKI (AIRPORT)
622	2025-10-18	21	16.74	THESSALONIKI (AIRPORT)	2025-10-17	45	16.4003	THESSALONIKI (AIRPORT)
622	2025-10-19	21	12.94	THESSALONIKI (AIRPORT)	2025-10-18	45	15.3061	THESSALONIKI (AIRPORT)
622	2025-10-20	21	14.44	THESSALONIKI (AIRPORT)	2025-10-19	45	15.3669	THESSALONIKI (AIRPORT)
622	2025-10-21	21	16.64	THESSALONIKI (AIRPORT)	2025-10-20	45	14.9279	THESSALONIKI (AIRPORT)
622	2025-10-22	21	16.94	THESSALONIKI (AIRPORT)	2025-10-21	45	16.6247	THESSALONIKI (AIRPORT)
622	2025-10-23	21	16.74	THESSALONIKI (AIRPORT)	2025-10-22	45	16.8266	THESSALONIKI (AIRPORT)
622	2025-10-24	21	18.94	THESSALONIKI (AIRPORT)	2025-10-23	45	17.4103	THESSALONIKI (AIRPORT)
